title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Notification,Notification Type,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Other Features,Call Function,Bluetooth,Wi-Fi,GPS,Messaging Support,Bluetooth Version,Operating Range,Call Features,Third Party App Support,Display Resolution,Display Size,Display Type,Other Camera Features,Backlight Display,Scratch Resistant,Other Display Features,Calorie Count,Step Count,Heart Rate Monitor,Altimeter,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Chronograph,Language,Number of Buttons,Other Watch Functions,Speaker,Microphone,Audio Features,Gesture Control,Voice Control,Other Multimedia Features,Width,Height,Thickness,Weight,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Dial Color,Maximum Operating Altitude,Compatible Device,Talk time,Stand By Time,Operating System,RAM,Internal Memory,Email Support,Other Connectivity Features,Flash,Supported Audio Format,Speaker Volume,International Warranty,Number of Cores,Processor Name,Other Dimensions,Processor Speed,Compatible Operating System,Primary Camera,Diameter,Video Features,Expandable Memory,Supported Video Format,HD Recording,HD Playback
Fire-Boltt Ninja Calling Pro Plus 46.5mm (1.83) Display...,"₹1,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/5/l/-original-imahyz5wphmdjnvr.jpeg?q=70,https://www.flipkart.com/fire-boltt-ninja-calling-pro-plus-46-5mm-1-83-display-bluetooth-calling-ai-voice-smartwatch/p/itmf636862a4dfad?pid=SMWGGZ74CHXVWRZQ&lid=LSTSMWGGZ74CHXVWRZQMG1VMF&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_145&otracker=search&fm=organic&iid=e9f1b020-e7bb-4312-bf14-e03024c78fe6.SMWGGZ74CHXVWRZQ.SEARCH&ppt=None&ppn=None&ssid=4ahwaohacw0000001738524718254&qH=87968ec020b2016b,2025-02-02 20:31:58,"1 Smartwatch, 1 Charging Cable, 1 Manual, 1 Warranty Card",BSW039,"Ninja Calling Pro Plus 46.5mm (1.83) Display Bluetooth Calling, AI Voice",Square,Blue,Silicone,Free Size,Yes,Yes,1 m,Fitness & Outdoor,,Men & Women,Android & iOS,Blue,Buckle,"Bluetooth Calling, SpO2, Heart Rate Sensor HRS3600, Accelerometer 3-Axis Sens, Barometer, Pedometer SC7A20","Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Vibration & Ringer,Lithium Ion,120 minutes,Upto 5 Days,Yes,USB Cable With Metalic Charging Points - 2 Pin Magnetic Cable,,Yes,Yes,No,No,,v5.0,10 m,"Bluetooth Calling function, Dial Pad, Contacts, Call History, Recent Calls",Limited Support,240 x 286 Pixel,1.83 inch,IPS LCD,,No,Yes,,,Yes,Yes,No,"Pedometer with SC7A20 Sensor, Heart Rate Monitor with HRS3600 Sensor, SpO2 (Blood Oxygen Monitor), Sleep Monitoring, Sedentary Reminders, Breathe Monitoring",Date and Time,No,No,Yes,Yes,English,1,"� Buetooth Calling smartwatch - Make and receive calls on the go � AI Voice Assistant in built � Built in Mic & Speaker for HD Calls � High Resolution of 240*286 Pixel & 1.69 inch IPS LCD Screen covered with a 2.5D Full Lamination for best protection � Track 120 sports modes efficiently and analyse performance based upon saved history. � This smartwatch can withstand dust, spills, raindrops and is sweatproof too with an IP rating IP67 � Track your blood oxygen (SpO2), Heart Rate with latest HRS3600 Technology Sensor � Monitor your breathing exercise every morning to lead a healthy life � Make sure you sleep 8 hours with the sleep monitor to help you look beautiful and fresh always � With 8 In Built Watch faces and over 100 cloud watch faces match your mood and style � Smartphone notifications on your tips � All new find device feature, now no need to find the phone manually � Play Games on your wrist in your leisure time",Yes,Yes,,,No,,46 mm,36.5 mm,8.5 mm,40 g,Covers Manufacturing Defects,Contact infocare@boltt.com to Claim Warranty. Replacement will be given by the brand against Manufacturing Defects.,Manufacturing Defects,Physical & Water Damage,1 Year,Blue,,Android 5.0 & IOS 9.0 and Above,,,,,,,,,,,,,,,,,,,,,,,
Fastrack Revoltt FR2-1.38''|Advanced Blazing Fast UI|Wo...,"₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/l/j/35-052-38154pp02-android-ios-fastrack-yes-original-imah4gmmgydyzuhp.jpeg?q=70,https://www.flipkart.com/fastrack-revoltt-fr2-1-38-advanced-blazing-fast-ui-working-crown-aivoice-assistant-ip68-smartwatch/p/itm0a2fde38bb35e?pid=SMWH3S4NAF5YQRZF&lid=LSTSMWH3S4NAF5YQRZFJMRYFE&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_149&otracker=search&fm=organic&iid=e9f1b020-e7bb-4312-bf14-e03024c78fe6.SMWH3S4NAF5YQRZF.SEARCH&ppt=None&ppn=None&ssid=4ahwaohacw0000001738524718254&qH=87968ec020b2016b,2025-02-02 20:31:58,"Smartwatch, Charging Cable, Quick Start Guide",38154PP02,Revoltt FR2-1.38''|Advanced Blazing Fast UI|Working Crown|AIVoice Assistant|IP68,Round,Blue,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,Plastic with AL Decorative Bezel Ring,Men & Women,Android & iOS,Blue,,Heart Rate & SpO2,"Call Notifications , Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifictaions, Other App Notification",Ring and Vibration,Lithium Polymer,120 min,Upto 5 Days,Yes,Pogo Pin Charging Cable,"1.38"" TFT Display with Bright Pixel Resolution,SingleSync BT Calling with Advanced Chipset, Calculator, AI Voice Assistant, 100+ Sports Modes, One Click Health Measurement, Auto Stress Monitor, 24x7 Heart Rate Monitor, SpO2 and Sleep Monitor with REM Sleep, Breathe Exercise, Alarm, Stopwatch and Timer, Notifications, Weather Display, Camera and Music Contro",Yes,Yes,No,No,Yes,v5.3,10 m,"Call Answer, Call Reject, Call Mute, Call Notifications, Quick Replies (Android)",Not Supported,240 x 240 Pixels,35 mm,TFT,Camera Control,Yes,No,500 Nits,Yes,Yes,Yes,No,"One Click Measurement, 24x7 HRM, Auto Stress, SpO2, Sleep Tracker, Women's Health, Activity Tracker, Breathe Exercise, 100+ Multisports",Yes,No,Yes,Yes,No,English,1,"Calculator, AI Voice Assistant, One Click Measurement with 24x7 HRM, Auto Stress Monitor, SpO2 and Sleep Monitor with REM, Music and Camera Control, Built-In Games, Alarm, Stopwatch and Timer",Yes,Yes,Music Control,No,Yes,Music Control,51.2 mm,49.3 mm,11.4 mm,40 g,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,No,,,,,,,,,,,,,,,,,
"Noise Icon 3 1.91"" Display with Bluetooth Calling, Meta...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/e/q/-original-imah4db9ssaajfg5.jpeg?q=70,https://www.flipkart.com/noise-icon-3-1-91-display-bluetooth-calling-metallic-finish-voice-assistant-smartwatch/p/itm9b862832273b2?pid=SMWGWU6ME7RQFDXS&lid=LSTSMWGWU6ME7RQFDXSTOUKC0&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_153&otracker=search&fm=organic&iid=e9f1b020-e7bb-4312-bf14-e03024c78fe6.SMWGWU6ME7RQFDXS.SEARCH&ppt=None&ppn=None&ssid=4ahwaohacw0000001738524718254&qH=87968ec020b2016b,2025-02-02 20:31:58,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon3-glossymtl-blk_blk,"Icon 3 1.91"" Display with Bluetooth Calling, Metallic finish & Voice Assistant",Rectangle,Black,Stainless steel,Regular,Yes,Yes,1 m,Fitness & Outdoor,Metal,Men & Women,Android & iOS,Elite Black,,"Heart Rate, SpO2",Smart Notification,Vibration,,120 min,7 Days,Yes,Magnetic Charger,,Yes,Yes,,,Yes,v5.1,10 m,,,240 x 296 pixel,1.91 inch,LCD,,,No,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,,Yes,Yes,,Yes,Yes,,,,,,1 Year Manufacturer Warranty,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Manufacturing Defects,Physical Damage,1 Year,Black,,,,,,,,Yes,,,,,,,,,,,,,,,,,
"INNOMAX S20 Force Plus 2.01"" Bigger Display Smart Watch...",₹709,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/y/x/51-s20-forces-watch-black-blue-android-ios-innomax-yes-original-imah6hdskpjfhfcz.jpeg?q=70,https://www.flipkart.com/innomax-s20-force-plus-2-01-bigger-display-smart-watch-advanced-bluetooth-calling-smartwatch/p/itm54c2dedb0d2c4?pid=SMWH6HDS4ZKVFGYY&lid=LSTSMWH6HDS4ZKVFGYY71OI38&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_157&otracker=search&fm=organic&iid=en_9Qf-zisLBRPRyvN398X8Jm3zdjxWugyBt6nnQFc1Q_0jd-7u3vPQPLeVnqF5alP0qqTHBVlV7Yfue-o1000bug%3D%3D&ppt=None&ppn=None&ssid=4ahwaohacw0000001738524718254&qH=87968ec020b2016b,2025-02-02 20:31:58,1 Smartwatch,S20_forces_watch_black_Blue,"S20 Force Plus 2.01"" Bigger Display Smart Watch with Advanced Bluetooth Calling",Rectangle,Blue,Silicone,Free Size,Yes,Yes,,"Fitness & Outdoor, Notifier, Watchphone",stainless steel,Men & Women,Android & iOS,Blue,Buckle,"SpO2, Optical Heart Rate Sensor, Light Sensor","Whatsapp, Facebook, Instagram",Voice Call,Lithium,90 min,Upto 7 Days,Yes,Magnetic Charging Cable,,Yes,Yes,,,Yes,5.3,10 m,Voice Call,Not Supported,240*296 pixel,51 mm,Ultra HD,Phone Camera Control,Yes,Yes,Super clear Hd Display,Yes,Yes,Yes,No,Upto 100 Sport Mode,Date & Time,Yes,No,Yes,No,"English, Hindi",1,"Support for Multiple Languages and Find MYY Phone Feature: The smartwatch supports multiple languages (English & Hindi) for a user-friendly experience. Additionally, the Find Phone feature helps you locate your smartphone when it's nearby but misplaced",Yes Clear & Loud,Yes 2 Clear & Loud,noise cancellation,Yes,Yes,GamesMP3 SpeakerMusic Player,,,,300 g,,,,,,Black,,"Smartphone, Tablet, Laptop",60 hr,120 hr,,,,,App Connectivity,Watch Screen Flash,AAC,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:31:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:31:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹1,199",3.9,Data not available,Image not available,URL not available,2025-02-02 20:31:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:31:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:32:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:32:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...","₹7,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/5/u/s/-original-imah8xv5bjyppg6q.jpeg?q=70,https://www.flipkart.com/boult-drift-max-2-01-hd-screen-bt-calling-working-crown-complete-health-track-ip68-smartwatch/p/itm41b5b7a847d77?pid=SMWH6PTYSTM6EEWP&lid=LSTSMWH6PTYSTM6EEWPDGY9ZJ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_161&otracker=search&fm=organic&iid=en_6A1QtaBKQz7xrVwEBLUYaoNSw2hqVKBdsTU84wygqkjBjwuIFEuBg7oYEUENE2x8RNtcHuQi7-UvglZ2KXretPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=1qzb9997sg0000001738524742558&qH=87968ec020b2016b,2025-02-02 20:32:22,"Smartwatch, Charging Cable, Warranty Card, User Manual",Drift Max,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Square,Silver,Stainless steel,Free Size,Yes,Yes,1 m,Fitness & Outdoor,Zinc Alloy,Men & Women,Android & iOS,Silver,,"Real Heart rate, SPO2, Pedometer","Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",Vibrate,Lithium Polymer,150 min,Upto 5 days,Yes,Magnetic Charging Cable,"Remote Camera, 150+ Watch Faces with Custom watch faces, 2.0inch 1000 Nits High Brightness Display​, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie’s count",Yes,Yes,,No,No,v5.2,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",,240x296 Pixel,2 inch,HD,,Yes,No,1000 Nits High Brightness,Yes,Yes,Yes,No,120+ Workout modes,Date and Time,No,No,Yes,No,English,2,"Bluetooth Calling, 2.0inch 1000 Nits High Brightness Display​ with 240x296 display resolution , Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice assistance, Weather Details, Find My Phone, Other Functions : Alarm clock, Stopwatch, Timer, DND, Flashlight & more.",1 Speaker,Yes,,Wrist to Screen Wake,Yes,,48 mm,11 mm,39 mm,50 g,1 Year Warranty from the date of purchase,Repair or Replace,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,Multicolour,,Smartphone,,480 hr,,,,No,,,,,,,,,,,,,,,,,
SAMSUNG Galaxy Fit3 | AMOLED Display & Aluminium Body |...,"₹3,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/w/z/-original-imagybqyrrzkaw7x.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-fit3-amoled-display-aluminium-body-upto-13day-battery-5atm-ip68/p/itmc884180dbd9a8?pid=SMWGY6YRNHBBK8FP&lid=LSTSMWGY6YRNHBBK8FPDPQEGB&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_165&otracker=search&fm=organic&iid=e82824cf-24ba-417d-ba34-2b83de3865fb.SMWGY6YRNHBBK8FP.SEARCH&ppt=None&ppn=None&ssid=1qzb9997sg0000001738524742558&qH=87968ec020b2016b,2025-02-02 20:32:22,"Fit3, Magnetic Charger, Quick Setup Guide",SM-R390,Galaxy Fit3 | AMOLED Display & Aluminium Body | Upto 13Day Battery | 5ATM & IP68,Rectangle,White,Fluoroelastomer,Free Size,Yes,Yes,50 m,Fitness & Outdoor,Aluminum,Men & Women,Android,Silver,Hook Buckle,"Accelerometer,Barometer,Gyro Sensor,Optical Heart Rate Sensor,Light Sensor","Incoming Call Accept and Reject, Calendar, Media",Ring and Vibrate,Lithium Polymer,,Upto 13 Days,Yes,Pin and Magnetic,,No,Yes,,No,No,v5.3,,"Incoming Call Notification, Incoming Call Reject, Reply",,256 x 402 Pixel,40.64 mm,AMOLED,,No,No,,Yes,Yes,Yes,No,,Date and Time,No,,Yes,No,69 Languages Support,1,,Yes,,,,No,,28.8 mm,42.9 mm,10 mm,37 g,,,Manufacturing Defects,,1 Year,,,Android Smartphones and Tablets,,,,,,,,,,,,,,,,,,40 mm,,,,,
AMAZFIT T rex Pro 1.3HD AMOLED with advanced GPS & 10AT...,"₹14,159",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kpvivm80/smartwatch/x/z/u/a2013-android-ios-amazfit-original-imag4yewjvvmg4sb.jpeg?q=70,https://www.flipkart.com/amazfit-t-rex-pro-1-3hd-amoled-advanced-gps-10atm-water-resistance-smartwatch/p/itmc91968fc3a769?pid=SMWG3P6AM9VTE6YB&lid=LSTSMWG3P6AM9VTE6YB1IFGZI&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_169&otracker=search&fm=organic&iid=e82824cf-24ba-417d-ba34-2b83de3865fb.SMWG3P6AM9VTE6YB.SEARCH&ppt=None&ppn=None&ssid=1qzb9997sg0000001738524742558&qH=87968ec020b2016b,2025-02-02 20:32:22,"Smartwatch, Magnetic Charger, Manual",A2013,T rex Pro 1.3HD AMOLED with advanced GPS & 10ATM water resistance,Round,Blue,Silicone,Regular,Yes,Yes,100 m,Fitness & Outdoor,,Men & Women,Android & iOS,Steel Blue,Strap Buckle,"Accelerometer Senso, Gyroscope Senso, Air Pressure Sensor, Ambient Light Sensor, Temperature Sensor, Huami Self-Developed BioTracker 2 PPG (support blood oxygen) Biological Data Sensor","Calendar Reminder, Call Notification, Sedentary Reminders, Smartphone Apps Notifications etc",Vibration,Lithium,120 minutes,18 Days,Yes,Charging Base,,No,Yes,No,Yes,No,v5.0,10 m,Reject Call & Take Call,,360 x 360 Pixels,1.3 inches,AMOLED,,Yes,Yes,Always-on Display,Yes,Yes,Yes,Yes,"Multiple Sports Modes, Sleep Tracking",Yes,Yes,Yes,Yes,Yes,English,4,"Music Control, Weather, Multiple Sports Modes, Sleep Monitor",,,,Yes,,,47.7 mm,47.7 mm,13.5 mm,59.4 g,1 Year,For any product related issues. Please For any product related issues. Contact_us on : [1800-419-9680 ],,,1 Year,Black,,,,,Android & iOS,,,No,,,,,,,,,,,,,,,,,
"Boult Dire 1.38'' 2.5D Curved HD Display, 500Nits, 250+...","₹1,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/w/d/-original-imah8bnpuzt5trch.jpeg?q=70,https://www.flipkart.com/boult-dire-1-38-2-5d-curved-hd-display-500nits-250-watch-faces-health-track-ip67-smartwatch/p/itmeb5f6824169a8?pid=SMWH7CSKZZC6BZTY&lid=LSTSMWH7CSKZZC6BZTYERURZN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_173&otracker=search&fm=organic&iid=e82824cf-24ba-417d-ba34-2b83de3865fb.SMWH7CSKZZC6BZTY.SEARCH&ppt=None&ppn=None&ssid=1qzb9997sg0000001738524742558&qH=87968ec020b2016b,2025-02-02 20:32:22,"Smartwatch, User Manual, Charging Cable,Warranty Card",Dire,"Dire 1.38'' 2.5D Curved HD Display, 500Nits, 250+ Watch Faces, Health Track,IP67",Round,Black,Stainless steel,Free Size,Yes,Yes,,Fitness & Outdoor,ABS+PC,Men & Women,Android & iOS,Jet Black,,"Real Heart Rate, SPO2, Pedometer","Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",Vibrate,Lithium Polymer,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,"Bluetooth Calling, 1.38"" HD Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone",Yes,Yes,No,No,No,5.3,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",,240 x 240 Pixels,35.052 mm,HD,,Yes,No,,Yes,Yes,Yes,No,120+ Workout modes,Date and Time,No,No,Yes,No,English,1,"Bluetooth Calling, 1.38"" HD Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone",1 SPEAKER,YES,,Wrist to Screen Wake,Yes,,37.7 mm,25.3 mm,11.7 mm,37 g,1 Year Warranty from the date of purchase,,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,Multicolour,,Smartphone,,240 hr,,,,No,,,,,,,,,,,,,,,,,
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...","₹7,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/d/f/-original-imah8xv4dzjg6fhv.jpeg?q=70,https://www.flipkart.com/boult-drift-max-2-01-hd-screen-bt-calling-working-crown-complete-health-track-ip68-smartwatch/p/itm1a5b8641ef00b?pid=SMWH6PTYR4HNHCF9&lid=LSTSMWH6PTYR4HNHCF9JDYJCG&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_177&otracker=search&fm=organic&iid=en_6A1QtaBKQz7xrVwEBLUYaoNSw2hqVKBdsTU84wygqkidcrAhpGUkN21AHpLyQDVP_C4WmdRVZJA6ICfRAsen0vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=1qzb9997sg0000001738524742558&qH=87968ec020b2016b,2025-02-02 20:32:22,"Smartwatch, Charging Cable, Warranty Card, User Manual",Drift Max,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Square,Black,Stainless steel,Free Size,Yes,Yes,1 m,Fitness & Outdoor,Zinc Alloy,Men & Women,Android & iOS,Coal Black,,"Real Heart rate, SPO2, Pedometer","Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",Vibrate,Lithium Polymer,150 min,Upto 5 days,Yes,Magnetic Charging Cable,"Remote Camera, 150+ Watch Faces with Custom watch faces, 2.0inch 1000 Nits High Brightness Display​, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie’s count",Yes,Yes,,No,No,v5.2,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",,240x296 Pixel,2 inch,HD,,Yes,No,1000 Nits High Brightness,Yes,Yes,Yes,No,120+ Workout modes,Date and Time,No,No,Yes,No,English,2,"Bluetooth Calling, 2.0inch 1000 Nits High Brightness Display​ with 240x296 display resolution , Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice assistance, Weather Details, Find My Phone, Other Functions : Alarm clock, Stopwatch, Timer, DND, Flashlight & more.",1 Speaker,Yes,,Wrist to Screen Wake,Yes,,48 mm,11 mm,39 mm,50 g,1 Year Warranty from the date of purchase,Repair or Replace,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,Multicolour,,Smartphone,,480 hr,,,,No,,,,,,,,,,,,,,,,,
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...","₹7,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/j/3/-original-imah8xv5wv5avhmg.jpeg?q=70,https://www.flipkart.com/boult-drift-max-2-01-hd-screen-bt-calling-working-crown-complete-health-track-ip68-smartwatch/p/itm714e3e018ced6?pid=SMWH6PTYRPC3N3NJ&lid=LSTSMWH6PTYRPC3N3NJOPQSPW&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_181&otracker=search&fm=organic&iid=en_6A1QtaBKQz7xrVwEBLUYaoNSw2hqVKBdsTU84wygqkgwa57R7oUqw9sYEG3HfG9icEKHxJlU7ZyhNmjHFz20xqV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=1qzb9997sg0000001738524742558&qH=87968ec020b2016b,2025-02-02 20:32:22,"Smartwatch, Charging Cable, Warranty Card, User Manual",Drift Max,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Square,Black,Silicone,Free Size,Yes,Yes,1 m,Fitness & Outdoor,Zinc Alloy,Men & Women,Android & iOS,Pure Black,,"Real Heart rate, SPO2, Pedometer","Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",Vibrate,Lithium Polymer,150 min,Upto 5 days,Yes,Magnetic Charging Cable,"Remote Camera, 150+ Watch Faces with Custom watch faces, 2.0inch 1000 Nits High Brightness Display​, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie’s count",Yes,Yes,,No,No,v5.2,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",,240x296 Pixel,2 inch,HD,,Yes,No,1000 Nits High Brightness,Yes,Yes,Yes,No,120+ Workout modes,Date and Time,No,No,Yes,No,English,2,"Bluetooth Calling, 2.0inch 1000 Nits High Brightness Display​ with 240x296 display resolution , Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice assistance, Weather Details, Find My Phone, Other Functions : Alarm clock, Stopwatch, Timer, DND, Flashlight & more.",1 Speaker,Yes,,Wrist to Screen Wake,Yes,,48 mm,11 mm,39 mm,50 g,1 Year Warranty from the date of purchase,Repair or Replace,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,Multicolour,,Smartphone,,480 hr,,,,No,,,,,,,,,,,,,,,,,
"boAt Wave Fury with 1.83'' HD Display, Bluetooth Callin...","₹1,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/6/a/9/-original-imagy97zzfa2dpgg.jpeg?q=70,https://www.flipkart.com/boat-wave-fury-1-83-hd-display-bluetooth-calling-functional-crown-smartwatch/p/itma0f5091a1aa94?pid=SMWGQHN4RWUTXYMY&lid=LSTSMWGQHN4RWUTXYMYK9SSX1&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_185&otracker=search&fm=organic&iid=e82824cf-24ba-417d-ba34-2b83de3865fb.SMWGQHN4RWUTXYMY.SEARCH&ppt=None&ppn=None&ssid=1qzb9997sg0000001738524742558&qH=87968ec020b2016b,2025-02-02 20:32:22,Wave Fury::‎User Manual::Warranty Card::USB Magnetic Charging Cable,Wave Fury,"Wave Fury with 1.83'' HD Display, Bluetooth Calling & Functional Crown",Rectangle,Cream,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Women,Android & iOS,Cherry Blossom,,"Accelerometer, HR and SpO2","Text, Call and Social media",,,,7 Days,,,,Yes,Yes,,,,,,,,240x284 pixel,1.83 inch,,,,,,,Yes,Yes,,100+ Sports Modes,Yes,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,1 year warranty from the date of purchase,Reach out to us at : info@imaginemarketingindia.com,Manufacturing Defects,,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,
