title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Color,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Compatible Device,Notification,Notification Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Call Function,Bluetooth,Messaging Support,Email Support,Operating Range,Call Features,Display Resolution,Display Size,Scratch Resistant,Calorie Count,Step Count,Heart Rate Monitor,Date & Time Display,Calendar,Alarm Clock,Speaker,Microphone,Gesture Control,Voice Control,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Water Resistance Depth,Maximum Operating Altitude,Talk time,Battery Type,Stand By Time,Other Features,Operating System,RAM,Number of Cores,Processor Name,Processor Speed,Internal Memory,Expandable Memory,Wi-Fi,GPS,Bluetooth Version,Third Party App Support,Other Connectivity Features,Display Type,Flash,Primary Camera,Other Camera Features,Backlight Display,Other Display Features,Altimeter,Other Fitness Features,Compass,Chronograph,Language,Number of Buttons,Other Watch Functions,Audio Features,Supported Audio Format,Video Features,Supported Video Format,Speaker Volume,HD Recording,HD Playback,Other Multimedia Features,Width,Height,Thickness,Diameter,Weight,Other Dimensions,International Warranty,Compatible Operating System
JOKIN T800 Ultra smartwatch Bluetooth Call Fitness Brac...,₹649,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/0/n/1-99-android-ios-t800-ultra-biggest-display-smart-watch-with-bt-original-imagppngk3nfwv7n.jpeg?q=70,https://www.flipkart.com/jokin-t800-ultra-smartwatch-bluetooth-call-fitness-bracelet-magnetic-charging-g4/p/itm3f3dd6ee2c869?pid=SMWGQMWQCG3TGCJP&lid=LSTSMWGQMWQCG3TGCJPIWLBBH&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_217&otracker=search&fm=organic&iid=en_1mE2LTj0c59gDFW9By9-YmmKf-o7dpQe5fIQwcLSahkho_g8qr-XmpwjUrKqqw-DEUcehCpsdXVrAiAO6-6qqQ%3D%3D&ppt=None&ppn=None&ssid=b1c49j9j5s0000001738369124280&qH=87968ec020b2016b,2025-02-01 01:18:46,"1 Smartwatch, Strap, 1 Wireless Charger",T800 Ultra smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,T800 Ultra smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,Silver,Square,Orange,Silicone,Free Size,Yes,No,"Fitness & Outdoor, Health & Medical, Notifier, Watchphone",Metal,Men & Women,Android & iOS,Orange,,"Accelerometer, Gyroscope, Proximity Sensor",,yes,Vibrate,120 min,3 days,Yes,Wireless Charger,Yes,Yes,Yes,,10 m,BT Calling,1080 pixel,49 mm,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,yes,,Yes,,,,,,10 m,,,Lithium Ion,,,,,,,,,,,,4,,"Multi-functions: Step counting, distance measurement, calorie consumption management, sleep monitoring, time display, incoming call reminder, intelligent alarm clock, heart rate, blood pressure, blood oxygen, intelligent remote control camera, prevent the loss, information push (WeChat, QQ, SMS, Facebook, Twitter), event reminder.",HD,,,,Yes,"1.99 inch Large TFT screen with 320*386 pixels offers a very clear display with super bright colors., Bright Screen Time Setting: Support, Set in the App. Can set 5s, 10s, and 15s to automatically turn off the screen.",,,Yes,,Multi Language,3,,,,,,,,,,,,,,,,,
ANIRUDRA ENTERPRISES T800 Ultra Smartwatch Biggest Disp...,₹531,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/c/i/49-android-ios-ultra-8-real-screw-ephemeral-no-original-imagpb6gnzynv4g9.jpeg?q=70,https://www.flipkart.com/anirudra-enterprises-t800-ultra-smartwatch-biggest-display-bt-calling-wireless-charge-fitness-a249/p/itm26f9b47bff25a?pid=SMWGYYSCXVTPEHMF&lid=LSTSMWGYYSCXVTPEHMFP8QRG4&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_221&otracker=search&fm=organic&iid=en_1mE2LTj0c59gDFW9By9-YmmKf-o7dpQe5fIQwcLSahkII4ebmQK3aEnAyTg1J2JBic4Rn4ROrc7SlkTJAnFhtw%3D%3D&ppt=None&ppn=None&ssid=b1c49j9j5s0000001738369124280&qH=87968ec020b2016b,2025-02-01 01:18:46,"1 Smart Watch, 1 Wireless Charger",T800,T800 Ultra Smartwatch Biggest Display BT Calling Wireless Charge Fitness A249,,Square,"Orange, Multicolor",Fabric,Free Size,Yes,Yes,Watchphone,,Men & Women,Android & iOS,"Orange, Multicolor",,"Accelerometer, Gyroscope, Proximity Sensor",,,,,3 Days,,,No,Yes,,,,,380*380 pixel,44 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIKHILX Ultra T800 Smart Fitness Tracker Action Long Ba...,₹617,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/4/o/49-t800-ultra-smartwatch-with-wireless-charging-smartwatch-bt-original-imahygw7yvwqyhyz.jpeg?q=70,https://www.flipkart.com/nikhilx-ultra-t800-smart-fitness-tracker-action-long-battery-life-brighter-display-smartwatch/p/itm9b88ed0d105ac?pid=SMWH6WADHUEG6GM9&lid=LSTSMWH6WADHUEG6GM9IRYDTN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_225&otracker=search&fm=organic&iid=a1d0e1fb-6ffc-418f-a8ae-2558aeec15e1.SMWH6WADHUEG6GM9.SEARCH&ppt=None&ppn=None&ssid=b1c49j9j5s0000001738369124280&qH=87968ec020b2016b,2025-02-01 01:18:46,1 Smart watch with Magnetic Charger,"Ultra 8 Men ,women Bluetooth calling smart watches",Ultra T800 Smart Fitness Tracker Action Long Battery Life Brighter Display,Black,Square,Orange,Silicone,Free,Yes,Yes,"Fitness & Outdoor, Health & Medical, Notifier, Safety & Security, Watchphone",Poly Carbonate,Men & Women,Android,Orange Alpine,,"Heart Rate Monitoring, Blood Pressure Monitoring, Sleep monitoring, Proximity Sensor",,"In Addition To Tracking, This Smartwatch Connects To The App, Available For All Smartphones So You Can Receive Incoming Phone Messages, Calls, And More. The Smartwatch Offers Bluetooth Connectivity. Get All Your Messages And Notifications Sent Straight To Your Wrist",Vibration & Call Alert,60 min,3 Year,Yes,USB Direct Charging,Yes,Yes,Yes,Yes,10 m,"You will receive only notification to See Calls & Messages on Your Wrist: Receive/Rejection call, calendar, SMS and SNS (Facebook, WhatsApp, LinkedIn, Instagram, and Twitter) notifications on display, fitness tracker band let you never miss the messages that matter",450*480 pixel,40 mm,Yes,Yes,Yes,Yes,Digital,Yes,Yes,,,,Yes,,,,,,50 m,,18 hr,Lithium Ion,62 hr,,,,,,,1 GB,,Yes,Yes,V2,,"You will receive only notification to See Calls & Messages on Your Wrist: Receive/Rejection call, calendar, SMS and SNS (Facebook, WhatsApp, LinkedIn, Instagram, and Twitter) notifications on display, fitness tracker band let you never miss the messages that matter.",Ultra HD,,,,Yes,"Track steps, distance, calories burned, active minutes, you can check daily activity and time on OLED display",Yes,,Yes,Yes,Multi-languages,1,"The fitness tracker watch accurately records all-day activities such as steps, calories burned, distances, active minutes. The GPS can track all your workout routes",,,,,,,,,,,,,,,,
AJFuture T10 Ultra Series 8 SmartWatch with Bluetooth C...,₹594,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/o/w/49-t10-ultra-2-09-infinite-display-series-8-smart-watch-with-original-imah6kfwnmhcbf4g.jpeg?q=70,https://www.flipkart.com/ajfuture-t10-ultra-series-8-smartwatch-bluetooth-calling-fitness-tracker-a9/p/itm3e31fa9131582?pid=SMWGXKU8QTCPNHSD&lid=LSTSMWGXKU8QTCPNHSDADCSWB&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_229&otracker=search&fm=organic&iid=a1d0e1fb-6ffc-418f-a8ae-2558aeec15e1.SMWGXKU8QTCPNHSD.SEARCH&ppt=None&ppn=None&ssid=b1c49j9j5s0000001738369124280&qH=87968ec020b2016b,2025-02-01 01:18:46,"Watch, Wireless Charger, Mannual","T10 Ultra 2.09 Infinite Display, Series 8 Smart Watch with Bluetooth Calling A9",T10 Ultra Series 8 SmartWatch with Bluetooth Calling Fitness tracker A9,,Square,Orange,Silicone,FREE SIZE,Yes,No,"Fitness & Outdoor, Health & Medical, Safety & Security, Watchphone",,Men & Women,Android & iOS,Orange,,"Low Power, Heart Rate, Acceleration","Android, iOS","Call Reminder, SMS Reminder, Social App Message Reminder",,,1 day on Standby,,,Yes,Yes,,,,,320*320 pixel,49 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PunnkFunnk Ultra 1.83"" AMOLED Display Notification, Fit...",₹664,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/i/g/49-t800-black-big-69-android-ios-gamesir-yes-original-imahffhvyre3esyu.jpeg?q=70,https://www.flipkart.com/punnkfunnk-ultra-1-83-amoled-display-notification-fitness-music-sports-mode-bt-calling-smartwatch/p/itma42e0050a3394?pid=SMWGVUUVDNHQE6MV&lid=LSTSMWGVUUVDNHQE6MV5AXOGQ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_233&otracker=search&fm=organic&iid=a1d0e1fb-6ffc-418f-a8ae-2558aeec15e1.SMWGVUUVDNHQE6MV.SEARCH&ppt=None&ppn=None&ssid=b1c49j9j5s0000001738369124280&qH=87968ec020b2016b,2025-02-01 01:18:46,1,T800 Ultra Black notifications watch,"Ultra 1.83"" AMOLED Display Notification, Fitness, Music, Sports Mode, BT Calling",Silver,Rectangle,Black,Silicone,Free,Yes,Yes,"Health & Medical, Fitness & Outdoor, Notifier, Safety & Security, Watchphone",Amoled,Men & Women,Android & iOS,Black,Clip on,"??????????????
Heart rate monitoring
Pedometer
calorie consumption
Exercise mileage record
Sedentary reminder
Sleep Monitoring
Blood pressure monitor
Weather Forecast",All smartphone,"Call, SMS, Health and fitness, SOS, Alert, App notifications",Vibrate and ringing,120 min,3 Days,Yes,Wireless,Yes,Yes,Yes,No,10 m,"Take call, make calls, mute calls, reject calls, SOS calls, Speed dial calls",420*420 pixel,45 mm,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3 month warranty,Contact support: bellstartrading2012@gmail.com,Manufacturing defect,Physical damaged,3 Months,0.5 m,10 m,4 hr,Lithium Polymer,72 hr,"Smartwatch Alarm Clock, Crown working, Answer Call, Calendar, Countdown, Call Reminder, Dial Call, Fitness Tracker, Heart Rate Tracker, Interactive Music, Lighting, Message Reminder, Moisture Measurement, Noctilucent, Passometer, Permanent Calendar, Power Reserve, Push Message, Remote Control, Sleep Tracker, WORLD TIME, Calculators, Speed Measurement, tourbillon, Week, Gesture control, Blood oxygen monitor, Infinity display.","APP System: I0S 9.0 and above, Android 5.0 and above",,,,,,,No,No,5.0,,App and Bluetooth,AMOLED,Yes,,control control,Yes,Sunlight and Smooth touch display,No,"running, walking, heart tracking, blood monitor, sport, sleep monitor, meditations,",No,No,English,2,"1.Bluetooth music player: Remote control phone music player
2.Bluetooth Camera: Remote control mobile phone to take photo
3.Find Phone: Anti-lost, Ring your phone or watch
4.custom watch face you can upload your own photos on the watch as the watch faces.
5.Support different kind of 42/44 strap exchange
6.Sedentary reminder: Set time to reminder you to sport, changing the unhealthy lifestyle
7.Other function: Alarm, Calculator, voice, Phone book, weather.",,,,,,,,Music playbackMaking and receiving callRecording voice memosApp Notifications,,,,,,,0 Months,
"Boult Drift BT Calling HD Display, 140+ Watchfaces, Com...","₹1,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/c/o/-original-imah8mtvefdghhgn.jpeg?q=70,https://www.flipkart.com/boult-drift-bt-calling-hd-display-140-watchfaces-complete-health-monitoring-smartwatch/p/itm65522c52de29c?pid=SMWGF5GETH3AH6WG&lid=LSTSMWGF5GETH3AH6WGVIN7BI&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_237&otracker=search&fm=organic&iid=en_1mE2LTj0c59gDFW9By9-YmmKf-o7dpQe5fIQwcLSahnnKLhI_jXBOaorG3ZJ7fLyzEYGrMIRSPCUKx8fWLyAT_KSJvID5C-RdFfAlzwDiqI%3D&ppt=None&ppn=None&ssid=b1c49j9j5s0000001738369124280&qH=87968ec020b2016b,2025-02-01 01:18:46,"Smartwatch, Charging Cable, User Manual",Drift,"Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring",Multicolour,Rectangle,Black,Silicone,Free Size,Yes,Yes,Fitness & Outdoor,ABS,Men & Women,Android & iOS,Black,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails",Vibrate,150 Min,Upto 7 Days,Yes,Magnetic Charging Cable,Yes,Yes,No,Yes,10 m,"Pick up incoming calls, reject incoming calls, dial",240 x 280 Pixel,1.69 Inch,No,Yes,Yes,Yes,Date and Time,No,Yes,Yes,Yes,,,Repair or Replace,Repair or Replace,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,1.5 m,,,Lithium Polymer,288 Hr,,,,,Goodix 5515-64M,,,,No,No,v5.0,,,TFT,,,,Yes,,No,60 Workout modes,No,No,"English (default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",1,"Female Cycle Tracker, Multiple Workout Modes, Sleep Tracking, Weather Details, Find Phone",,,,,,,,,35.78 mm,44.17 mm,11.6 mm,,45 g,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:18:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:18:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,₹640,3.6,Data not available,Image not available,URL not available,2025-02-01 01:18:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:18:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:19:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:19:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...","₹1,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/5/u/s/-original-imah8xv5bjyppg6q.jpeg?q=70,https://www.flipkart.com/boult-drift-max-2-01-hd-screen-bt-calling-working-crown-complete-health-track-ip68-smartwatch/p/itm41b5b7a847d77?pid=SMWH6PTYSTM6EEWP&lid=LSTSMWH6PTYSTM6EEWPDGY9ZJ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_241&otracker=search&fm=organic&iid=en_ZWJmGMsJs-YVUUuWY4K8cI1PyMaGh_ITe9IvmP_b1eZ2PY5yykjnU7GJwHXdpAOfRNtcHuQi7-UvglZ2KXretPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kpncbcz59s0000001738369187711&qH=87968ec020b2016b,2025-02-01 01:19:50,"Smartwatch, Charging Cable, Warranty Card, User Manual",Drift Max,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Multicolour,Square,Silver,Stainless steel,Free Size,Yes,Yes,Fitness & Outdoor,Zinc Alloy,Men & Women,Android & iOS,Silver,,"Real Heart rate, SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",Vibrate,150 min,Upto 5 days,Yes,Magnetic Charging Cable,Yes,Yes,No,No,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",240x296 Pixel,2 inch,No,Yes,Yes,Yes,Date and Time,No,Yes,1 Speaker,Yes,Wrist to Screen Wake,Yes,1 Year Warranty from the date of purchase,Repair or Replace,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,1 m,,,Lithium Polymer,480 hr,"Remote Camera, 150+ Watch Faces with Custom watch faces, 2.0inch 1000 Nits High Brightness Display​, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie’s count",,,,,,,,,No,v5.2,,,HD,,,,Yes,1000 Nits High Brightness,No,120+ Workout modes,No,No,English,2,"Bluetooth Calling, 2.0inch 1000 Nits High Brightness Display​ with 240x296 display resolution , Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice assistance, Weather Details, Find My Phone, Other Functions : Alarm clock, Stopwatch, Timer, DND, Flashlight & more.",,,,,,,,,48 mm,11 mm,39 mm,,50 g,,,
"Ambrane Wise-Roam 2, 1.39"" Full HD display BT calling a...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/u/p/-original-imagzcjmcujzzxkh.jpeg?q=70,https://www.flipkart.com/ambrane-wise-roam-2-1-39-full-hd-display-bt-calling-complete-health-tracking-smartwatch/p/itm00959643d7cf3?pid=SMWGMFW4MS6FP7UU&lid=LSTSMWGMFW4MS6FP7UUZXKK7Y&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_245&otracker=search&fm=organic&iid=ef443668-53ab-4315-92e4-744f23d9abaa.SMWGMFW4MS6FP7UU.SEARCH&ppt=None&ppn=None&ssid=kpncbcz59s0000001738369187711&qH=87968ec020b2016b,2025-02-01 01:19:50,1*Smartwatch & 1*Charging Cable,Wise Roam 2,"Wise-Roam 2, 1.39"" Full HD display BT calling and complete health tracking",,Round,Green,Silicone,Regular,Yes,Yes,Fitness & Outdoor,,Men & Women,Android & iOS,Green,,"SpO2 (Real-Time Monitoring), Blood Pressure, Heart Rate, Sleep, Breath Training and Menstrual Cycle Tracking",,,,,10 Days,,,Yes,Yes,,,,,240*240 pixel,35.306 mm,,,,,,,,,,,,1 Year Brand Warranty,Pls reach us out on care@ambraneindia.com,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noise Crew 1.38"" Round Display with Bluetooth Calling, ...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/t/x/-original-imah6s6prqw3w883.jpeg?q=70,https://www.flipkart.com/noise-crew-1-38-round-display-bluetooth-calling-metallic-finish-ip68-rating-smartwatch/p/itmf418910871368?pid=SMWGKXECDMVXFPGN&lid=LSTSMWGKXECDMVXFPGNJXOKI0&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_249&otracker=search&fm=organic&iid=ef443668-53ab-4315-92e4-744f23d9abaa.SMWGKXECDMVXFPGN.SEARCH&ppt=None&ppn=None&ssid=kpncbcz59s0000001738369187711&qH=87968ec020b2016b,2025-02-01 01:19:50,"Smartwatch,User Manual, Warranty Card",wrb-sw-crew-std-blk_blk,"Crew 1.38"" Round Display with Bluetooth Calling, Metallic finish, IP68 Rating",Black,Round,Black,Silicone,Regular,Yes,Yes,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Black,Buckle,"Heart Rate, Sp02, Sleep Monitor, Stress",,Smart Notification,Vibration,,7 Days,Yes,Magnetic Charger,Yes,Yes,Yes,Yes,10 m,,240 x 240 pixel,35.052 mm,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,1 Year Manufacturer Warranty,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fastrack Revoltt FS1 Pro|World's First,1.96"" Super AMOL...","₹1,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/t/n/-original-imagu7kz76b6zsmr.jpeg?q=70,https://www.flipkart.com/fastrack-revoltt-fs1-pro-world-s-first-1-96-super-amoled-highest-resolution-bt-calling-smartwatch/p/itm5260b543f6ba7?pid=SMWGTGAYBNSJHSHB&lid=LSTSMWGTGAYBNSJHSHBKHRINW&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_253&otracker=search&fm=organic&iid=ef443668-53ab-4315-92e4-744f23d9abaa.SMWGTGAYBNSJHSHB.SEARCH&ppt=None&ppn=None&ssid=kpncbcz59s0000001738369187711&qH=87968ec020b2016b,2025-02-01 01:19:50,"Watch Head, Watch Strap, Charging Cable, Quick Start Guide, Product Manual",38086PP13,"Revoltt FS1 Pro|World's First,1.96"" Super AMOLED|Highest Resolution|BT Calling",,Square,Beige,Silicone,Free Size,Yes,Yes,Fitness & Outdoor,Polycarbonate,Women,Android & iOS,Beige,Buckle,Heart Rate & SpO2,,"Call Notifications , Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifications, Other App Notification",Ring and Vibration,60 min,Upto 5 Days,Yes,Pogo Pin Charging Cable,Yes,Yes,Yes,,10 m,"Call Answer, Call Reject, Call Mute, Call Notifications",410 x 502 Pixels,1.96 inch,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,1 Year Limited warranty,Titan Customer Care At 1800-266-0123 or E-Mail Us At customercare@titan.co.in,Manufacturing Defects,Physical Damage,1 Year,1.5 m,,,Lithium Polymer,,"1.96"" Super AMOLED Display with 410 x 502 High Pixel Resolution, SingleSync BT Calling, 110+ Multisports, Sleep Monitor with REM Sleep, Auto Stress Monitor, 24*7 HRM, SpO2, Women's Health, Music & Camera Control, In-Built Alarm, Stopwatch & Timer, In-Built Games, Multiple Menu Styles, IP68 Water Resistance, 200+ Watchfaces, 7 Days Battery",,,,,,,,No,No,V5.2,Not Supported,NA,Super AMOLED,,,Camera Control,Yes,,No,"Auto Stress Monitor, 24*7 HRM, SpO2, Sleep Tracker, Women's Health, Activity Tracker, 110+ Multisports",No,No,English,1,"In-Built Alarm, Stopwatch, Timer",Music Control,NA,NA,NA,,NA,NA,Music Control,39.4 mm,46.6 mm,13 mm,,46 g,,,
JOKIN T800 Ultra smartwatch Bluetooth Call Fitness Brac...,₹649,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/0/n/1-99-android-ios-t800-ultra-biggest-display-smart-watch-with-bt-original-imagppngk3nfwv7n.jpeg?q=70,https://www.flipkart.com/jokin-t800-ultra-smartwatch-bluetooth-call-fitness-bracelet-magnetic-charging-g4/p/itm3f3dd6ee2c869?pid=SMWGQMWQCG3TGCJP&lid=LSTSMWGQMWQCG3TGCJPIWLBBH&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_257&otracker=search&fm=organic&iid=en_ZWJmGMsJs-YVUUuWY4K8cI1PyMaGh_ITe9IvmP_b1eaWKcDJk6ynRzZwaS6t0RwGFHcqTMO4bPfSHG_1E6W8tw%3D%3D&ppt=None&ppn=None&ssid=kpncbcz59s0000001738369187711&qH=87968ec020b2016b,2025-02-01 01:19:50,"1 Smartwatch, Strap, 1 Wireless Charger",T800 Ultra smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,T800 Ultra smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,Silver,Square,Orange,Silicone,Free Size,Yes,No,"Fitness & Outdoor, Health & Medical, Notifier, Watchphone",Metal,Men & Women,Android & iOS,Orange,,"Accelerometer, Gyroscope, Proximity Sensor",,yes,Vibrate,120 min,3 days,Yes,Wireless Charger,Yes,Yes,Yes,,10 m,BT Calling,1080 pixel,49 mm,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,yes,,Yes,,,,,,10 m,,,Lithium Ion,,,,,,,,,,,,4,,"Multi-functions: Step counting, distance measurement, calorie consumption management, sleep monitoring, time display, incoming call reminder, intelligent alarm clock, heart rate, blood pressure, blood oxygen, intelligent remote control camera, prevent the loss, information push (WeChat, QQ, SMS, Facebook, Twitter), event reminder.",HD,,,,Yes,"1.99 inch Large TFT screen with 320*386 pixels offers a very clear display with super bright colors., Bright Screen Time Setting: Support, Set in the App. Can set 5s, 10s, and 15s to automatically turn off the screen.",,,Yes,,Multi Language,3,,,,,,,,,,,,,,,,,
