title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Color,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Sensor,Compatible Device,Notification,Notification Type,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Stand By Time,Other Features,Call Function,Bluetooth,GPS,Messaging Support,Bluetooth Version,Email Support,Operating Range,Call Features,Display Resolution,Display Size,Display Type,Backlight Display,Scratch Resistant,Other Display Features,Calorie Count,Step Count,Heart Rate Monitor,Altimeter,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Chronograph,Language,Number of Buttons,Other Watch Functions,Speaker,Microphone,Gesture Control,Voice Control,Width,Height,Thickness,Weight,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Closure,Wi-Fi,Third Party App Support,Other Connectivity Features,Other Camera Features,Audio Features,Diameter,Maximum Operating Altitude,Talk time,Operating System,RAM,Internal Memory,Flash,Speaker Volume,International Warranty,Other Multimedia Features,Number of Cores,Supported Audio Format,Other Dimensions,Processor Name,Processor Speed,Compatible Operating System,Video Features,Supported Video Format,HD Recording,HD Playback,Primary Camera,Expandable Memory
"Noise Caliber 3 Plus Metal Edition 1.96"" AMOLED Display...","₹1,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/8/h/b/-original-imahy5ygemfxzu6q.jpeg?q=70,https://www.flipkart.com/noise-caliber-3-plus-metal-1-96-amoled-display-functional-crown-bt-calling-smartwatch/p/itmc9435a414559f?pid=SMWGSJMZZGUGXTPN&lid=LSTSMWGSJMZZGUGXTPNYLDWG7&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_237&otracker=search&fm=organic&iid=c5c77bec-9669-4457-9716-230f0bc80dde.SMWGSJMZZGUGXTPN.SEARCH&ppt=None&ppn=None&ssid=xdj5b4oksg0000001738686645998&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-clrftcaliber3plus-mtl-slvr_slvr,"Caliber 3 Plus Metal Edition 1.96"" AMOLED Display, Functional Crown, BT Calling",Silver,Rectangle,Silver,Stainless steel,Regular,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Silver,"Heart Rate, SpO2",,Yes,,,,Upto 7 Days,Yes,,,,Yes,Yes,,,,,10 m,,410 x 502 pixel,49.784 mm,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,,,,Yes,Yes,,Yes,,,,,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,"unauthorized tampering, modification or repairs ; physical damage ; water logging or any other damage due to heat, humidity or moisture doing operations",1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹3,999",3.4,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/e/p/-original-imah8mtwtmmxa47x.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itm9aab07df7f268?pid=SMWGMH4JA69PG4TF&lid=LSTSMWGMH4JA69PG4TF75UAZN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_241&otracker=search&fm=organic&iid=en_EyQuI_n-mKEyKACNzc0L8yOFv-1sdbr_6wbpdonYrPfS5lVjJII92TL4r5fXayFWi76FlxkUKqb0V3hBfSg-fvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=hx7u37l5yo0000001738686676170&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Multicolour,Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Jet Black,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,Lithium Ion,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,600 Hr,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",Yes,Yes,No,No,,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",240 x 280 Pixels,1.85 inch,TFT,Yes,No,High Brightness,Yes,Yes,Yes,No,100+ Workout Modes,Date and Time,No,No,Yes,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",1 Speaker,Yes,,Yes,37.28 mm,10.75 mm,44.17 mm,42 g,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fastrack Optimus Pro with 1.43"" AMOLED Display & AOD(46...","₹1,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/z/i/-original-imagywnznvgmug2q.jpeg?q=70,https://www.flipkart.com/fastrack-optimus-pro-1-43-amoled-display-aod-466x466-functional-crown-bt-calling-smartwatch/p/itmc48d1f6bfd0f8?pid=SMWGV3ZYJXSJYKYP&lid=LSTSMWGV3ZYJXSJYKYP3FEGEQ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_245&otracker=search&fm=organic&iid=e005fef9-c04f-450c-a93d-08869e57db60.SMWGV3ZYJXSJYKYP.SEARCH&ppt=None&ppn=None&ssid=hx7u37l5yo0000001738686676170&qH=87968ec020b2016b,2/5/2025 17:28,"Watch, Charging Cable, Quick Start Guide, Warranty Card",38087PP05,"Optimus Pro with 1.43"" AMOLED Display & AOD(466x466),Functional Crown,BT Calling",,Round,Beige,Silicone,Free Size,Yes,Yes,1.5 mm,Fitness & Outdoor,Polycarbonate,Women,Android & iOS,Beige,Heart Rate & SpO2,,"Call Notifications , Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifictaions, Other App Notification",Ring and Vibration,Lithium Polymer,150 min,Upto 5 Days,Yes,Pogo Pin Charging Cable,,"Fastrack Optimus Pro with 1.43"" AMOLED Display with AOD and 466 x 466 Bright Pixel Resolution Premium Smartwatch|Functional Crown|SingleSync BT Calling|Extensive 24x7 Health Suite with Auto Stress Monitor|24x7 HRM|Sleep Monitor with REM|SpO2 and Breathe Exercise|100+ Sports Modes|Calculator|AI Voice Assistant|In-Built Games|IP68",Yes,Yes,No,Yes,v5.2,,10 m,"Call Answer, Call Reject, Call Mute, Call Notifications, Quick Replies (Android)",466 x 466 Pixel,1.43 inch,AMOLED,Yes,No,,Yes,Yes,Yes,No,"Auto Stress Monitor, 24*7 HRM, SpO2, Sleep Tracker, Women's Health, Activity Tracker, 100+ Multisports with Auto Multisport Recognition",Yes,No,No,Yes,No,English,2,,Yes,Yes,No,,46.6 mm,46.6 mm,9.9 mm,41.8 g,1 Year Limited warranty,customer care at 1800-266-0123 or email us at customercare@no.in,Manufacturing Defects,Physical Damage,,Buckle,No,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fastrack Revoltt FS1 Pro|World's First,1.96"" Super AMOL...","₹1,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/q/i/r/-original-imagu7kzfk3kuc9j.jpeg?q=70,https://www.flipkart.com/fastrack-revoltt-fs1-pro-world-s-first-1-96-super-amoled-highest-resolution-bt-calling-smartwatch/p/itm6d1037589b785?pid=SMWGTGAY72FD6KND&lid=LSTSMWGTGAY72FD6KND6AOXJH&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_249&otracker=search&fm=organic&iid=e005fef9-c04f-450c-a93d-08869e57db60.SMWGTGAY72FD6KND.SEARCH&ppt=None&ppn=None&ssid=hx7u37l5yo0000001738686676170&qH=87968ec020b2016b,2/5/2025 17:28,"Watch Head, Watch Strap, Charging Cable, Quick Start Guide, Product Manual",38086PP12,"Revoltt FS1 Pro|World's First,1.96"" Super AMOLED|Highest Resolution|BT Calling",,Square,Red,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,Polycarbonate,Women,Android & iOS,Wine Red,Heart Rate & SpO2,,"Call Notifications , Call Anon",Ring and Vibration,Lithium Polymer,60 min,Upto 5 Days,Yes,Pogo Pin Charging Cable,,"1.96"" Super AMOLED Display with 410 x 502 High Pixel Resolution, SingleSync BT Calling, 110+ Multisports, Sleep Monitor with REM Sleep, Auto Stress Monitor, 24*7 HRM, SpO2, Women's Health, Music & Camera Control, In-Built Alarm, Stopwatch & Timer, In-Built Games, Multiple Menu Styles, IP68 Water Resistance, 200+ Watchfaces, 7 Days Battery",Yes,Yes,No,Yes,V5.2,,10 m,"Call Answer, Call Reject, Call Mute, Call Notifications",410 x 502 Pixels,1.96 inch,Super AMOLED,Yes,No,,Yes,Yes,Yes,No,"Auto Stress Monitor, 24*7 HRM, SpO2, Sleep Tracker, Women's Health, Activity Tracker, 110+ Multisports",Yes,No,No,Yes,No,English,1,"In-Built Alarm, Stopwatch, Timer",Yes,Yes,No,Yes,39.4 mm,46.6 mm,13 mm,46 g,1 Year Limited warranty,Customer Care At 1800-266-0123 or E-Mail Us At customercare@.co.in,Manufacturing Defects,Physical Damage,1 Year,Buckle,No,Not Supported,NA,Camera Control,Music Control,,,,,,,,,,Music Control,,NA,,,,,NA,NA,NA,NA,,
Apple Watch Series 9 GPS 41mm Silver Aluminium Case wit...,"₹41,900",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/8/m/-original-imagte6yj5eufcrp.jpeg?q=70,https://www.flipkart.com/apple-watch-series-9-gps-41mm-silver-aluminium-case-storm-blue-sport-band-s-m/p/itmec1d7875ef344?pid=SMWGTC2YXA4ZRZHR&lid=LSTSMWGTC2YXA4ZRZHR6RXFBX&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_253&otracker=search&fm=organic&iid=e005fef9-c04f-450c-a93d-08869e57db60.SMWGTC2YXA4ZRZHR.SEARCH&ppt=None&ppn=None&ssid=hx7u37l5yo0000001738686676170&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Strap, Magnetic Fast Charging USB-C Cable, User Manual",MR903HN/A,Watch Series 9 GPS 41mm Silver Aluminium Case with Storm Blue Sport Band - S/M,,Rectangle,Silver,Fluoroelastomer,Free Size,Yes,Yes,50 m,Fitness & Outdoor,,Men & Women,iOS,Silver,"Sleep Tracker, Heart Rate Monitor, SPO2, Accelorometer, Gyroscope",Xs or Later with iOS 17 or later,Yes,,Lithium Ion,,Upto 18 hours (Based on Usage),Yes,,,"Double tap gesture, Faster on-device Siri, Precision Finding for",Yes,Yes,Yes,,v5.3,,,,352 x 430 Pixel,41 mm,Retina Display,,,"Always-On Retina LTPO OLED Display, up to 2000 nits",Yes,Yes,Yes,,"Blood Oxygen, ECG, Hi",Yes,Yes,Yes,Yes,,English,2,,Yes,Yes,,,35 mm,,,49.2 g,1 Year Manufacturer Warranty,bangalore_admin@.com 918040455150,Manufacturing Defects,Physical Damage,1 Year,,Yes,,Wi-Fi 4 (802.11n),,,,,,watchOS 10,,64 GB,,,,,,,,S9 SiP with 64-bit Dual-core Processor,,iOS,,,,,,
Noise ColorFit Pro 6 Max Smartwatch,"₹7,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/v/o/-original-imah8zyfmbbj6xsv.jpeg?q=70,https://www.flipkart.com/noise-colorfit-pro-6-max-smartwatch/p/itm382383384587c?pid=SMWH6DTQWCN5AMW8&lid=LSTSMWH6DTQWCN5AMW8VBW60R&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_257&otracker=search&fm=organic&iid=en_EyQuI_n-mKEyKACNzc0L8yOFv-1sdbr_6wbpdonYrPfKDc_jz51Qn-bYWa8AuCCxSRLDeDTyy6k30lSwWk-8cw%3D%3D&ppt=None&ppn=None&ssid=hx7u37l5yo0000001738686676170&qH=87968ec020b2016b,2/5/2025 17:28,1 smartwatch with 1 charger cable,wrb-sw-cfpro6max-std-titnum_blu,ColorFit Pro 6 Max,Titanium,Rectangle,Blue,Silicone,Regular,Yes,Yes,50 m,Fitness & Outdoor,Metal,Men & Women,Android & iOS,Blue Titanium,"Heart Rate, SpO2",,Yes,,,,Upto 7 days,Yes,,,,Yes,Yes,Yes,,,,10 m,,410 x 502 pixel,1.96 inch,AMOLED,,,,Yes,Yes,Yes,,,Yes,,,Yes,,,1,,Yes,Yes,Yes,Yes,,,,,1 Year Manufacturer Warranty,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,"unauthorized tampering, modification or repairs ; physical damage ; water logging or any other damage due to heat, humidity or moisture doing operations",1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noise Colorfit Icon 2 1.8'' Display with Bluetooth Call...,"₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/v/r/-original-imah76jcgq3y3srt.jpeg?q=70,https://www.flipkart.com/noise-colorfit-icon-2-1-8-display-bluetooth-calling-ai-voice-assistant-smartwatch/p/itm4972b80df3e9f?pid=SMWGEH7V3NRGVPQ9&lid=LSTSMWGEH7V3NRGVPQ9NF6ZOC&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_261&otracker=search&fm=organic&iid=en_EyQuI_n-mKEyKACNzc0L8yOFv-1sdbr_6wbpdonYrPfc-AeCyz_bwA_DDBfGnO_iqQUJCuX80T9KtyPe9h_Z3vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=hx7u37l5yo0000001738686676170&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon2-std-gld_blk,"Colorfit Icon 2 1.8'' Display with Bluetooth Calling, AI Voice Assistant",Gold,Rectangle,Black,Silicone,Regular,Yes,Yes,,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Glossy Black,"Heart Rate, SpO2","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",Vibration,,,Upto 7 days,Yes,Magnetic Charger,,,Yes,Yes,,Yes,,Yes,10 m,"Reject Calls, Take Calls, Speed Dial",240 x 286 pixel,1.8 inch,,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,,Yes,Yes,"Change Music, Answer Calls",Yes,,,,,1 Year Manufacturer Warranty,Contact - productfeedback@nexxbase.com | support.gonoise.com | +91 8882132132,Manufacturing Defects,Physical Damage,1 Year,Buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fire-Boltt Clickk 54.1mm (2.12 inch) AMOLED Display, Fr...","₹5,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/i/l/-original-imah4sskgx7pbbat.jpeg?q=70,https://www.flipkart.com/fire-boltt-clickk-54-1mm-2-12-inch-amoled-display-front-camera-nano-sim-slot-1000mah-smartwatch/p/itm489b9c9d1140c?pid=SMWH4HPV8HVBGMKG&lid=LSTSMWH4HPV8HVBGMKGZ957SB&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_265&otracker=search&fm=organic&iid=e005fef9-c04f-450c-a93d-08869e57db60.SMWH4HPV8HVBGMKG.SEARCH&ppt=None&ppn=None&ssid=hx7u37l5yo0000001738686676170&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW221 (4G),"Clickk 54.1mm (2.12 inch) AMOLED Display, Front Camera, Nano SIM Slot, 1000mAh",,Square,Maroon,Silicone,Free Size,Yes,Yes,1 m,"Fitness & Outdoor, Health & Medical",Zinc Alloy,Men & Women,Android & iOS,Wineberry Blend,"Support HX3605, With High Precision Support Dynamic Heart, True Blood Oxygen, HRV, Support/With 3-Axis Acceleration Sensor",,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Vibrate,Lithium Ion,3 Hr,1 Day,Yes,USB Cable,36 Hr,,Yes,Yes,Yes,Yes,v4.2,Yes,10 m,,410 x 502 Pixels,2.12 inch,HD,No,Yes,"2.13"" AMOLED Square Display with 410x502 px High Resolution",,,Yes,,,,Yes,Yes,Yes,No,,2,,Yes,Yes,,Yes,59.5 mm,15.4 mm,15.4 mm,56.1 g,Covers Manufacturing Defects,Customer Support,Manufacturing Defects,Physical & Water Damage,1 Year,Buckle,Yes,,Android 4.4 or iOS 8.0 Supporting Bluetooth 5.0 Mobile Phones with System Version and Above,,,54.102 mm,,4 Hr,,4 GB,64 GB,,,,,,,,Quad Core Processor,,,,,,,2 MP,
"Noise Crew Go with 1.39"" Display, BT Calling with Metal...","₹1,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/a/a/-original-imah76ca86nsyxch.jpeg?q=70,https://www.flipkart.com/noise-crew-go-1-39-display-bt-calling-metal-strap-7-days-battery-life-smartwatch/p/itm0c5c7345d80e1?pid=SMWGZW3DVEEVVTGH&lid=LSTSMWGZW3DVEEVVTGHNCI6S8&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_269&otracker=search&fm=organic&iid=e005fef9-c04f-450c-a93d-08869e57db60.SMWGZW3DVEEVVTGH.SEARCH&ppt=None&ppn=None&ssid=hx7u37l5yo0000001738686676170&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-crewgo-meshmtl-slvr_slvr,"Crew Go with 1.39"" Display, BT Calling with Metal Strap and 7 Days Battery Life",Silver,Round,Silver,Stainless steel,Regular,Yes,Yes,1 m,Fitness & Outdoor,Metal,Men & Women,Android & iOS,Silver Link,"Heart Rate, Accelerometer",,Yes,,,,Up to 7 Days,Yes,,,,Yes,Yes,,,v5.3,,10 m,,240 x 240 pixel,35.306 mm,TFT,,,,Yes,Yes,Yes,,,Yes,,,Yes,,,,,Yes,Yes,,,,,,,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,"unauthorized tampering, modification or repairs ; physical damage ; water logging or any other damage due to heat, humidity or moisture doing operations",1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Storm call 3 w/TBT Navigation,Watch Face Studio,1....","₹1,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/v/f/-original-imahy7fhpfcbrb6x.jpeg?q=70,https://www.flipkart.com/boat-storm-call-3-w-tbt-navigation-watch-face-studio-1-83-4-6-cm-hd-display-qr-tray-smartwatch/p/itm4b8d9f8db6cd2?pid=SMWGXWZDHFZSBHMF&lid=LSTSMWGXWZDHFZSBHMF6OVKJ8&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_273&otracker=search&fm=organic&iid=e005fef9-c04f-450c-a93d-08869e57db60.SMWGXWZDHFZSBHMF.SEARCH&ppt=None&ppn=None&ssid=hx7u37l5yo0000001738686676170&qH=87968ec020b2016b,2/5/2025 17:28,"Storm Call 3, ?User Manual, Warranty Card, USB Magnetic Charging Cable",Storm call 3,"Storm call 3 w/TBT Navigation,Watch Face Studio,1.83''(4.6 cm)HD Display,QR Tray",,Rectangle,Green,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Olive Green,"HR, SpO2 & G-sensor",,"Text, Call and Social media",,,,Upto 7 days,Yes,,,,Yes,Yes,,,,,,,240 x 284 Pixel,46.48 mm,,,,,Yes,Yes,Yes,,100+ Sports Modes,,,Yes,Yes,,,,,,,,,,,,,1 year warranty from the date of purchase,,Manufacturing Defects,Physical Damages,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift BT Calling 1.69"" HD Display, 140+ Watchface...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/v/o/-original-imagysbhces2vkrk.jpeg?q=70,https://www.flipkart.com/boult-drift-bt-calling-1-69-hd-display-140-watchfaces-complete-health-monitoring-smartwatch/p/itmc86093ba5f54b?pid=SMWGMH4RUBYE7SHF&lid=LSTSMWGMH4RUBYE7SHFJEOYVO&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_277&otracker=search&fm=organic&iid=en_EyQuI_n-mKEyKACNzc0L8yOFv-1sdbr_6wbpdonYrPcpzaNtKfV6CQ17on0SjFLox1RLf4ylGTsRcko6bynGsWaRs4JL222ZRV-dN99QnxU%3D&ppt=None&ppn=None&ssid=hx7u37l5yo0000001738686676170&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift,"Drift BT Calling 1.69"" HD Display, 140+ Watchfaces, Complete Health Monitoring",,Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,ABS,Men & Women,Android & iOS,Sand Black,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails",Vibrate,Lithium Polymer,60 min,Upto 7 Days,Yes,Magnetic Charging Cable,288 Hr,"Fun Mini Games, Remote Camera, Custom Watch Face Option, 150+ watch faces, 500 nits high brightness display, Multiple Sports Modes",Yes,Yes,No,No,v5.0,,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial",240 x 280 Pixels,1.69 Inch,TFT,Yes,No,High Brightness,Yes,Yes,Yes,No,60 Workout Modes,Date and Time,No,No,Yes,No,English,1,"Female Cycle Tracker, Multiple Workout Modes, Sleep Tracking, Weather Details, Find Phone",1 Speaker,Yes,,Yes,35.78 mm,44.17 mm,11.6 mm,45 g,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹1,599",4.1,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
