title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,Other Power Features,HDMI,VGA,Display Port,USB,Audio Out,Audio In,Other Connectivity Features,Operating Temperature,Non Operating Temperature,Storage Temperature,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,DVI,Audio Jacks,Maximum 3D Refresh Rate,Touch Response Time,Operating Humidity Range,OSD Languages Supported,3D,Part Number
Enter 48.26 cm (19 inch) HD LED Backlit TN Panel Gaming Monitor (E-MO-A01),"₹2,650",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/k34rki80/monitor/t/f/c/e-m18he-e-m18he-enter-original-imafmcydzkmwsh6h.jpeg?q=70,https://www.flipkart.com/enter-48-26-cm-19-inch-hd-led-backlit-tn-panel-gaming-monitor-e-mo-a01/p/itm34e2f32a3a3f2?pid=MONGFFMVPCJJGKSK&lid=LSTMONGFFMVPCJJGKSKKNROKK&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_111&otracker=search&otracker1=search&fm=organic&iid=a3db29b2-2395-43f6-b4dd-5fc3fc34e466.MONGFFMVPCJJGKSK.SEARCH&ppt=None&ppn=None&ssid=ovctd1cads0000001739030190119&qH=08b5411f848a2581,2025-02-08 16:56:35,E-MO-A01,,Black,48.26 cm (19 inch) LED Display,LED Backlit Backlight,TN Panel,1440*900 pixels,HD,,"1 LED MONITOR, 1 POWER CABLE, 1 HDMI CABLE, 1 LED STAND, USER MANUAL",Flat,1440*900,,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,,130° (2D),110° (2D),5 ms,250 nits (2D),0.2835 mm,,,,No,,,,,,,,,,,"AC 180-255V 1.0A, 50/60Hz",,,"Yes, 1",Yes,,,,,,0 - 50° C,,-20 - 60° C,,,,,,,,,,,Yes,,,,,,,,,,,,"1 Year, by Brand",manufacturing defcet,physical damage & burnt,1 Year,,,,,20 - 60 %,,,
"LG 68.58 cm (27 inch) Quad HD LED Backlit IPS Panel with HDR10, sRGB 99%, Color Calibrated, Reader Mod...","₹19,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/5/0/q/-original-imagpyayy3mezspz.jpeg?q=70,https://www.flipkart.com/lg-68-58-cm-27-inch-quad-hd-led-backlit-ips-panel-hdr10-srgb-99-color-calibrated-reader-mode-flicker-safe-tilt-adjustable-3-side-virtually-borderless-design-monitor-27qn600/p/itme4da2270f688a?pid=MONGYJU83FBEXXTQ&lid=LSTMONGYJU83FBEXXTQ797OMM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_112&otracker=search&otracker1=search&fm=organic&iid=a3db29b2-2395-43f6-b4dd-5fc3fc34e466.MONGYJU83FBEXXTQ.SEARCH&ppt=None&ppn=None&ssid=ovctd1cads0000001739030190119&qH=08b5411f848a2581,2025-02-08 16:56:35,27QN600,,Black,68.58 cm (27 inch) LED Display,LED Backlit Backlight,IPS Panel,2560 x 1440 pixels,Quad HD,No,"1 Monitor, Stand, Power Cable, Connectivity Cable",Flat,,"Anti-glare, 3H",,"75 Hz (Analog), 75 Hz (Digital)",16:09,,,,5 ms,350 nits (2D),0.233 mm,"sRGB, 99%",30 - 85 kHz (Digital),,,,,,No,Yes,No,No,,,,"AC 100 - 240 V, 50 - 60 Hz",,,"Yes, 2 x HDMI 2.0 Port",No,Yes,,,,,,,,,"Base Detachable, Tilt",5 - 20 Degree,,100 x 100 mm,VESA,Anti Theft Stand Lock Slot,Table Mount,,,,Yes,,,613.5 mm,484.2 mm,208.8 mm,5.7 kg,613.5 mm,363.5 mm,45.4 mm,4.7 kg,3 Years Warranty Provided by the Manufacturer from Date of Purchase,Manufacturing Defects,Physical Damages,3 Year,,,,,,,No,
LG ULTRAWIDE SERIES 73.66 cm (29 inch) WFHD LED Backlit IPS Panel Gaming Monitor (29WQ600),"₹17,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/y/p/29wq600-wfhd-29-2022-29wq600-w-lg-original-imah36yhvnwmpp5u.jpeg?q=70,https://www.flipkart.com/lg-ultrawide-series-73-66-cm-29-inch-wfhd-led-backlit-ips-panel-gaming-monitor-29wq600/p/itm557ed87c1724d?pid=MONGZZFXVHKFC6BD&lid=LSTMONGZZFXVHKFC6BDW3ZJKD&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_113&otracker=search&otracker1=search&fm=organic&iid=a3db29b2-2395-43f6-b4dd-5fc3fc34e466.MONGZZFXVHKFC6BD.SEARCH&ppt=None&ppn=None&ssid=ovctd1cads0000001739030190119&qH=08b5411f848a2581,2025-02-08 16:56:35,29WQ600,ULTRAWIDE SERIES,White,73.66 cm (29 inch) LED Display,LED Backlit Backlight,IPS Panel,2560 X 1080 pixels,WFHD,,"monitor, stand, cables",Flat,2560 X 1080,Anti-Glare 3H,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",21:9,"1000:1, 1000:1 (Dynamic)",178° (2D),175° (2D),1 ms,250 nits (2D),0.2626 mm,99,,,No,,,,"Yes, with 7 W Power Output Per Speaker",Yes,No,Yes,,,7,100~240 V (50/60 Hz),"28 W (Operational), 0.3 W (Standby)",,"Yes, 1",No,Yes,0,,,,,,,,,TILT,,100 X 100 mm,,,,No,,Yes,,,,688.34 mm,406.4 mm,223.5 mm,4.5 kg,688.34 mm,312.4 mm,45.7 mm,4 kg,3 YEARS LG INDIA WARRANTY,MANUFACTURING DEFECTS,PHYSICAL DAMAGE & BURNT,3 Year,No,,,,,,,
LG M39 49.53 cm (19.5 inch) HD LED Backlit TN Panel Monitor (20M39H),"₹6,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/v/s/-original-imagpu2tgzbsavta.jpeg?q=70,https://www.flipkart.com/lg-m39-49-53-cm-19-5-inch-hd-led-backlit-tn-panel-monitor-20m39h/p/itmeuchf5jfmqw8x?pid=MONFRQBUTKNVBKWZ&lid=LSTMONFRQBUTKNVBKWZPTIP3B&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_114&otracker=search&otracker1=search&fm=organic&iid=a3db29b2-2395-43f6-b4dd-5fc3fc34e466.MONFRQBUTKNVBKWZ.SEARCH&ppt=None&ppn=None&ssid=ovctd1cads0000001739030190119&qH=08b5411f848a2581,2025-02-08 16:56:35,20M39H,M39,Black,49.53 cm (19.5 inch) LED Display,LED Backlit Backlight,TN Panel,1366 x 768 pixels,HD,,"1 Monitor, Stand, Power Cable, Connectivity Cable",Flat,,"Anti-glare, 3H",16.7 M Colors,"60 Hz (Analog), 60 Hz (Digital)",16.9,600:1,90° (2D),65° (2D),5 ms,200 nits (2D),,NTSC 72% (CIE1976),,"Flicker Safe, Reader Mode, Smart Energy Saving",No,,,,,Yes,,,,,,"AC 100 - 240 V, 50/60 Hz","16 W (Operational), 0.3 W (Standby)",,"Yes, 1",Yes,No,,,,,,,,,"Base Detachable, Tilt",Tilt - 5 to 20 Degree,,75 x 75 mm,VESA,,,,,Yes,,,,463 mm,358.8 mm,167.8 mm,2.2 kg,,286.5 mm,57.4 mm,2 kg,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,No,,,,,,No,
PHILIPS 60.45 cm (23.8 inch) Full HD Monitor (241V8/94),"₹6,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kr9jafk0/monitor/p/4/v/241v8-94-23-8-241v8-94-philips-original-imag53b7t97ehhna.jpeg?q=70,https://www.flipkart.com/philips-60-45-cm-23-8-inch-full-hd-monitor-241v8-94/p/itm1eef521f90037?pid=MONG4ZYVGPJXMGKW&lid=LSTMONG4ZYVGPJXMGKWIEDZVJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_115&otracker=search&otracker1=search&fm=organic&iid=a3db29b2-2395-43f6-b4dd-5fc3fc34e466.MONG4ZYVGPJXMGKW.SEARCH&ppt=None&ppn=None&ssid=ovctd1cads0000001739030190119&qH=08b5411f848a2581,2025-02-08 16:56:35,241V8/94,,Black,60.45 cm (23.8 inch) LED Display,,,,Full HD,,"1 Monitor, Power Cable, HDMI Cable, VGA Cable, User Guide, Manuals",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,4 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years on Site Warranty,Manufacturing Defects,Onsite,,,,,,,,,
"ASUS ProArt 68.58 cm (27 inch) WQHD LED Backlit IPS Panel with 2560 X 1440 Pixels, 100% sRGB/Rec. 709,...","₹27,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kl9rssw0/monitor/y/c/2/proart-display-pa278qv-27-pa278qv-asus-original-imagyfpfyzwgdygs.jpeg?q=70,https://www.flipkart.com/asus-proart-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-2560-x-1440-pixels-100-srgb-rec-709-delta-e-monitor-pa278qv/p/itm8b28436a5790b?pid=MONGY5NEBHM4Y7YH&lid=LSTMONGY5NEBHM4Y7YHZOF08B&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_116&otracker=search&otracker1=search&fm=organic&iid=a3db29b2-2395-43f6-b4dd-5fc3fc34e466.MONGY5NEBHM4Y7YH.SEARCH&ppt=None&ppn=None&ssid=ovctd1cads0000001739030190119&qH=08b5411f848a2581,2025-02-08 16:56:35,PA278QV,ProArt,Black,68.58 cm (27 inch) LED Display,LED Backlit Backlight,IPS Panel,2560 x 1440 pixels,WQHD,,"1 Monitor, Power Cord, Mini Display Port to Display Port Cable, HDMI Cable, USB Cable, Calibration Report, Quick Start Guide, Warranty Card, Welcome Card",Flat,1440p,Anti-glare,16.7 M Colors,"75 Hz (Analog), 75 Hz (Digital)",16:09,1000:1,178° (3D),,5 ms,350 Nits (2D),0.233 mm,100% sRGB,,,No,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",Yes,,Yes,2,,2,"AC 100 - 240 V, 50 - 60 Hz","18.6 W (Operational), 0.5 W (Standby)",,"Yes, 1 x HDMI 1.4 Port",,Yes,4 x USB 3.0 Port,Yes,Yes,,,,,,,35 to -5 Degrees,90 to -90 Degrees,100 x 100 mm,VESA,,,No,,Yes,,,"High Color Fidelity, Asus ProArt Palette, Display Port: 1.2, Mini Display Port",615 mm,382 mm,226 mm,7.72 kg,,,,,3 Years Domestic Warranty,Manufacturing Defects,Physical Damage,3 Year,Yes,"Audio In, Audio Out",,,,,No,
Enter 39.12 cm (15.4 inch) Full HD Monitor (E-MO-A05),"₹2,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kxz0pe80/monitor/u/a/q/e-mo-a05-full-hd-15-4-e-mo-a05-enter-original-imagabhpfg2xbaas.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-full-hd-monitor-e-mo-a05/p/itm7736a27110910?pid=MONGABHPVEJE6ATM&lid=LSTMONGABHPVEJE6ATM889RQS&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_117&otracker=search&otracker1=search&fm=organic&iid=a3db29b2-2395-43f6-b4dd-5fc3fc34e466.MONGABHPVEJE6ATM.SEARCH&ppt=None&ppn=None&ssid=ovctd1cads0000001739030190119&qH=08b5411f848a2581,2025-02-08 16:56:35,E-MO-A05,,Black,39.12 cm (15.4 inch) LED Display,,,,Full HD,,"1 HDMI CABLE, 1 LED Stand, 1 Power Cable, 1 LED",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,3 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 year brand warranty,warranty is not covered on damaged and burned cases,,1 Year,,,,,,,,
"HP 50.8 cm (20 inch) HD+ LED Backlit TN Panel with On-screen controls, Anti-glare, 200 nits brightness...","₹6,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/g/0/z/v20-hd-20-2024-1h849a6-hp-original-imahfhqg7nbujgdn.jpeg?q=70,https://www.flipkart.com/hp-50-8-cm-20-inch-hd-led-backlit-tn-panel-on-screen-controls-anti-glare-200-nits-brightness-low-blue-light-mode-monitor-v20/p/itm43e4ee0265d54?pid=MONHFEH2HDTUXG2K&lid=LSTMONHFEH2HDTUXG2KNFX0EH&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_118&otracker=search&otracker1=search&fm=organic&iid=a3db29b2-2395-43f6-b4dd-5fc3fc34e466.MONHFEH2HDTUXG2K.SEARCH&ppt=None&ppn=None&ssid=ovctd1cads0000001739030190119&qH=08b5411f848a2581,2025-02-08 16:56:35,V20,,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,TN Panel,HD+ (1600 x 900) pixels,HD+,,"Monitor, HDMI Cable, Warranty Card, AC Power Cord",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,5 ms,200 nits (2D),,,,,,,,,,,,,,,,,,,"Yes, 1",Yes,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,HP 3 Year Limited Warranty,Manufacturing Defect,Physical Damage,,,Audio Out,,,,,,
Enter 38.35 cm (15.1 inch) HD Monitor (led monitor),"₹2,120",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l1grgcw0/monitor/8/0/y/led-monitor-hd-15-1-15-1-inch-with-hdmi-vga-enter-original-imagdfyg3s6sezeh.jpeg?q=70,https://www.flipkart.com/enter-38-35-cm-15-1-inch-hd-monitor-led-monitor/p/itm542a82ef59488?pid=MONGDFYJUSJ95YGB&lid=LSTMONGDFYJUSJ95YGBCKCYB6&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_119&otracker=search&otracker1=search&fm=organic&iid=a3db29b2-2395-43f6-b4dd-5fc3fc34e466.MONGDFYJUSJ95YGB.SEARCH&ppt=None&ppn=None&ssid=ovctd1cads0000001739030190119&qH=08b5411f848a2581,2025-02-08 16:56:35,led monitor,,Black,38.35 cm (15.1 inch) LED Display,,,1024x768 pixels,HD,,"1 LED MONITOR,1 POWER CABLE,1 HDMI CABLE,LED STAND,USER MANUAL.",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,90° (2D),65° (2D),3 ms,,0.297 mm,,,"Input- VGA & HDMI, Plug and Play(NO driver required)",No,,,,"No, 0 Speaker",No,No,No,0,,,"AC 180-255V 1.0, 50/60Hz",12 W (Operational),,"Yes, 1",Yes,No,0,No,No,,0 - 50° C,,-20 - 60° C,,,,,,,,,No,,Yes,,,,,,,,,,,,1 YEAR BY BRAND,MANUFACTURING DEFECTS ONLY,Physical damage & burnt,1 Year,No,,,,20 - 60 %,,,
LG MK430 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel Monitor (24MK430H),"₹9,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kb2jmvk0/monitor/f/8/2/24mk430h-24mk430h-lg-original-imafsg4tajyeuhfn.jpeg?q=70,https://www.flipkart.com/lg-mk430-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-monitor-24mk430h/p/itm3cbff2de3e664?pid=MONFRQBUJCBVGF82&lid=LSTMONFRQBUJCBVGF82PDYFWW&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_120&otracker=search&otracker1=search&fm=organic&iid=a3db29b2-2395-43f6-b4dd-5fc3fc34e466.MONFRQBUJCBVGF82.SEARCH&ppt=None&ppn=None&ssid=ovctd1cads0000001739030190119&qH=08b5411f848a2581,2025-02-08 16:56:35,24MK430H,MK430,Black,60.45 cm (23.8 inch) LCD Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,Full HD,,"1 Monitor, Stand, Power Cable, Connectivity Cable",Flat,,"Anti-glare, 3H",16.7 M Colors,"75 Hz (Analog), 75 Hz (Digital)",16.9,1000:1,178° (2D),,5 ms,250 nits (2D),,NTSC 72% (CIE1931),,"Flicker Safe, Reader Mode, Smart Energy Saving, Super Resolution Plus, Dynamic Action Sync, Black Stabilizer",No,,,,No,Yes,,No,,,,"AC 100 - 240 V, 50/60 Hz","26 W (Operational), 0.3 W (Standby)",,"Yes, 1",Yes,No,,Yes,,,,,,,"Base Detachable, Tilt",Tilt - 5 to 20 Degree,,75 x 75 mm,VESA,,,,,Yes,,,,555 mm,421 mm,181.9 mm,3.1 kg,,330.9 mm,38.4 mm,2.8 kg,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,No,Audio Out,,,,,No,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:56:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:56:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.6,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/monitor/2/f/t/27gq50f-b-atrq-full-hd-27-8806091661210-lg-electronics-original-imaghbd8jyg4ey9a.jpeg?q=90,URL not available,2025-02-08 16:56:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:56:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:57:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),"₹2,469",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/y/p/mon-0065-hd-17-2023-mon-0065-frontech-original-imah8nybhchfkhmy.jpeg?q=70,https://www.flipkart.com/frontech-43-18-cm-17-inch-hd-led-backlit-va-panel-monitor-mon-0065/p/itmbc6d42fed6553?pid=MONGS24EAHXVJZMQ&lid=LSTMONGS24EAHXVJZMQACRRSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_121&otracker=search&otracker1=search&fm=organic&iid=en_5nYaPemXv4DRFPASYGEO-NJ5jmPPODB09OcdhPMS_lpJB34gpR8zZdebJO5gpCt9CqRom06340VzckKR3kW-3w%3D%3D&ppt=None&ppn=None&ssid=qktav21i8g0000001739030267149&qH=08b5411f848a2581,2025-02-08 16:57:47,MON-0065,-,Black,43.18 cm (17 inch) LED Display,LED Backlit Backlight,VA Panel,1280x1024 pixels,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",5:4,"1000000:1, 1000000:1 (Dynamic)",130° (2D),90° (2D),5 ms,250 nits (2D),0.264 mm,sRGB,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",-,-,-,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180 - 255V,18 W (Operational),-,"Yes, 1 x 1.4 Port","Yes, 15 Pin",Yes,0 x 0 Port,No,No,-,-,-,-,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,-,No,"Auto, Menu, Up, Down, Power",Yes,No,"Windows 10, Windows 8, Windows 7",-,370 mm,375 mm,370 mm,2.8 kg,200 mm,370 mm,370 mm,2.7 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,,,,,
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...","₹9,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/n/r/g/-original-imagyr8vrpzzgrac.jpeg?q=70,https://www.flipkart.com/dell-s-series-60-45-cm-23-8-inch-full-hd-ips-panel-3-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-ultra-thin-bezel-monitor-s2421hnm-s2421hn/p/itm60f8947b5f259?pid=MONGYDFQTN8ZTEHG&lid=LSTMONGYDFQTN8ZTEHGUGWX0A&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_122&otracker=search&otracker1=search&fm=organic&iid=en_5nYaPemXv4DRFPASYGEO-NJ5jmPPODB09OcdhPMS_lp943hm-utbKxY85_6rgi2X5Jhvu4aKkdI0LkNu8K9IvPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=qktav21i8g0000001739030267149&qH=08b5411f848a2581,2025-02-08 16:57:47,S2421HNM / S2421HN,S Series,Grey,60.45 cm (23.8 inch) LED Display,,IPS Panel,1920 x 1080 pixels,Full HD,,"1 Monitor, HDMI Cable",Flat,1080p,Anti Glare,,"75 Hz (Analog), 75 Hz (Digital)",16:09,,178° (2D),178° (2D),4 ms,,0.3114 mm,,,,No,,,,No,Yes,,No,,,,,,,"Yes, 2 x HDMI 1.4 Port",,,,,,Audio Line-out,,,,,,,,,,Yes,,No,,No,No,,"LED Edgelight System, 72% NTSC (CIE 1931) Colour Gamut, BFR/PVC-free, Mercury Free, Arsenic-free Glass, Dell Easy Arrange, Dell Comfort View, Low Blue Light Technology, 3-sided Bezel Less",,,,5 kg,,,,6 kg,3 Years Warranty,Manufacturing Defects,Physical Damage,3 Year,,,,,,,,
"Acer HC5 Series 68.58 cm (27 inch) Curved Full HD LED Backlit VA Panel with HDR10 Support, 1500R Curva...","₹12,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/m/z/5/-original-imah698hnsbvsrgh.jpeg?q=70,https://www.flipkart.com/acer-hc5-series-68-58-cm-27-inch-curved-full-hd-led-backlit-va-panel-hdr10-support-1500r-curvature-bluelightshield-flicker-free-2x2w-inbuilt-speakers-gaming-monitor-27hc5r-x2/p/itm18bb7cbcaac92?pid=MONH47NQFXC7MZKH&lid=LSTMONH47NQFXC7MZKHDPKME0&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_123&otracker=search&otracker1=search&fm=organic&iid=329e1b4e-41a4-42eb-909e-26f477520ae9.MONH47NQFXC7MZKH.SEARCH&ppt=None&ppn=None&ssid=qktav21i8g0000001739030267149&qH=08b5411f848a2581,2025-02-08 16:57:47,27HC5R X2,HC5 Series,Black,68.58 cm (27 inch) LED Display,LED Backlit Backlight,VA Panel,1920 x 1080 pixels,Full HD,,"1 Monitor, Stand, Power Cord, HDMI Cable, User Manual, Warranty Card",Curved,1080p,,16.7 m Colors,"240 Hz (Analog), 240 Hz (Digital)",16:09,,,,1 ms,250 nits (2D),,72%,,,,,,,,,,,,,,,,,"Yes, 2",No,Yes,,Yes,,,,,,,,,,,VESA,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,Audio Out,,,,,,
Enter 39.12 cm (15.4 inch) HD LED Backlit Monitor (E-M0-AO8),"₹2,400",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kw3v0cw0/monitor/h/c/g/e-m0-ao8-hd-15-4-e-m0-ao8-enter-original-imag8upgw84ypbwc.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-hd-led-backlit-monitor-e-m0-ao8/p/itma8dc42c1071fd?pid=MONG8UPGUZMWZREH&lid=LSTMONG8UPGUZMWZREH4UJMSV&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_124&otracker=search&otracker1=search&fm=organic&iid=329e1b4e-41a4-42eb-909e-26f477520ae9.MONG8UPGUZMWZREH.SEARCH&ppt=None&ppn=None&ssid=qktav21i8g0000001739030267149&qH=08b5411f848a2581,2025-02-08 16:57:47,E-M0-AO8,,Black,39.12 cm (15.4 inch) LED Display,LED Backlit Backlight,,,HD,,"1 POWER CABLE, 1 VGA CABLE, 1 LED STAND, USER MANUAL",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,5 ms,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 YEAR,Manufacturing defect,Physical damage,1 Year,,,,-1 ms,,,,
