title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,3D,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Maximum 3D Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,HDMI,DVI,VGA,Display Port,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,OSD Languages Supported,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Other Connectivity Features,Audio Jacks,Other Power Features,Part Number
ViewSonic 60.96 cm (24 inch) Full HD IPS Panel Monitor (VA2432-H-W),"₹6,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/c/b/p/-original-imah45nyw54fnvgt.jpeg?q=70,https://www.flipkart.com/viewsonic-60-96-cm-24-inch-full-hd-ips-panel-monitor-va2432-h-w/p/itm35ec0f0f9f048?pid=MONGTTHZWCJSMF8Y&lid=LSTMONGTTHZWCJSMF8YSYJBX9&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_130&otracker=search&otracker1=search&fm=organic&iid=b408a3aa-e3f3-4139-a090-fd7381549159.MONGTTHZWCJSMF8Y.SEARCH&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,VA2432-H-W,,Black,60.96 cm (24 inch) LED Display,,IPS Panel,,,Full HD,,"VA2432-H-W x1, HDMI Cable (v1.4; Male-Male) x1, AC/DC Adapter x1, Quick Start Guide x1, Power plug x1 or 2 (by country)",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,1 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
"ZEBRONICS Pure Pixel 60.96 cm (24 inch) Full HD VA Panel with 250 nits brightness, HDMI, VGA, Ultra Sl...","₹6,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/i/6/zeb-ea124-full-hd-24-2024-zeb-ea124-100hz-online-zebronics-original-imahf7v6fvf4w9tr.jpeg?q=70,https://www.flipkart.com/zebronics-pure-pixel-60-96-cm-24-inch-full-hd-va-panel-250-nits-brightness-hdmi-vga-ultra-slim-bezel-built-in-speakers-metal-stand-wall-mountable-monitor-zeb-ea124/p/itmf7d05ad8c20a5?pid=MONHYCUGHEWFHT66&lid=LSTMONHYCUGHEWFHT66HZHNQG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_131&otracker=search&otracker1=search&fm=organic&iid=en_76woagZDE38uOSmHmHjt_cOK8fPRSUMs2QCn_ZtJ2MKMjc2jwI-DjPlc6VQfKwkFzxwaTxGr9M8lP3P4GfIMvvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,ZEB-EA124,Pure Pixel,White 1,60.96 cm (24 inch) LED Display,,VA Panel,,,Full HD,,"Monitor - 1 unit, Base - 1 unit, Stem - 1 unit, HDMI cable - 1 unit, Power Adapter - 1 unit, User Manual - 1 unit",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",100 Hz,,,178° (2D),178° (2D),12 ms,250 nits (2D),0.2745 mm,,,,,12 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540 mm,390 mm,7.4 mm,2.62 kg,,,,,1 year carry into service center,Any manufacturing defect,Any physical or damage accessiors,,,,,
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),"₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/s/x/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzpqfy3tvaq.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-wall-mountable-monitor-zeb-ac32fhd-led/p/itmd0bf3471b1e6f?pid=MONGD4AF6HGGRHCT&lid=LSTMONGD4AF6HGGRHCTBR05JC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_132&otracker=search&otracker1=search&fm=organic&iid=en_76woagZDE38uOSmHmHjt_cOK8fPRSUMs2QCn_ZtJ2MKlemaLwIpBmGzH6fIX0xgw4vdARqEIOE8IdPquvvvZFg%3D%3D&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,ZEB -AC32FHD LED,,White,81.28 cm (32 inch) LED Display,,VA Panel,1920x1080 pixels,,Full HD,,Monitor-1 unit,Curved,,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",,16:09,500000:1 (Dynamic),178° (2D),178° (2D),8 ms,250 nits (2D),0.3637 mm,,,,,,,,,,,,,,,,,50 W (Standby),Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,715 mm,515 mm,8 mm,5 kg,,,,,Three year carry into service centre,Manufacturing defect,Any physical damage or accessories,3 Year,,,,
"Acer HA0 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel with EcoDisplay, Mercury Free, Flicker Fre...","₹7,497",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/3/5/k/-original-imahfkddtejkcwtu.jpeg?q=70,https://www.flipkart.com/acer-ha0-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-ecodisplay-mercury-free-flicker-bluelight-shield-amd-free-sync-compatible-2x2w-inbuilt-speakers-tilt-able-stand-ultra-thin-monitor-ha240y/p/itm282bb444c7942?pid=MONFBEG6RFZ4VSA6&lid=LSTMONFBEG6RFZ4VSA6YEJBGD&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_133&otracker=search&otracker1=search&fm=organic&iid=b408a3aa-e3f3-4139-a090-fd7381549159.MONFBEG6RFZ4VSA6.SEARCH&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,HA240Y,HA0,White,60.45 cm (23.8 inch) LED Backlit Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,No,Full HD,,"Power Cord, HDMI Cable, Stand, 1 Monitor, VGA Cable",Flat,,,16.7 M Colors,"120 Hz (Analog), 120 Hz (Digital)",,16:09,100000000:1,178° (2D),178° (2D),1 ms,250 nits (2D),,,,,,,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,,Yes,2,,2,AC 100 - 240 V,"24 W (Operational), 0.45 W (Standby)","Yes, 1",No,Yes,,,,,,,,,,,-5 to 15,,100 x 100 mm,VESA,,,,,,,,,"Ultra-thin Display with Zero Frame Form Factor, Blue Light Shield and Flicker-less Technology, Comfy View Display, Milky White Stand with Geometric Cutting, Acer Vision Care, Eco Display, 7.0 Star Energy Certification, Mercury Free, 60 Hz Refresh Rate, 6 bits, Hi-FRC, SPK, External Power Adapter",53.98 cm,40.52 cm,18.56 cm,,53.98 cm,32.3 cm,3.41 cm,,3 Years on Site,Manufacturing Defects Only,Physical Damage,3 Year,,,Power Consumption Off: 0.4 W,
ViewSonic 55.88 cm (22 inch) Full HD IPS Panel Monitor (VA2209-H),"₹6,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/a/2/r/-original-imah45nfjdxg2mz2.jpeg?q=70,https://www.flipkart.com/viewsonic-55-88-cm-22-inch-full-hd-ips-panel-monitor-va2209-h/p/itme3330b7a9f4c7?pid=MONGM5TDR7YJHCBV&lid=LSTMONGM5TDR7YJHCBV2MIHQF&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_134&otracker=search&otracker1=search&fm=organic&iid=b408a3aa-e3f3-4139-a090-fd7381549159.MONGM5TDR7YJHCBV.SEARCH&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,VA2209-H,,Black,55.88 cm (22 inch) LED Display,,IPS Panel,,,Full HD,,"1 Monitor, 1.5 m HDMI Cable, Adapter, Quick Start Guide",Flat,,,,"75 Hz (Analog), 75 Hz (Digital)",,16:09,,,,4 ms,250 nits (2D),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,VA22
Acer 60.45 cm (23.8 inch) HD IPS Panel Monitor (EK240Y G0),"₹8,437",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/t/m/9/ek240y-g0-full-hd-23-8-2024-um-qe1si-004-acer-original-imah43frjdd3hcr4.jpeg?q=70,https://www.flipkart.com/acer-60-45-cm-23-8-inch-hd-ips-panel-monitor-ek240y-g0/p/itm77edb4a115fb1?pid=MONH63MZRMYFAWYZ&lid=LSTMONH63MZRMYFAWYZGGYEEI&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_135&otracker=search&otracker1=search&fm=organic&iid=b408a3aa-e3f3-4139-a090-fd7381549159.MONH63MZRMYFAWYZ.SEARCH&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,EK240Y G0,,Black,60.45 cm (23.8 inch) LED Display,,IPS Panel,,,HD,,1 Monitor,Flat,,,,"120 Hz (Analog), 120 Hz (Digital)",,,,,,1 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Year Manufacturer Warranty,Manufacturing Defects,Physical Damage,,,,,
"Lenovo D-Series 49.53 cm (19.5 Inch) Full HD TN Panel with Fully Adjustable Tilt Stand, Seamless Conne...","₹6,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l4x2rgw0/monitor/e/4/b/d20-30-hd-19-5-66e9kac4in-lenovo-original-imagfpguhzfjyaag.jpeg?q=70,https://www.flipkart.com/lenovo-d-series-49-53-cm-19-5-inch-full-hd-tn-panel-fully-adjustable-tilt-stand-seamless-connectivity-hdmi-1-4-vga-tuv-certified-flicker-free-low-blue-light-monitor-d20-30/p/itmecaeaa0127eb3?pid=MONGFZ9RGQHCCUCY&lid=LSTMONGFZ9RGQHCCUCYTIYMST&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_136&otracker=search&otracker1=search&fm=organic&iid=b408a3aa-e3f3-4139-a090-fd7381549159.MONGFZ9RGQHCCUCY.SEARCH&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,D20-30,D-Series,Raven Black,49.53 cm (19.5 Inch) LCD Display,,TN Panel,1600 x 900 pixels,,Full HD,,"1 Monitor, Stand, Power Cable, HDMI Cable, Quick Setup Guide, Warranty Card",Flat,,,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,16:09,,170° (2D),160° (2D),5 ms,250 nits (2D),,72%,,Contrast Ratio 1000:1,,,,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,,,,,
Lenovo 68.58 cm (27 inch) Full HD VA Panel with TUV Eye Care Monitor (D27-40/D27-30),"₹7,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/i/u/w/-original-imagrkynyhv7vhzd.jpeg?q=70,https://www.flipkart.com/lenovo-68-58-cm-27-inch-full-hd-va-panel-tuv-eye-care-monitor-d27-40-d27-30/p/itm20eeaca295f0b?pid=MONFXZREMZYTJGNG&lid=LSTMONFXZREMZYTJGNGYRB0VL&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_137&otracker=search&otracker1=search&fm=organic&iid=en_76woagZDE38uOSmHmHjt_cOK8fPRSUMs2QCn_ZtJ2MJR-sKIdhDo9H_J6D_91JCG3mzmw7cAni5k675lWiDjOPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,D27-40/D27-30,,Black,68.58 cm (27 inch) LED Display,,VA Panel,1920 x 1080 pixels,No,Full HD,,"1 Monitor with Stand, Power Cable (1.8m), HDMI Cable (1.8m), User Manual",Flat,1080p,,,"75 Hz (Analog), 75 Hz (Digital)",,16:09,3000:01:00,178° (2D),178° (2D),4 ms,,,72% NTSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,"Accidental Damage, Wear and Tear",3 Year,,,,
BenQ GW 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel Ultra-Slim Bezel Monitor- Height Adjustment...,"₹9,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/5/o/z/-original-imagwcddfxyey3gr.jpeg?q=70,https://www.flipkart.com/benq-gw-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-ultra-slim-bezel-monitor-height-adjustment-eye-care-anti-glare-brightness-intelligence-1wx2-speakers-color-weakness-mode-hdmi-dp-vga-monitor-gw2480t/p/itm51e878142e2cb?pid=MONFUXPNAZMQBG57&lid=LSTMONFUXPNAZMQBG577MCIJL&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_138&otracker=search&otracker1=search&fm=organic&iid=en_76woagZDE38uOSmHmHjt_cOK8fPRSUMs2QCn_ZtJ2MJ6DVhABB3sQMX7TBTxDvNrGFbuvxYun511SuwqkRkTY_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,GW2480T,GW,Black,60.45 cm (23.8 inch) LED Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,No,Full HD,,"1 Monitor, Power Cable (1.5m), HDMI Signal Cable, CD, User Manual and Quick User Guide",Flat,1080p,Anti Glare,16.7 M Colors,"60 Hz (Analog), 60 Hz (Digital)",,16:09,"1000:01:00, 20000000:1 (Dynamic)","178° (2D), 178° (3D)",178° (2D),5 ms,"250 Nits (2D), 250 nits (3D)",0.274 mm,72% NTSC,,,No,,,,,"Yes, 2 Speakers  with 1 W Power Output Per Speaker",Yes,No,Yes,2,,1,"AC 100 - 240 V, 50 Hz","27 W (Operational), 0.5 W (Standby)","Yes, 1 x HDMI 1.4 Port",No,Yes,Yes,0,No,No,0 - 40° C,,,,,Height Adjustable Stand,-5 to 20 Degrees,-45 to 45 Degrees,100 x 100 mm,VESA,Kensington Lock,,No,,,Yes,Yes,"Windows 7, Windows 8, Windows 8.1, Windows 10",,540 mm,528 mm,230 mm,5.7 kg,540 mm,340 mm,50 mm,3 Kg,39 Months from the Date of Manufacturing or 36 Months from the Date of Invoice (POP) whichever is Earlier,Manufacturing Defects,Physical Damage,36 Months,DisplayPort (v1.2),,,
Enter 48.26 cm (19 inch) HD Monitor (E-MO-A00),"₹2,617",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l1b1oy80/monitor/x/a/h/e-mo-a00-hd-19-e-mo-a00-enter-original-imagcw9yydweppsr.jpeg?q=70,https://www.flipkart.com/enter-48-26-cm-19-inch-hd-monitor-e-mo-a00/p/itmbe5b92834b40d?pid=MONGCW9Y3WQUMCWN&lid=LSTMONGCW9Y3WQUMCWNPZIGF6&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_139&otracker=search&otracker1=search&fm=organic&iid=b408a3aa-e3f3-4139-a090-fd7381549159.MONGCW9Y3WQUMCWN.SEARCH&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,E-MO-A00,,Black,48.26 cm (19 inch) HD Display,,,,,HD,,1,Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,5 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Year, by Brand",manufacturing defect,physical damage & burnt,,,,,
Enter 48.26 cm (19 inch) HD LED Backlit VA Panel Monitor (19 INCH HD LED Backlit Gaming Monitor (E-MO-...,"₹2,849",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kuef2q80/monitor/3/q/9/19-inch-hd-led-backlit-gaming-monitor-e-mo-a01-response-time-5-original-imag7gf48vzxkgpf.jpeg?q=70,https://www.flipkart.com/enter-48-26-cm-19-inch-hd-led-backlit-va-panel-monitor-inch-gaming-e-mo-a01-response-time-5-ms/p/itme87a61575c6dc?pid=MONG7GF4TV75TJHU&lid=LSTMONG7GF4TV75TJHUYSEPXM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_140&otracker=search&otracker1=search&fm=organic&iid=b408a3aa-e3f3-4139-a090-fd7381549159.MONG7GF4TV75TJHU.SEARCH&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,19 INCH HD LED Backlit Gaming Monitor (E-MO-A01) (Response Time: 5 ms),,Black,48.26 cm (19 inch) LED Display,LED Backlit Backlight,VA Panel,1440*900 pixels,No,HD,N/A,"MONITOR, STAND, HDMI CABLE, POWER CORD, USER MANUAL",Flat,1080P,NA,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,"16:9,4:3","NA, NA (Dynamic)",130° (2D),"110° (2D), 110° (3D)",5 ms,"250 nits (2D), 250 nits (3D)",,NA,".31-80 kHz (Analog), NA kHz (Digital)",,"No, Supported by NA with NA",,NA,NA,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,"AC 180-255V 1.0A, 50/60Hz",21 W (Operational),"Yes, 1",No,"Yes, 15 PIN",Yes,0 x NA Port,No,No,0 - 50° C,0 - 50° C,20 - 60° C,20 - 80 %,NA,,,,,,NA,,No,,,Yes,,,,,,,,,,,,1 YEAR,INTERNAL DAMAGES,PHYSICAL DAMAGES AND BURNT,1 Year,,,,
Enter NA 39.12 cm (15.4 inch) HD LED Backlit Monitor (E-M0-AO6),"₹2,150",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kxaq7ww0/monitor/m/r/j/led-monitor-15-inch-a06-n-hdmi-vga-contrast-800-1-hd-15-e-mo-a06-original-imag9scn74xt62gb.jpeg?q=70,https://www.flipkart.com/enter-na-39-12-cm-15-4-inch-hd-led-backlit-monitor-e-m0-ao6/p/itma8dc42c1071fd?pid=MONG9VF8JXABGPEF&lid=LSTMONG9VF8JXABGPEFM7EUZS&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_141&otracker=search&otracker1=search&fm=organic&iid=b408a3aa-e3f3-4139-a090-fd7381549159.MONG9VF8JXABGPEF.SEARCH&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,E-M0-AO6,NA,Black,39.12 cm (15.4 inch) LED Display,LED Backlit Backlight,,1280*800 pixels,No,HD,NA,"1 MONITOR, STAND, HDMI CABLE, POWER CORD, USER MANUAL",Flat,720P,NA,,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"800:1, 800:1 (Dynamic)","80° (2D), 0° (3D)","60° (2D), 0° (3D)",6 ms,"300 nits (2D), 0 nits (3D)",,NA,,,"No, Supported by NA",0 ms,NA,NA,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,110-240V,"18 W (Operational), 1 W (Standby)","Yes, 1",Yes,"Yes, 15 PIN",,,No,No,45° C,,10 - 32° C,,,"BASE DETACHABLE, TLIT",,,,,NA,,No,,,Yes,No,,,,,,,,,,,1 YEAR,MANUFACTURE DEFECTS ONLY,"PHYSICAL DAMAGES, WATER DAMAGES ,FIRE DAMAGES",1 Year,,,,
Enter 48.26 cm (19 inch) HD LED Backlit TN Panel Gaming Monitor (E-MO-A01),"₹2,650",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/k34rki80/monitor/t/f/c/e-m18he-e-m18he-enter-original-imafmcydzkmwsh6h.jpeg?q=70,https://www.flipkart.com/enter-48-26-cm-19-inch-hd-led-backlit-tn-panel-gaming-monitor-e-mo-a01/p/itm34e2f32a3a3f2?pid=MONGFFMVPCJJGKSK&lid=LSTMONGFFMVPCJJGKSKKNROKK&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_142&otracker=search&otracker1=search&fm=organic&iid=b408a3aa-e3f3-4139-a090-fd7381549159.MONGFFMVPCJJGKSK.SEARCH&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,E-MO-A01,,Black,48.26 cm (19 inch) LED Display,LED Backlit Backlight,TN Panel,1440*900 pixels,,HD,,"1 LED MONITOR, 1 POWER CABLE, 1 HDMI CABLE, 1 LED STAND, USER MANUAL",Flat,1440*900,,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,,,130° (2D),110° (2D),5 ms,250 nits (2D),0.2835 mm,,,,No,,,,,,,,,,,,"AC 180-255V 1.0A, 50/60Hz",,"Yes, 1",,Yes,,,,,0 - 50° C,,-20 - 60° C,20 - 60 %,,,,,,,,,,,,Yes,,,,,,,,,,,,"1 Year, by Brand",manufacturing defcet,physical damage & burnt,1 Year,,,,
LG ULTRAGEAR GAMING 27GS60F 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Gaming Monitor (HDMI & DI...,"₹15,475",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/u/0/hdmi-display-port-hdr-10-nvidia-g-sync-compatible-27gs60f-b-full-original-imah32uh88gcg3s2.jpeg?q=70,https://www.flipkart.com/lg-ultragear-gaming-27gs60f-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-monitor-hdmi-display-port-hdr-10-nvidia-g-sync-compatible-27gs60f-b/p/itma4da3c0133b7d?pid=MONH3FH3ZYY7BXRE&lid=LSTMONH3FH3ZYY7BXREZXOW2J&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_143&otracker=search&otracker1=search&fm=organic&iid=b408a3aa-e3f3-4139-a090-fd7381549159.MONH3FH3ZYY7BXRE.SEARCH&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,"HDMI & DISPLAY PORT, HDR 10, NVIDIA G-SYNC COMPATIBLE- 27GS60F-B",ULTRAGEAR GAMING 27GS60F,Black,68.58 cm (27 inch) LED Display,LED Backlit Backlight,IPS Panel,,,Full HD,,"LED MONITOR, STAND, CABLES",Flat,1920 x 1080,,16.7 m Colors,"180 Hz (Analog), 180 Hz (Digital)",,16:09,"1000:1, 1000:1 (Dynamic)",178° (2D),178° (2D),1 ms,300 nits (2D),0.3104 mm,99,,,No,,,,,"No, 0 Speaker",Yes,No,No,0,,,AC 100-240 V (50/60 Hz),"21 W (Operational), 0.3 W (Standby)","Yes, 1 x HDMI (HDCP Version)- 2.2 Port",No,No,Yes,0,,,,,,,,,TILT,,100 X 100 mm,100 X 100,,,No,,,Yes,Yes,"WIN-7, WIN 8, WIN 10, WIN 11, LINUX AND MAC OS",,614.2 mm,454.2 mm,224.8 mm,5.8 kg,614.2 mm,364.8 mm,51.7 mm,5.1 kg,3 YEARS LG ONSITE WARRANTY,ANY MANUFACTURING DEFECTS,ANY PHYSICAL DAMAGE AND BURNT,3 Year,,,,
Acer 124.46 cm (49 inch) Curved Full HD LED Backlit VA Panel Monitor (EI491CR 49 Inch 1800R Curved DFH...,"₹56,598",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/o/0/5/ei491cr-49-inch-1800r-curved-dfhd-3840-x-1080-va-monitor-i-32-9-original-imah8vp8wuqbsgug.jpeg?q=70,https://www.flipkart.com/acer-124-46-cm-49-inch-curved-full-hd-led-backlit-va-panel-monitor-ei491cr-49-inch-1800r-dfhd-3840-x-1080-32-9-aspect-ratio-i/p/itm42188654c049c?pid=MONGCS4QJHZHHQUU&lid=LSTMONGCS4QJHZHHQUUXEQ6OJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_144&otracker=search&otracker1=search&fm=organic&iid=b408a3aa-e3f3-4139-a090-fd7381549159.MONGCS4QJHZHHQUU.SEARCH&ppt=None&ppn=None&ssid=4s2t902b1s0000001738685764646&qH=08b5411f848a2581,2/5/2025 17:11,EI491CR 49 Inch 1800R Curved DFHD (3840 x 1080) VA Monitor I 32:9 Aspect Ratio I,,Black,124.46 cm (49 inch) LED Display,LED Backlit Backlight,VA Panel,3840x1080 pixels,No,Full HD,,"Monitor, Stand, HDMI Cable, Power Cord, User Manual",Curved,DFHD (3840 x 1080),Matte,,"144 Hz (Analog), 144 Hz (Digital)",,32:09:00,100000000:1,178° (2D),178° (2D),4 ms,400 nits (2D),,,,49 Inch DFHD (3840 x 1080) 1800R Curved 32:9 Ultra Wide Monitor I VESA DisplayHDR400 I 90% DCI-P3 Wide Color Gamut,No,,,,,"Yes, 2 Speakers  with 3 W Power Output Per Speaker",,,Yes,2,,3,,,"Yes, 2 x 2 x 1.4; 1x 2.0 Port",No,,Yes,0,,,,,,,,,Yes,Yes,,,,,No,,,Yes,,,"EI491CR 49 Inch 1800R Curved DFHD (3840 x 1080) VA Monitor I 32:9 Aspect Ratio I AMD Radeon FreeSync2 Technology I 144Hz I VESA Certified Display HDR 400 I DCI-P3 I Remote Control, Black",249 mm,471 mm,,11.4 kg,,,,,3 Years Domestic Warranty,ALL DEFECTS,Physical Damage will Not Covered in Warranty,3 Year,"2xHDMI (v2.0), 2xDP (v1.4) Audio out with Inbox DP cable I Audio Out Function & Integrated 3W x 2 Stereo Speakers.",,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.2,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/monitor/k/6/p/mon-0062-white-full-hd-24-2023-mon-0062w-frontech-original-imah8r8mxkhebk2d.jpeg?q=90,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
