title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Color,Display,Panel Type,Resolution,Screen Resolution Type,Sales Package,Screen Form Factor,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Power Consumption,HDMI,VGA,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Touch Response Time,Speakers,Headphone Jack,Inbuilt Speaker,Series,Backlight,Processor,HD Standard,Display Screen Coating,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Microphone Jack,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Other Power Features,Display Port,USB,Audio Out,Audio In,Other Connectivity Features,Operating Temperature,Non Operating Temperature,Storage Temperature,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,Plug and Play,HDCP Support,System Requirements,Other Features,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,DVI,3D,Maximum 3D Refresh Rate,Operating Humidity Range,OSD Languages Supported,Audio Jacks,Part Number
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),"₹2,469",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/y/p/mon-0065-hd-17-2023-mon-0065-frontech-original-imah8nybhchfkhmy.jpeg?q=70,https://www.flipkart.com/frontech-43-18-cm-17-inch-hd-led-backlit-va-panel-monitor-mon-0065/p/itmbc6d42fed6553?pid=MONGS24EAHXVJZMQ&lid=LSTMONGS24EAHXVJZMQACRRSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_58&otracker=search&otracker1=search&fm=organic&iid=en_wcAWbGB1Ql91P9bLZrISGMtbq8RODbrA8A8L13dDB6EWMwvBJhlNunkkrZT6MoCT3OzWep0v2jc2UFFBJiQCIQ%3D%3D&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,MON-0065,Black,43.18 cm (17 inch) LED Display,VA Panel,1280x1024 pixels,HD,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",5:4,"1000000:1, 1000000:1 (Dynamic)",130° (2D),90° (2D),5 ms,250 nits (2D),0.264 mm,18 W (Operational),"Yes, 1 x 1.4 Port","Yes, 15 Pin",370 mm,375 mm,370 mm,2.8 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,-,LED Backlit Backlight,-,1080p,-,sRGB,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",-,-,-,No,0,NA,0,AC 180 - 255V,-,Yes,0 x 0 Port,No,No,-,-,-,-,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,-,No,"Auto, Menu, Up, Down, Power",Yes,No,"Windows 10, Windows 8, Windows 7",-,200 mm,370 mm,370 mm,2.7 kg,,,,,,,
"Frontech Ultima Series TRIPLE INBUILT PORTS HDMI, VGA & TYPE C | 60.96 cm (24 inch) Full HD LED Backli...","₹7,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/b/m/-original-imah8vzrm7zfbkus.jpeg?q=70,https://www.flipkart.com/frontech-ultima-series-triple-inbuilt-ports-hdmi-vga-type-c-60-96-cm-24-inch-full-hd-led-backlit-va-panel-gaming-monitor-mon-0077/p/itm177adf332b6ad?pid=MONGXWYFXYVTKMJC&lid=LSTMONGXWYFXYVTKMJCDTA0PM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_59&otracker=search&otracker1=search&fm=organic&iid=70be052a-967a-4f38-b674-6a3878af926f.MONGXWYFXYVTKMJC.SEARCH&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,MON-0077,White-Type-C,60.96 cm (24 inch) LED Display,VA Panel,1920 x 1080 pixels,Full HD,"1 Unit Monitor, 1 Unit Stand, 1 Power Adapter, 1 Unit Signal Cable, 1 Unit Monitor Base Support, 1 Unit Manual",Flat,16.7 m Colors,100 Hz (Analog),1899-12-31,"10000000:1, 10000000:1 (Dynamic)",178° (2D),178° (2D),2 ms,250 nits (2D),,30 W (Operational),"Yes, 1","Yes, 15",600 mm,400 mm,115 mm,4.2 kg,3 Years Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,3 Year,,No,No,No,"Ultima Series TRIPLE INBUILT PORTS HDMI, VGA & TYPE C |",LED Backlit Backlight,,1080p,,sRGB,,Bezel Less Slim Design,No,,,,No,,,,"DC 12V, 2.5A",,Yes,,,,Type-C Port,,,,,Yes,3-12 Degree,,215 x 205 x 165 mm,Yes,,,,"Menu, -, +, Auto, Power",,,"Windows 10, Windows 8.1, Windows 8, Windows 8, Windows 11",,588 mm,382 mm,111 mm,4 kg,No,No,,,,,
Frontech 39.12 cm (15.4 inch) HD LED Backlit VA Panel Monitor (MON-0068),"₹2,470",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/2/i/i/mon-0068-hd-15-4-2023-mon-0068-frontech-original-imah5p8hy533mt6v.jpeg?q=70,https://www.flipkart.com/frontech-39-12-cm-15-4-inch-hd-led-backlit-va-panel-monitor-mon-0068/p/itm1cda7ada88d68?pid=MONGS4EA8BYYGHAU&lid=LSTMONGS4EA8BYYGHAULVPKFT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_60&otracker=search&otracker1=search&fm=organic&iid=70be052a-967a-4f38-b674-6a3878af926f.MONGS4EA8BYYGHAU.SEARCH&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,MON-0068,Black,39.12 cm (15.4 inch) LED Display,VA Panel,1280x800 pixels,HD,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:10,"100000:1, 100000:1 (Dynamic)",90° (2D),65° (2D),3 ms,220 nits (2D),0.259 mm,"12 W (Operational), 3 W (Standby)","Yes, 1","Yes, 15 Pin",125 mm,301.6 mm,380 mm,1.5 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,,LED Backlit Backlight,,1080p,-,-,"- kHz (Analog), - kHz (Digital)",-,"No, Supported by - with -",-,-,-,No,0,NA,0,AC 180 - 255V,-,Yes,1,No,,-,-,-,-,-,Yes,-,-,- mm,Yes,-,-,No,"Auto, Menu, Up, Down, Power",,,-,-,125 mm,301.6 mm,371 mm,1.35 kg,,,,,,,
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,"₹6,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/ko8xtow0/monitor/t/a/y/d24-20-66aekac1in-lenovo-original-imag2qwzazcdmqtb.jpeg?q=70,https://www.flipkart.com/lenovo-60-45-cm-23-8-inch-full-hd-va-panel-3-side-near-edgeless-tuv-eye-care-monitor-d24-20-d24-40/p/itm7a2d267d21c3f?pid=MONFV5HRNF4QFVG4&lid=LSTMONFV5HRNF4QFVG4ATFEMN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_61&otracker=search&otracker1=search&fm=organic&iid=en_wcAWbGB1Ql91P9bLZrISGMtbq8RODbrA8A8L13dDB6FAtHfrrhwoOQasaN2dQtZgmSokh2JqBBfBIQhh19_iXQ%3D%3D&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,D24-20/D24-40,Black,60.45 cm (23.8 inch) LED Display,VA Panel,,Full HD,"1 Monitor, Power Cable, HDMI Cable,Quick Setup Guide",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,,,4 ms,,,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,Physical Damage,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...","₹15,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/x/d/t/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzr5hfmbk28.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-80-cm-wall-mountable-slim-gaming-monitor-zeb-ac32fhd-led/p/itm502967395ff52?pid=MONGD4AZBPZ24JGH&lid=LSTMONGD4AZBPZ24JGHESEKQA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_62&otracker=search&otracker1=search&fm=organic&iid=en_wcAWbGB1Ql91P9bLZrISGMtbq8RODbrA8A8L13dDB6Hh97sea_A0PUQiblj_PtStjU72EQT97R6fjW8ePPl5fQ%3D%3D&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,ZEB-AC32FHD LED,Black,81.28 cm (32 inch) LED Display,VA Panel,1920x1080 pixels,Full HD,Monitor-1 unit,Curved,16.7 m Colors,"165 Hz (Analog), 165 Hz (Digital)",16:9,500000:1 (Dynamic),178° (2D),178° (2D),12 ms,300 nits (2D),0.3637 mm,50 W (Standby),Yes,,715 mm,515 mm,8 mm,5 kg,Three year carry into service center,Manufacturing defect,Any physical damage or accessories,3 Year,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enter 48.26 cm (19 inch) HD TN Panel Gaming Monitor (E-MO-A01),"₹2,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/allinone-desktop/a/7/m/intel-core-i5-wifi-bluetooth-keyboard-and-mouse-rionix-original-imagwhx2fhsqcwrf.jpeg?q=70,https://www.flipkart.com/enter-48-26-cm-19-inch-hd-tn-panel-gaming-monitor-e-mo-a01/p/itme8f651b128416?pid=MONHF4HBHHZSJFQR&lid=LSTMONHF4HBHHZSJFQROULER6&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_63&otracker=search&otracker1=search&fm=organic&iid=70be052a-967a-4f38-b674-6a3878af926f.MONHF4HBHHZSJFQR.SEARCH&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,E-MO-A01,Black,48.26 cm (19 inch) HD Display,TN Panel,,HD,"MONITOR1, STAND, POER CABLE, HDMI CABLE",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,,,5 ms,,,,,,,,,,1 Year carry in warranty,warranty is not covered on damaged and burned case,"Damage , Burned & Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarQ by Flipkart 81.28 cm (32 inch) Full HD LED Backlit VA Panel Gaming Monitor (32FHDMMQTT9G),"₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/e/w/p/gaming-monitor-full-hd-32-2024-32fhdmmqtt9g-marq-by-flipkart-original-imahfqfg4b9uvruu.jpeg?q=70,https://www.flipkart.com/marq-flipkart-81-28-cm-32-inch-full-hd-led-backlit-va-panel-gaming-monitor-32fhdmmqtt9g/p/itm191a89a5256f7?pid=MONGYS8DGQHDFEZY&lid=LSTMONGYS8DGQHDFEZYHBRBRT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_64&otracker=search&otracker1=search&fm=organic&iid=70be052a-967a-4f38-b674-6a3878af926f.MONGYS8DGQHDFEZY.SEARCH&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,32FHDMMQTT9G,Black,81.28 cm (32 inch) LCD Display,VA Panel,1920 x 1080 pixels,Full HD,"Monitor, Stand, Base, HDMI Cable, Power Adapter, User Manual",Flat,16.7 m Colors,"165 Hz (Analog), 165 Hz (Digital)",16:09,,178° (2D),,1 ms,300 nits (2D),,,"Yes, 2 x HDMI 2 Port",No,,,,,1 Year Warranty,Manufacturing Defects,Physical Damages,,,Yes,Yes,Yes,,LED Backlit Backlight,,,,,,"Anti-glare, Anti-flicker",No,,,,No,,,,,,Yes,,Yes,No,,,,,,,,,,VESA,,,No,,,,,,,,,,No,,,,,Audio Out,
"SAMSUNG Odyssey G4 68.58 cm (27 inch) Full HD IPS Panel with Ergonomic Stand, HDR10, Dual Sync Compati...","₹21,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/m/1/u/-original-imah5c99hmasfzcm.jpeg?q=70,https://www.flipkart.com/samsung-odyssey-g4-68-58-cm-27-inch-full-hd-ips-panel-ergonomic-stand-hdr10-dual-sync-compatible-wide-viewing-angle-gaming-monitor-ls27bg400ewxxl-ls27bg402ewxxl/p/itm5e4b5f1eadaf7?pid=MONGFC8VT2VFFZQF&lid=LSTMONGFC8VT2VFFZQFYGJBSD&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_65&otracker=search&otracker1=search&fm=organic&iid=70be052a-967a-4f38-b674-6a3878af926f.MONGFC8VT2VFFZQF.SEARCH&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,LS27BG400EWXXL/LS27BG402EWXXL,Black,68.58 cm (27 inch) LED Display,IPS Panel,1920 x 1080 pixels,Full HD,"1 Monitor, Power Cable, HDMI Cable",Flat,16.7 m Colors,"240 Hz (Analog), 240 Hz (Digital)",16:9,"1000:1, 1000:1 (Dynamic)",178° (2D),178° (2D),1 ms,400 nits (2D),,,"Yes, 2",,614.7 mm,571.1 mm,244.8 mm,5.3 kg,3 Years Warranty,Manufacturing Defects Only,Physical Damage,3 Year,,No,,No,Odyssey G4,,,Yes,,,,"Incredibly Vibrant and Darker Blacks with 16.7 Million Colors and 1000:1 Contrast Ratio, Refresh Rate: 240 Hz, Response Time: 1 (GTG) ms",,,,,,,,,AC 100 - 240 V,,,0,,,,,,,,HAS Pivot,,,100 x 100 mm,,,,,,,,,"Samsung 27-inch FHD Flat Gaming Monitor with 240 Hz Refresh Rate, 1 ms Response Time, IPS Panel, Nvidia G-Sync Compatible with Height Adjustable Stand, Ultra Wide Game View (LS27BG400EWXXL, Black)",614.7 mm,376.6 mm,85.4 mm,3.6 kg,,,,10 - 80 %,,,
MarQ by Flipkart 55.88 cm (22 inch) Full HD LED Backlit VA Panel with 2 X 3W Inbuilt Speakers Monitor ...,"₹5,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l3t2fm80/monitor/m/e/j/-original-imageudynqghyhxh.jpeg?q=70,https://www.flipkart.com/marq-flipkart-55-88-cm-22-inch-full-hd-led-backlit-va-panel-2-x-3w-inbuilt-speakers-monitor-22fhdmvqiihb/p/itm79680df6e6210?pid=MONGAYHGFUFM2HW5&lid=LSTMONGAYHGFUFM2HW5IKLUQ3&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_66&otracker=search&otracker1=search&fm=organic&iid=70be052a-967a-4f38-b674-6a3878af926f.MONGAYHGFUFM2HW5.SEARCH&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,22FHDMVQIIHB,"Black, White",55.88 cm (22 inch) LED Display,VA Panel,1920 x 1080 pixels,Full HD,"1 Monitor, User Manual, Power Adapter, Base, Stand, HDMI Cable, 3 Screws, 4 Mount Hexagon Irons",Flat,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",16:09,3000:1,,,5 ms,220 nits (2D),,,,,,,,,1 Year Warranty from the Date of Purchase,"Warranty will Cover Only Functional Parts, Issues Having Manufacturing Defects","Damages Resulting from Un-authorised Adaptations or Adjustment. External Accessories (Such as Battery, Cable etc). Damages Caused to the Product by Accident, Lightening, Ingress of Water, Fire, Dropping or Excessive Shock. If Product Serial No has been Altered, Removed or Defaced. Damages Caused by Improper Installation, Third Party Equipment or Software/Media Used. If Product is Used in Commercial, Business, Industrial, Educational & Rental Applications. Breakage or Mishandling is Not Covered in Warranty",,,"Yes, 2 Speakers  with 3 W Power Output Per Speaker",,Yes,,LED Backlit Backlight,,,Anti-glare,72%,,,,,,,,2,,3,"DC 12 V, 3 A",Total Power Consumption: 36W,,,Yes,,,,,,,,,,,,,,,,,,,"Connection Ports: VGA, HDMI, Audio Out. Refresh Rate: 75Hz. Speakers Configuration: 2 Channel. Peak Brightness: 250cd/m2",,,,,,,,,,Audio Out,
"DELL S Series 68.58 cm (27 inch) Full HD IPS Panel with 5-Years warranty, 99% sRGB, Low Blue Light tec...","₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/t/u/-original-imagysfvjzxaegke.jpeg?q=70,https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_67&otracker=search&otracker1=search&fm=organic&iid=en_wcAWbGB1Ql91P9bLZrISGMtbq8RODbrA8A8L13dDB6EaE-JW0i7_6hyjIu-Rx8YTus3O0i1cNdzf5BVj1lX0MvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,S2721HNM / S2721HN,Grey,68.58 cm (27 inch) LED Display,IPS Panel,1920 x 1080 pixels,Full HD,"1 Monitor, HDMI Cable",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,178° (2D),178° (2D),4 ms,300 nits (2D),0.3114 mm,,"Yes, 2 x HDMI 1.4 Port",,,,,6.5 kg,5 Years Warranty,Manufacturing Defects,Physical Damage,5 Year,,No,Yes,No,S Series,,,1080p,Anti Glare,,,,No,,,,,,,,,,,,,,Audio Line-out,,,,,,-5 - 21 Degrees,,100 x 100 mm,VESA,Yes,,No,,No,Yes,,"LED Edgelight System, 72% NTSC (CIE 1931) Colour Gamut, BFR/PVC-free, Mercury Free, Arsenic-free Glass, Dell Easy Arrange, Dell Comfort View, Low Blue Light Technology, 3-sided Bezel Less",,,,7.6 kg,,,,,,,
"Lenovo L-Series 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with 99% sRGB, 1xHDMI1.4, 1xVGA, Tilt...","₹12,349",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/3/l/j/l27i-4a-full-hd-24-2023-67bekac1in-lenovo-original-imah5r6xc4hcpcra.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-99-srgb-1xhdmi1-4-1xvga-tilt-able-stand-3wx2-inbuilt-speakers-customization-artery-smart-display-monitor-l27i-4a/p/itm74ff808e8b852?pid=MONH5P8F9G6BGPVT&lid=LSTMONH5P8F9G6BGPVTEKIQRG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_68&otracker=search&otracker1=search&fm=organic&iid=en_wcAWbGB1Ql91P9bLZrISGMtbq8RODbrA8A8L13dDB6Ea_P42ovtvrvFVtRWFdNy2gDdNlljBCSiE-xFhuVjxcw%3D%3D&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,L27i-4A,Cloud Grey,68.58 cm (27 inch) LED Display,IPS Panel,,Full HD,"1 Monitor, HDMI Cable, Power Cable, Warranty Booklet, Quick Setup Guide",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,,1 ms,300 nits (2D),,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,Yes,,Yes,L-Series,LED Backlit Backlight,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enter 43.18 cm (17 inch) HD Monitor (17.1 inch HD LED Backlit Monitor (E-M0-A02) (Response Time: 4 ms)...,"₹2,590",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l19m93k0/monitor/7/a/j/17-1-inch-hd-led-backlit-monitor-e-m0-a02-response-time-4-ms-hd-original-imagcvgsfzkefwyz.jpeg?q=70,https://www.flipkart.com/enter-43-18-cm-17-inch-hd-monitor-17-1-inch-led-backlit-e-m0-a02-response-time-4-ms/p/itmcca7f7589a070?pid=MONGCVGSYSZEQDBR&lid=LSTMONGCVGSYSZEQDBRHRXSOU&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_69&otracker=search&otracker1=search&fm=organic&iid=70be052a-967a-4f38-b674-6a3878af926f.MONGCVGSYSZEQDBR.SEARCH&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,17.1 inch HD LED Backlit Monitor (E-M0-A02) (Response Time: 4 ms),Black,43.18 cm (17 inch) LED Display,,,HD,1,Flat,,"60 Hz (Analog), 60 Hz (Digital)",,,,,4 ms,,,,,,,,,,"1 YEAR, By BRAND","DEFECTIVE, NOT WORKING","DAMAGE, BROKEN AND BURNT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LG 68.58 cm (27 inch) Full HD IPS Panel with webOS, Apple AirPlay 2,HomeKit compatibility, 5Wx2 speake...","₹14,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/n/s/i/-original-imagzhaefszwjavv.jpeg?q=70,https://www.flipkart.com/lg-68-58-cm-27-inch-full-hd-ips-panel-webos-apple-airplay-2-homekit-compatibility-5wx2-speakers-magic-remote-compatible-smart-monitor-27sr50f-wa-atrmjsn/p/itm518dd93a59400?pid=MONGW5FWJEY9H8JE&lid=LSTMONGW5FWJEY9H8JEB7FPHH&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_70&otracker=search&otracker1=search&fm=organic&iid=70be052a-967a-4f38-b674-6a3878af926f.MONGW5FWJEY9H8JE.SEARCH&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,27SR50F-WA.ATRMJSN,White,68.58 cm (27 inch) LED Display,IPS Panel,,Full HD,"1 Monitor, Remote, Power Cord, HDMI Cable, Stand Body, Stand Base, Adapter, User Manual, Warranty Card",Flat,,"60 Hz (Analog), 60 Hz (Digital)",,,,,5 ms,,,,Yes,,,,,,3 Years Warranty,Manufacturing Defects,Physical and Water Damages,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo L-Series 55.88 cm (22 inch) Full HD LED Backlit IPS Panel with 99% sRGB, HDMI 1.4, VGA, 2X3W Sp...","₹7,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/y/i/l22i-40-full-hd-22-2023-67aekacbin-lenovo-original-imagxhhwprz7bxwn.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-55-88-cm-22-inch-full-hd-led-backlit-ips-panel-99-srgb-hdmi-1-4-vga-2x3w-speakers-tilt-stand-home-office-use-ultraslim-monitor-l22i-40/p/itm3390f94a0fbda?pid=MONGXF42N5QQZCXE&lid=LSTMONGXF42N5QQZCXEQ357OC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_71&otracker=search&otracker1=search&fm=organic&iid=en_wcAWbGB1Ql91P9bLZrISGMtbq8RODbrA8A8L13dDB6FgJ3grXQCuej_cGo52jh8y4CH6-arnn2RCjql16FQbeYE8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,L22i-40,Cloud Grey,55.88 cm (22 inch) LCD Display,IPS Panel,,Full HD,"1 Monitor, HDMI Cable, Power Cable, Stand, User Guide",Flat,,"75 Hz (Analog), 75 Hz (Digital)",16:09,,,,4 ms,250 nits (2D),,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,Yes,,Yes,L-Series,LED Backlit Backlight,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,VESA,,,,,Yes,,,,,,,,,,,,,,
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...","₹9,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/6/l/zeb-igm-102-zeb-n27a-full-hd-27-2024-zeb-igm-102-zeb-n27a-original-imah4awzey4fz6ey.jpeg?q=70,https://www.flipkart.com/zebronics-68-58-cm-27-inch-full-hd-ips-panel-300-nits-brightness-hdr10-99-srgb-1-x-dp-hdmi-3-5mm-built-in-speakers-anti-glare-display-gaming-monitor-zeb-igm-102-zeb-n27a/p/itmc0b0a3e21eaf1?pid=MONH3NVHAD6T4FG7&lid=LSTMONH3NVHAD6T4FG7HJYBWE&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_3_72&otracker=search&otracker1=search&fm=organic&iid=en_wcAWbGB1Ql91P9bLZrISGMtbq8RODbrA8A8L13dDB6HNvf6bt-ym66cn4A-ciYxZ8NQbcgSxWto1UhHDEBUczk4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=w89nkhmbcw0000001738523999088&qH=08b5411f848a2581,2025-02-02 20:19:59,"ZEB-IGM 102,ZEB-N27A",Black,68.58 cm (27 inch) LED Display,IPS Panel,1920x1080 pixels,Full HD,"Monitor - 1U, Base - 1U, Stem - 1U, HDMI Cable - 1U, User Manual - 1U, Power Adapter - 1U",Flat,16.7 m Colors,"180 Hz (Analog), 180 Hz (Digital)",16:9,"1000000:1, 1000000:1 (Dynamic)","178° (2D), 178° (3D)","178° (2D), 178° (3D)",1 ms,"300 nits (2D), 300 nits (3D)",0.3114 mm,"48 W (Operational), 48 W (Standby)",Yes,,616 mm,442 mm,160 mm,3.8 kg,3 Year Carry into service center,Any manufacturing defect,Any Physical damage or accessories,,1 ms,"Yes, with 48 W Power Output Per Speaker",Yes,Yes,,,,1080p,,,,,,,,,,,,48,,,Yes,,,,,,,,,,,,,,,,,,,,,,616 mm,365 mm,12 mm,3.14 kg,,No,180 Hz,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
