title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Color,Display,Panel Type,Screen Resolution Type,Sales Package,Screen Form Factor,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Color Gamut,Power Requirement,HDMI,Display Port,HDCP Support,System Requirements,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Backlight,Resolution,HD Standard,Contrast Ratio,Pixel Pitch,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Power Consumption,VGA,Other Mounting Features,Plug and Play,Other Features,Width With Stand,Height With Stand,Depth With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Series,3D,Processor,Display Screen Coating,Maximum 3D Refresh Rate,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Number of Speakers,Other Audio Features,Power Output Per Speaker,DVI,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Inbuilt Webcam,Controls,OSD Languages Supported,Weight With Stand,Weight Without Stand,Other Power Features,Other Connectivity Features,Audio Jacks,Part Number
Acer Nitro 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel Gaming Monitor (VG240Y),"₹9,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kk76wsw0/monitor/z/j/2/vg240ys-um-qv0ss-s01-acer-original-imafzhrx7chh7cbg.jpeg?q=70,https://www.flipkart.com/acer-nitro-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-gaming-monitor-vg240y/p/itm0cedfb5040f99?pid=MONFZA9NKSTZCQFP&lid=LSTMONFZA9NKSTZCQFPU3PAYU&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_4_93&otracker=search&otracker1=search&fm=organic&iid=f88cdaaf-2c59-442e-acbd-e6a6f32f14fe.MONFZA9NKSTZCQFP.SEARCH&ppt=None&ppn=None&ssid=jdeo97o68g0000001738367683899&qH=08b5411f848a2581,2025-02-01 00:54:47,VG240Y,Black,60.45 cm (23.8 inch) LCD Display,IPS Panel,Full HD,"1 Monitor, Stand, Power Cord, Manual",Flat,16.7 M Colors,"165 Hz (Analog), 165 Hz (Digital)",16:09,"178° (2D), 178° (3D)",178° (2D),0.5 ms,250 Nits (2D),,,"Yes, 2 x HDMI 2.0 Port",Yes,,,3 Years Onsite Warranty from Date of Purchase,Manufacturing Defects,Physical Damage,3 Year,LED Backlit Backlight,1920 x 1080 pixels,1080p,1000:1,,"Yes, 2 Speakers  with 4 W Power Output Per Speaker",No,No,Yes,"30 W (Operational), 0.5 W (Standby)",No,,Yes,,540 mm,414 mm,240 mm,,,,Nitro,No,,,,,,No,,,,,2,,4,No,,Yes,,,,,,,,5 to 20 Degrees,,100 x 100 mm,VESA,,,,,4.11 kg,3.66 kg,,,Audio Out,
"BenQ GW2790T 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with 99% sRGB, Height Adjustable, Eye-ca...","₹12,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/x/x/a/gw2790t-full-hd-27-2024-gw2790t-benq-original-imahfccdefqhf2fn.jpeg?q=70,https://www.flipkart.com/benq-gw2790t-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-99-srgb-height-adjustable-eye-careu-dual-hdmi-display-port-bezel-less-eyesafe-vesa-mediasync-brightness-intelligence-low-blue-light-speakers-wall-mountable-monitor-gw2790t/p/itme87365c8d5519?pid=MONHF3W7V9ZWNRZ6&lid=LSTMONHF3W7V9ZWNRZ6ZCMPYQ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_4_94&otracker=search&otracker1=search&fm=organic&iid=f88cdaaf-2c59-442e-acbd-e6a6f32f14fe.MONHF3W7V9ZWNRZ6.SEARCH&ppt=None&ppn=None&ssid=jdeo97o68g0000001738367683899&qH=08b5411f848a2581,2025-02-01 00:54:47,GW2790T,Black,68.58 cm (27 inch) LED Display,IPS Panel,Full HD,"1 Monitor, Power Cord, HDMI Signal Cable, Quick Service Guide, Warranty Card",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,5 ms,250 nits (2D),"sRGB, 99%",AC 100 - 240 V,"Yes, 2",Yes,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,LED Backlit Backlight,1920 x 1080 pixels,1080p,20000000:1 (Dynamic),,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",Yes,,Yes,35 W (Operational),,,Yes,,,,,,,,GW2790T,,,Anti-glare,,,,,,,,,2,,2,,,,,,,,,,,,,100 x 100 mm,VESA,,No,,,,,,,,
Enter HDMI and VGA LED 50.8 cm (20 inch) Full HD TN Panel Monitor (20 inch),"₹2,998",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/w/n/20-inch-full-hd-20-a09-enter-original-imagjgdegjuhcuaa.jpeg?q=70,https://www.flipkart.com/enter-hdmi-vga-led-50-8-cm-20-inch-full-hd-tn-panel-monitor/p/itm4382471b02663?pid=MONGJGDER4G4NMHS&lid=LSTMONGJGDER4G4NMHSIR1JZA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_4_95&otracker=search&otracker1=search&fm=organic&iid=f88cdaaf-2c59-442e-acbd-e6a6f32f14fe.MONGJGDER4G4NMHS.SEARCH&ppt=None&ppn=None&ssid=jdeo97o68g0000001738367683899&qH=08b5411f848a2581,2025-02-01 00:54:47,20 inch,Black,50.8 cm (20 inch) LED Display,TN Panel,Full HD,"MONITOR, STAND, HDMI CABLE, POWER CORD, USER MANUAL",Flat,,"60 Hz (Analog), 60 Hz (Digital)",,,,6 ms,,,,,,,,1 Year Manufracturer Warranty,INTERNAL DAMAGES,PHYSICAL DAMAGES AND BURNT,,,,,,,,,,,,,,,,,,,,,,HDMI and VGA LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG Odyssey G5 68.58 cm (27 inch) UWQHD VA Panel with HDR10, Height Adjustable Stand, Flat Gaming ...","₹20,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/g/m/v/-original-imah5c94zgtsfsha.jpeg?q=70,https://www.flipkart.com/samsung-odyssey-g5-68-58-cm-27-inch-uwqhd-va-panel-hdr10-height-adjustable-stand-flat-gaming-monitor-ls27cg510ewxxl/p/itm4720d5fd11eb3?pid=MONGZ75ZNTKDEFUV&lid=LSTMONGZ75ZNTKDEFUVYCX50S&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_4_96&otracker=search&otracker1=search&fm=organic&iid=f88cdaaf-2c59-442e-acbd-e6a6f32f14fe.MONGZ75ZNTKDEFUV.SEARCH&ppt=None&ppn=None&ssid=jdeo97o68g0000001738367683899&qH=08b5411f848a2581,2025-02-01 00:54:47,LS27CG510EWXXL,Black,68.58 cm (27 inch) LED Display,VA Panel,UWQHD,"1 Unit Monitor, Power Cable, HDMI Cable",Flat,,"165 Hz (Analog), 165 Hz (Digital)",16:9,,,1 ms,300 nits (2D),,AC 100 - 240 V,Yes,,,,3 Years Domestic Warranty,Manufacturing Defects Only,Physical Damages will Not Covered in Warranty,3 Year,,2560 x 1440 pixels,,,,,,,,,,,,,,,,,,,Odyssey G5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:54:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:54:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.5,Data not available,https://rukminim2.flixcart.com/image/300/300/kk76wsw0/monitor/z/j/2/vg240ys-um-qv0ss-s01-acer-original-imafzhrx7chh7cbg.jpeg?q=90,URL not available,2025-02-01 00:54:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:54:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:56:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG 60.96 cm (24 inch) Full HD IPS Panel Flicker-Free, HDMI, Display Port, Bezel-less Design Flat ...","₹7,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/q/6/9/-original-imah8pwhvz2tzucv.jpeg?q=70,https://www.flipkart.com/samsung-60-96-cm-24-inch-full-hd-ips-panel-flicker-free-hdmi-display-port-bezel-less-design-flat-monitor-ls24c330gawxxl/p/itm242e33dfe21e9?pid=MONGYYQGKSZJTEBP&lid=LSTMONGYYQGKSZJTEBPM0MVH1&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_97&otracker=search&otracker1=search&fm=organic&iid=en_QHVgEhOvTOpSY_duiuxlq5cZetoCeVpPQHP7ZV31QxCT7xd7WJiRXD_wdXYSn6yeBHxLNnXhXR0D4iDmUbgciw%3D%3D&ppt=None&ppn=None&ssid=e12c2une8w0000001738367781195&qH=08b5411f848a2581,2025-02-01 00:56:24,LS24C330GAWXXL,Black,60.96 cm (24 inch) LED Display,IPS Panel,Full HD,"1 Monitor, Accessory included, Power Cable (1.5M), HDMI Cable, User Manual",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,178° (2D),178° (2D),4 ms,250 nits (2D),72%,AC 100 - 240 V,Yes,Yes,Yes,Windows 10,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elista 54.61 cm (21.5 inch) Full HD LED Backlit IPS Panel Monitor (ELS-V2210 HD LED Bezel less),"₹5,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/m/r/els-v2210-hd-led-bezel-less-full-hd-21-5-2023-els-v2210-hd-led-original-imah4fgzhkhv3x2e.jpeg?q=70,https://www.flipkart.com/elista-54-61-cm-21-5-inch-full-hd-led-backlit-ips-panel-monitor-els-v2210-bezel-less/p/itm6202c978219d6?pid=MONGSJWYP2QHCFYD&lid=LSTMONGSJWYP2QHCFYDU3JPSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_98&otracker=search&otracker1=search&fm=organic&iid=en_QHVgEhOvTOpSY_duiuxlq5cZetoCeVpPQHP7ZV31QxB6lw4l1XZDd3fOFTCt_WPrUVV75mDd4FEg6EJ9CLhsnw%3D%3D&ppt=None&ppn=None&ssid=e12c2une8w0000001738367781195&qH=08b5411f848a2581,2025-02-01 00:56:24,ELS-V2210 HD LED Bezel less,Black,54.61 cm (21.5 inch) LED Display,IPS Panel,Full HD,"Monitor-01 No, Base- 01 No, HDMI Cable- 01 No, Power Cord-01 No, User Manual",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:09,178° (2D),178° (2D),4 ms,250 nits (2D),,,"Yes, 1",,,,1 Year Carry in to brand service center.,Products are warranted against defects in materials and craftsmanship for a period of one year from the date of original retail purchase,"The warranty does not include damage resulting from accidents, improper use, maintenance, repair, or from other causes that are not defects in materials or craftsmanship, Burnt or defects arising due to use of CFL",1 Year,LED Backlit Backlight,1920 x 1080 pixels,1920 x 1080,500000:1 (Dynamic),0.248 mm,No,No,No,No,"22 W (Operational), 0.5 W (Standby)",Yes,Can be Wall mounted (Mounting Kit not provided as standard packaging),Yes,"Frameless | IPS Display, | HD Resolution 1920 x 1080, | No Splash, | Flicker Free",540 mm,520 mm,30 mm,540 mm,340 mm,30 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG 60.96 cm (24 inch) Full HD LED Backlit VA Panel Gaming Monitor (LS24AG300NWXXL),"₹11,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/q/e/c/ls24ag300nwxxl-full-hd-24-2023-ls24ag300nwxxl-samsung-original-imah2tzjzb8wbg5c.jpeg?q=70,https://www.flipkart.com/samsung-60-96-cm-24-inch-full-hd-led-backlit-va-panel-gaming-monitor-ls24ag300nwxxl/p/itm66c27f2ed11cb?pid=MONGZS3TZM8VGP7S&lid=LSTMONGZS3TZM8VGP7SUJGW69&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_99&otracker=search&otracker1=search&fm=organic&iid=8fb217e1-4a58-4bc2-a9c0-0dcd10270880.MONGZS3TZM8VGP7S.SEARCH&ppt=None&ppn=None&ssid=e12c2une8w0000001738367781195&qH=08b5411f848a2581,2025-02-01 00:56:24,LS24AG300NWXXL,Black,60.96 cm (24 inch) LED Display,VA Panel,Full HD,1 monitor,Flat,,"144 Hz (Analog), 144 Hz (Digital)",,,,1 ms,2502 nits (2D),,AC 100 - 240 V,Yes,,,,3 Years Domestic Warranty,Manufacturing Defects Only,Physical Damages will Not Covered in Warranty,3 Year,LED Backlit Backlight,,,3000:1,,No,Yes,,No,27 W (Operational),,,Yes,,,,,,,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,
"Enter 39.12 cm (15.4 inch) HD TN Panel Monitor (Black HD LED Backlit 15.4"" inch Monitor with HDMI and ...","₹2,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l12h1u80/monitor/e/y/a/vga-led-monitor-sxga-17-1-e-mo-ao2-enter-original-imagcq6a82tskvw2.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-hd-tn-panel-monitor-black-led-backlit-15-4-inch-hdmi-vga/p/itma8dc42c1071fd?pid=MONGCWB248VVED3E&lid=LSTMONGCWB248VVED3EXUP4ND&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&spotlightTagId=TrendingId_6bo%2Fg0i%2F9no&srno=s_5_100&otracker=search&otracker1=search&fm=organic&iid=8fb217e1-4a58-4bc2-a9c0-0dcd10270880.MONGCWB248VVED3E.SEARCH&ppt=None&ppn=None&ssid=e12c2une8w0000001738367781195&qH=08b5411f848a2581,2025-02-01 00:56:24,"Black HD LED Backlit 15.4"" inch Monitor with HDMI and VGA",Black,39.12 cm (15.4 inch) HD Display,TN Panel,HD,1,Flat,,"60 Hz (Analog), 60 Hz (Digital)",,,,3 ms,,,,,,,,1,manufacturing defcet,physical damage & burnt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),"₹3,154",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/5/k/mon-0054-hd-20-2023-mon-0054-frontech-original-imahyrryap3ccunb.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0054/p/itm8713072821479?pid=MONGS24B7UGXAKTX&lid=LSTMONGS24B7UGXAKTXPSDLVN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_101&otracker=search&otracker1=search&fm=organic&iid=en_QHVgEhOvTOpSY_duiuxlq5cZetoCeVpPQHP7ZV31QxCsBxpVLWmC4ami1Aa4zGUQ74pIOCgOsQwMv4cWGsBP7Q%3D%3D&ppt=None&ppn=None&ssid=e12c2une8w0000001738367781195&qH=08b5411f848a2581,2025-02-01 00:56:24,MON-0054,Black,50.8 cm (20 inch) LED Display,VA Panel,HD,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:09,"130° (2D), 160° (3D)","90° (2D), 0° (3D)",5 ms,"250 nits (2D), 0 nits (3D)",86%,AC 180V - 255V,"Yes, 1 x 1.3 Port",Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,LED Backlit Backlight,1600 x 900 pixels,1080p,"1000000:1, 1000000:1 (Dynamic)",0.276 mm,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,"24 W (Operational), 0 W (Standby)","Yes, 15 Pin",NA,Yes,NA,220 mm,360 mm,471 mm,220 mm,356 mm,471 mm,-,No,-,-,0 Hz,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,0,NA,0,Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,No,"Auto, Menu, Up, Down, Power",15 Languages,3.25 kg,3 kg,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),"₹2,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/t/x/mon-0074-hd-20-2024-mon-0074-frontech-original-imahfcg7gfpbrean.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_102&otracker=search&otracker1=search&fm=organic&iid=en_QHVgEhOvTOpSY_duiuxlq5cZetoCeVpPQHP7ZV31QxBreiRfAfnstcN2akkGQmUtPcJaFoqu5n9y1uOEkOSB5g%3D%3D&ppt=None&ppn=None&ssid=e12c2une8w0000001738367781195&qH=08b5411f848a2581,2025-02-01 00:56:24,MON-0074,Black,50.8 cm (20 inch) LED Display,VA Panel,HD,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:09,"130° (2D), 160° (3D)","90° (2D), 0° (3D)",3 ms,"250 nits (2D), 0 nits (3D)",86%,AC 180V - 255V,"Yes, 1 x 1.3 Port",Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,LED Backlit Backlight,1600 x 900 pixels,HD,"1000000:1, 1000000:1 (Dynamic)",0.276 mm,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,"24 W (Operational), 0 W (Standby)","Yes, 15 Pin",NA,Yes,NA,220 mm,360 mm,471 mm,220 mm,356 mm,471 mm,-,No,-,-,0 Hz,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,0,NA,0,Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,No,"Auto, Menu, Up, Down, Power",15 Languages,3.25 kg,3 kg,,,,
"ViewSonic 68.58 cm (27 Inch) Full HD LED Backlit IPS Panel with 2X2W Inbuilt Speakers, HDMI, VGA, Wall...","₹8,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/h/6/z/-original-imah45n3tte9pv6b.jpeg?q=70,https://www.flipkart.com/viewsonic-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-2x2w-inbuilt-speakers-hdmi-vga-wall-mount-view-mode-eye-care-flicker-free-srgb-105-bezel-less-monitor-va2732-mh/p/itm89d9e02c0217d?pid=MONGHFC4HEGHUNSD&lid=LSTMONGHFC4HEGHUNSDADASLT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_103&otracker=search&otracker1=search&fm=organic&iid=8fb217e1-4a58-4bc2-a9c0-0dcd10270880.MONGHFC4HEGHUNSD.SEARCH&ppt=None&ppn=None&ssid=e12c2une8w0000001738367781195&qH=08b5411f848a2581,2025-02-01 00:56:24,VA2732-MH,Black,68.58 cm (27 Inch) LED Display,IPS Panel,Full HD,"1 Monitor, Power Adaptor, 1.5 m HDMI Cable (V1.4, Male - Male), Quick Start Guide",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:9,"178° (2D), 178° (3D)",178° (2D),4 ms,250 nits (2D),104% SRGB,DC 12 V,"Yes, 1 x HDMI 1.4 Port",No,Yes,,3 Years Manufacturer Warranty,Manufacturing Defects Only,Physical Damage,3 Year,LED Backlit Backlight,1920 x 1080 pixels,,1000:1,0.311 mm,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",Yes,No,Yes,"28 W (Operational), 0.3 W (Standby)",Yes,,Yes,,615 mm,458 mm,225 mm,615 mm,364 mm,46 mm,,,,,100 Hz,,,No,,,,,2,,2,No,,Yes,Yes,,,,,,Base Detachable,,,100 x 100 mm,VESA,,No,,14 Languages,4.1 kg,3.6 kg,,,"Audio In, Audio Out",
iVoomi 43.18 cm (17 inch) Full HD LED Backlit Monitor (Square IV-L19O1HDM),"₹2,547",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l0bbonk0/monitor/z/2/k/square-iv-l19o1hdm-full-hd-iv-l19o1hdm-ivoomi-original-imagc5224d78eryg.jpeg?q=70,https://www.flipkart.com/ivoomi-43-18-cm-17-inch-full-hd-led-backlit-monitor-square-iv-l19o1hdm/p/itmc1cdf12b9e9ef?pid=MONGC5223CTDT5VS&lid=LSTMONGC5223CTDT5VSMR79TQ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_104&otracker=search&otracker1=search&fm=organic&iid=8fb217e1-4a58-4bc2-a9c0-0dcd10270880.MONGC5223CTDT5VS.SEARCH&ppt=None&ppn=None&ssid=e12c2une8w0000001738367781195&qH=08b5411f848a2581,2025-02-01 00:56:24,Square IV-L19O1HDM,Black,43.18 cm (17 inch) LED Display,,Full HD,"1 Unit LED Monitor, 1 Unit Stand, 1 Unit User Manual, 1 Unit HDMI Cable, 1 Unit Power Cable",Flat,,"60 Hz (Analog), 60 Hz (Digital)",,,,5 ms,,,,"Yes, 1",,,,1 Year Manufacture Warranty,Manufacturing Defect,Physical Damage,1 Year,LED Backlit Backlight,1280 x 1024 pixels,,800:1,,No,,,No,,Yes,,Yes,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontech Ultima Series 68.58 cm (27 inch) Curved Full HD LED Backlit VA Panel Monitor (MON-0085),"₹8,850",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/m/r/s/mon-0085-full-hd-27-2024-mon-0085-frontech-original-imah8s8d4jgnaugk.jpeg?q=70,https://www.flipkart.com/frontech-ultima-series-68-58-cm-27-inch-curved-full-hd-led-backlit-va-panel-monitor-mon-0085/p/itmd2044d541494a?pid=MONH62GVPGZB3Y59&lid=LSTMONH62GVPGZB3Y59JUSPDG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_105&otracker=search&otracker1=search&fm=organic&iid=8fb217e1-4a58-4bc2-a9c0-0dcd10270880.MONH62GVPGZB3Y59.SEARCH&ppt=None&ppn=None&ssid=e12c2une8w0000001738367781195&qH=08b5411f848a2581,2025-02-01 00:56:24,MON-0085,White,68.58 cm (27 inch) LED Display,VA Panel,Full HD,"1 Monitor, 1 Power Adapter, 1 Signal Cable, 1 Power Adapter, 1 Monitor Base Stand, 1 Monitor Base Support, 1 Unit Manual",Curved,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",16:09,178° (2D),178° (2D),12 ms,250 nits (2D),sRGB 99.96%,DC 12V - 3A,"Yes, 1 x 1.4 Port",No,Yes,"Windows 11, Windows 10, Windows 8, Windows 7",3 Years Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,3 Year,LED Backlit Backlight,1920 x 1080 pixels,1080p,"1000:1, 1000:1 (Dynamic)",0.3114 mm,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",No,No,Yes,"33 W (Operational), 0 W (Standby)","Yes, 15 Pin",-,Yes,NA,615.5 mm,445.6 mm,15 mm,613 mm,443 mm,8 mm,Ultima Series,No,-,-,,,"Sleek Design, Full HD Bezel Less, Curved R1500","No, Supported by - with -",0 ms,-,-,NA,2,NA,2,No,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,0 - 50° C,20 - 80 %,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,NA,No,"Auto, Menu, Down, Power, Up",18 Languages,3.7 kg,3.6 kg,NA,-,,
"SAMSUNG 68.58 cm (27 inch) Curved Full HD LED Backlit VA Panel with HDMI, Audio Ports, 1800R,Flicker F...","₹10,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/h/g/w/-original-imah5c9a6k7wvcnz.jpeg?q=70,https://www.flipkart.com/samsung-68-58-cm-27-inch-curved-full-hd-led-backlit-va-panel-hdmi-audio-ports-1800r-flicker-free-slim-design-monitor-lc27r500fhwxxl/p/itm2b3d85c6f4a17?pid=MONG5F738K3QHPHW&lid=LSTMONG5F738K3QHPHW2CD6C7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_106&otracker=search&otracker1=search&fm=organic&iid=8fb217e1-4a58-4bc2-a9c0-0dcd10270880.MONG5F738K3QHPHW.SEARCH&ppt=None&ppn=None&ssid=e12c2une8w0000001738367781195&qH=08b5411f848a2581,2025-02-01 00:56:24,LC27R500FHWXXL,gray,68.58 cm (27 inch) LCD Display,VA Panel,Full HD,"1 MAIN UNIT MONITOR, POWER CORD, WARRANTY CARD, USER MANUAL, HDMI CABLE",Curved,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:9,178° (2D),178° (2D),4 ms,200 nits (2D),,AC 100~240V,"Yes, 1.2 Port",Yes,,,3 Years Onsite Warranty,Manufacturing Defects,Physical Damage If Serial No. is Misplace from Packaging Box.,3 Year,LED Backlit Backlight,"2,560 x 1,440 pixels",,"2,500:1(Typ.), Mega DCR (Dynamic)",,,,,,"48 W (Operational), 0.5 W (Standby)",,,,,,,,,,,,,,Anti glare,,,,,,,,,,,,,,Yes,,10 - 40° C,10 - 80° C,10 - 40° C,10 - 80 %,,Simple,,,75*75 mm,,,,,,,,,,Audio Out,
