title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Backup,Power Supply,Chipset,Expandable Memory,RAM Frequency,Cache,RPM,Number of Cores,Expandable SSD Capacity,Supported Operating System,Mic In,HDMI Port,Multi Card Slot,Hardware Interface,Sound Chip,Sound Properties,Ethernet,Security Chip,Backlit Keyboard,Included Software,Additional Features,Domestic Warranty,Pointer Device,Battery Cell,OS Architecture,System Architecture,Inbuilt 4G LTE,Memory Slots,NFC Support,Wireless WAN,Face Recognition,Lock Port,Laptop Bag,EMMC Storage Capacity,RJ45,Refresh Rate,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Stylus Included,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Brightness,Read/Write Speed,Antivirus,Recovery Options,Other Accessories,International Warranty,TGP,Color Gamut,Certification,HDD Capacity
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15IRH8 Thin a...,"₹57,725",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/f/4/-original-imah5uhr8dsgpd74.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-15irh8-thin-light-laptop/p/itm76f0e5d975817?pid=COMGVQ2YB9SU8KMF&lid=LSTCOMGVQ2YB9SU8KMF2MGQ5W&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_77&otracker=search&fm=organic&iid=c888d8b4-9803-4bdb-b87e-8fcecff56c4d.COMGVQ2YB9SU8KMF.SEARCH&ppt=None&ppn=None&ssid=3vv4pkm81s0000001738684487943&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",15IRH8,83EM0026IN,15IRH8,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,LPDDR5,13420H,Max Turbo Frequency upto 4.6GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2), 2 x USB 3.2 Gen 1",No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,"Full HD, IPS 300nits Anti-glare",Yes,Yes,"Wi-Fi 6, 11ax 2x2",v5.1,359.3 x 235 x 17.9 mm,1.62 Kg,Not Available,Full HD 1080p with Privacy Shutter,No,"Backlit, English",1 Yr. Onsite + 1 Yr. Accidental Damage Protection,Carry-In,Manufacturing Defects,Physical Damage,,,,,,,,,,,,1 x HDMI 1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,"₹13,490",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/r/b/cx1400cka-ek0335-chromebook-asus-original-imah2f9ch5u9enbq.jpeg?q=70,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1400cka-nk0453/p/itm3cc0cadd59faf?pid=COMGSHM3RGXQ6ZVX&lid=LSTCOMGSHM3RGXQ6ZVXCDQ8VY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_78&otracker=search&fm=organic&iid=c888d8b4-9803-4bdb-b87e-8fcecff56c4d.COMGSHM3RGXQ6ZVX.SEARCH&ppt=None&ppn=None&ssid=3vv4pkm81s0000001738684487943&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Charger, Product manual",CX1400CKA-NK0453,90NX03I2-M00FX0,CX1400CKA-NK0453,Chromebook,Transparent Silver,Chromebook,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",No,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4X,N4500,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Intel Integrated UHD,eMMC,Chrome,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 1 Type-C support display / power delivery",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, LED Backlit",,,Wi-Fi 6 (802.11ax),v5.2,326.5 x 228.7 x 18.7 mm,1.47 Kg,Not Available,720p HD camera,No,Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Ho...","₹43,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/2/s/-original-imah2ger8qjev3sj.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj520ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMH2D4GHZZGSHDP&lid=LSTCOMH2D4GHZZGSHDPPOYP5X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_79&otracker=search&fm=organic&iid=c888d8b4-9803-4bdb-b87e-8fcecff56c4d.COMH2D4GHZZGSHDP.SEARCH&ppt=None&ppn=None&ssid=3vv4pkm81s0000001738684487943&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",X1504ZA-NJ520WS,90NB14H1-M00070,X1504ZA-NJ520WS,"Vivobook 15, with Backlit Keyboard,",Quiet Blue,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,1235U,Max turbo frequency at 4.40 Ghz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified",Yes,Yes,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.3,359.7 x 232.5 x 17.9 mm,1.7 Kg,Not Available,720p HD camera ; With privacy shutter,,Backlit Chiclet Keyboard with Num-key,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,1 x HDMI 1.4,,,,,,,,,,,,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹62,490",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/r/w/-original-imah2h5m6ykrzarz.jpeg?q=70,https://www.flipkart.com/lenovo-loq-amd-ryzen-5-quad-core-7235hs-12-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15arp9-gaming-laptop/p/itmd3fbbdced2d6b?pid=COMHFYZ3DGBDSGGY&lid=LSTCOMHFYZ3DGBDSGGY9EBU08&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_80&otracker=search&fm=organic&iid=c888d8b4-9803-4bdb-b87e-8fcecff56c4d.COMHFYZ3DGBDSGGY.SEARCH&ppt=None&ppn=None&ssid=3vv4pkm81s0000001738684487943&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",15ARP9,83JC0031IN,15ARP9,LOQ,Luna Grey,Gaming Laptop,Gaming,Yes,AMD,Ryzen 5 Quad Core,,Yes,512 GB,12 GB,DDR5,7235HS,Max Frequency up to 4.2 GHz,NVIDIA GeForce RTX 3050,SSD,Windows 11 Home,"3 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-C (USB 10Gbps / USB 3.2 Gen 2), with Lenovo PD 140W and DisplayPort 1.4",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC",Yes,Yes,"Wi-Fi 6, 11ax 2x2",v5.2,359.86 x 258.7 x 23.9 mm,2.38 Kg,Not Available,HD 720p with E-shutter,,"White Backlit, English",1Yr Warranty and 1 Yr Accidental Damage Protection,Carry-in,Manufacturing Defects,Physical Damage,,170 W,,,,,,,,,,1 x HDMI 2.1,,,,,,,,,,,,,,,,,,,,,,,,,GDDR6,6 GB,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,"₹81,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/n/p/-original-imagfdfew8gszzhk.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mlxy3hn-a/p/itm6533ea968a81e?pid=COMGFB2GWHPVFMJW&lid=LSTCOMGFB2GWHPVFMJWKVXDUX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=FkPickId_6bo%2Fb5g&srno=s_4_81&otracker=search&fm=organic&iid=c888d8b4-9803-4bdb-b87e-8fcecff56c4d.COMGFB2GWHPVFMJW.SEARCH&ppt=None&ppn=None&ssid=3vv4pkm81s0000001738684487943&qH=312f91285e048e09,2/5/2025 16:51,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLXY3HN/A,MLXY3HN/A,MacBook Air,MacBook AIR,Silver,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,NA,SSD,Mac OS Monterey,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic array with directional beamforming,802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,Up to 18 hours,30 W USB-C Power Adapter,,,,,,8,,,Yes,,,,,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",,,Yes,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.6 Watt Hour Lithium polymer Battery,1 Year,Force Touch Trackpad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Lapto...,"₹38,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/g/i/-original-imah4qscphqxayfm.jpeg?q=70,https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15s-eq2182au-thin-light-laptop/p/itm2f070129053ed?pid=COMGFRHGDB9G3Z9C&lid=LSTCOMGFRHGDB9G3Z9CBGKRA6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_82&otracker=search&fm=organic&iid=c888d8b4-9803-4bdb-b87e-8fcecff56c4d.COMGFRHGDB9G3Z9C.SEARCH&ppt=None&ppn=None&ssid=3vv4pkm81s0000001738684487943&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq2182AU,6K7U2PA#ACJ,15s- eq2182AU,,Silver,Thin and Light Laptop,Performance,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,16 GB,DDR4,5500U,Up to 4.0 GHz max boost clock,AMD Radeon Radeon Graphics,SSD,Windows 11 Home,"1x SuperSpeed USB Type-C 5Gbps signaling rate, 2x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 pixel,"FHD, micro-edge, anti-glare, (Brightness 250 nits, 141 ppi, Color Gamut 45%NTSC)",Dual Speakers,1x multi-format SD media card reader,Realtek RTL8821CE 802.11b/g/n/ac (2x2),v5.0,358 x 242 x 17.9 mm,1.69 kg,Not Available,HP True Vision HD Camera,,Full-size island-style backlit Natural Silver keyboard with numeric keypad,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,3200 MHz,8,,6,,Windows 11 Home,Yes,1x HDMI 1.4b,1x multi-format SD media card reader,PCIe NVMe,,,,,Yes,"Microsoft Office 2021 Home & Student, HP Documentation, HP BIOS recovery, HP Smart","41 Wh Li-ion Battery, Support battery fast charge",1 Year,"HP Imagepad with multi-touch gesture support, Precision Touchpad Support",3,64 bit,64,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo V14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V14 ITL G2 Thin and Light ...,"₹36,490",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/6/c/a/v14-thin-and-light-laptop-lenovo-original-imah4fkfdz9vk9vy.jpeg?q=70,https://www.flipkart.com/lenovo-v14-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-itl-g2-thin-light-laptop/p/itm330ccb4eab074?pid=COMG6VRPCDUFX6X4&lid=LSTCOMG6VRPCDUFX6X4KK4QFL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_83&otracker=search&fm=organic&iid=c888d8b4-9803-4bdb-b87e-8fcecff56c4d.COMG6VRPCDUFX6X4.SEARCH&ppt=None&ppn=None&ssid=3vv4pkm81s0000001738684487943&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",V14 ITL G2,82KA00LLIH,V14,V14,Iron Grey,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",No,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,1235U,1.3Ghz UPTO 4.2 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD IPS LED Anti-glare Display,Yes,,802.11ac 2x2 Wi-Fi,v5.0,324.2 x 215.2 x 19.9 mm,1.6 kg,Not Available,1M HD Camera,No,English Keyboard,1 Year Carry In To SERVICE CENTER WARRANTY,1 Year Carry In To SERVICE CENTER WARRANTY,Manufacturing Defects,Physical Damage,Upto 4 hours,65W round tip (3-pin) AC adapter,,,,12MB,,,,Windows 11 Home,,1 x HDMI 1.4,,,,,,,,N/A,,1 Year,,2 Cell,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7W4HN/A,"₹91,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/q/h/-original-imagypv6prbgkfzg.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-16-gb-256-gb-ssd-macos-sequoia-mc7w4hn-a/p/itm2ea42dec44bca?pid=COMH64PYZU4ZZR79&lid=LSTCOMH64PYZU4ZZR79AHLYXY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_84&otracker=search&fm=organic&iid=c888d8b4-9803-4bdb-b87e-8fcecff56c4d.COMH64PYZU4ZZR79.SEARCH&ppt=None&ppn=None&ssid=3vv4pkm81s0000001738684487943&qH=312f91285e048e09,2/5/2025 16:51,"13.6 inch MacBook Air USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MC7W4HN/A,MC7W4HN/A,MacBook Air,MacBook AIR,Starlight,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,,Yes,256 GB,16 GB,Unified Memory,,,NA,SSD,macOS Sequoia,2 x Thunderbolt USB 4,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina display, LED-backlit display with IPS technology native resolution at 224 pixels per inch, 500 nits brightness",Built-in Speakers,,Wi-Fi 6 (802.11ax),v5.3,304.1 x 215.0 x 11.3 mm,1.24 kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,Upto 18 Hours,,,,,,,,,,Yes,,,,,Four-speaker sound system,,,Yes,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook Air Apple M3 - (16 GB/1 TB SSD/macOS Sonoma) MXCR3HN/A,"₹1,74,900",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/v/v/-original-imagfdeqter4sj2j.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m3-16-gb-1-tb-ssd-macos-sonoma-mxcr3hn-a/p/itmdc5308fa78421?pid=COMH2SZFPUFGHDYZ&lid=LSTCOMH2SZFPUFGHDYZ4RQTLW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_85&otracker=search&fm=organic&iid=c888d8b4-9803-4bdb-b87e-8fcecff56c4d.COMH2SZFPUFGHDYZ.SEARCH&ppt=None&ppn=None&ssid=3vv4pkm81s0000001738684487943&qH=312f91285e048e09,2/5/2025 16:51,"MacBook Air, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MXCR3HN/A,Z1BC002UV,MacBook Air,MacBook Air,Midnight,Thin and Light Laptop,Processing & Multitasking,No,Apple,M3,,Yes,1 TB,16 GB,Unified Memory,,,NA,SSD,macOS Sonoma,"2 x Thunderbolt / USB 4 ports with support for Charging, DisplayPort, Thunderbolt 3 (up to 40 Gbps), USB 4 (up to 40 Gbps)",No,33.02 cm (13 Inch),2560 x 1664 Pixel,"Liquid Retina display, LED-backlit Display with IPS Technology, Native Resolution at 224 pixels per inch, 500 nits Brightness",Built-in Speakers,"Three-mic array with directional beamforming, Voice Isolation and Wide Spectrum microphone modes (M3), Enhanced voice clarity in audio and video calls",Wi-Fi 6 (802.11ax),v5.3,304.1 x 215 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,Upto 18 Hours,USB-C Power Adapter,,,,,,8,,,,,,,,"Four-speaker sound system, Support for Spatial Audio when playing music or video with Dolby Atmos on built-in speakers, Spatial Audio with dynamic head tracking when using, AirPods (3rd generation), AirPods Pro and AirPods Max, Three-mic array with directional beamforming, Voice Isolation and Wide Spectrum microphone modes (M3), Enhanced voice clarity in audio and video calls (M3), 3.5 mm headphone jack with advanced support for highâ€‘impedance headphones",,,Yes,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos",52.6 Watt Hour Lithium polymer Battery,1 Year,Force Touch Trackpad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ323WS Thin...,"₹37,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/2/s/-original-imah2ger8qjev3sj.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj323ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGZDQJ7WBQQ7AR&lid=LSTCOMGZDQJ7WBQQ7ARKVDISD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_86&otracker=search&fm=organic&iid=c888d8b4-9803-4bdb-b87e-8fcecff56c4d.COMGZDQJ7WBQQ7AR.SEARCH&ppt=None&ppn=None&ssid=3vv4pkm81s0000001738684487943&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, battery, power adapter, user guide",X1504VA-NJ323WS,90NB10J1-M00CR0,X1504VA-NJ323WS,Vivobook 15,Quiet Blue,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,13th Gen,Yes,512 GB,8 GB,DDR4,1315U,Max Turbo Frequency up to 4.5 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C support power delivery, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,,1.70 Kg,Not Available,720p HD camera With privacy shutter,Yes,Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,No,,,1 Year,,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,"₹35,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/q/k/-original-imah8frtg7ghh4zq.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-14iau7-thin-light-laptop/p/itmdfa8fc0e85938?pid=COMHFYZ3VJ36ZTJZ&lid=LSTCOMHFYZ3VJ36ZTJZGRHDNQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_87&otracker=search&fm=organic&iid=c888d8b4-9803-4bdb-b87e-8fcecff56c4d.COMHFYZ3VJ36ZTJZ.SEARCH&ppt=None&ppn=None&ssid=3vv4pkm81s0000001738684487943&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IAU7,82RJ00FKIN,14IAU7,IdeaPad 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,0.9 GHz upto Max Turbo Frequency 4.4 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, TN 250nits Anti-glare",Yes,Yes,"Wi-Fi 6, 11ax 2x2",v5.2,324.2 x 215.7 x 19.9 mm,1.43 Kg,Not Available,HD 720p with Privacy Shutter,,"Backlit, English",1 Yr. Onsite,Carry-in,Manufacturing Defects,Physical Damage,,65 W,,,,,,,,,,1 x HDMI 1.4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK522...,"₹44,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/o/h/e1504fa-lk322ws-thin-and-light-laptop-asus-original-imah2uwz83zzhvyk.jpeg?q=70,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk522ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFNWASKGZ4&lid=LSTCOMGMGXFNWASKGZ43Q8SXL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_88&otracker=search&fm=organic&iid=c888d8b4-9803-4bdb-b87e-8fcecff56c4d.COMGMGXFNWASKGZ4.SEARCH&ppt=None&ppn=None&ssid=3vv4pkm81s0000001738684487943&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, battery, power adapter, user guide",E1504FA-LK522WS,90NB0ZR2-M00J30,E1504FA-LK522WS,Vivobook Go 15 OLED,Mixed Black,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,LPDDR5,7520U,2.8 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1,x USB 3.2 Gen 1 Type-A, 1,x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, OLED 16:9 aspect ratio, 0.2ms response time, 60Hz refresh rate, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors,,PANTONE Validated,,Glossy display, 70% less harmful blue light",Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,360.3 x 232.5 x 17.9 mm,1.63 Kg,Not Available,720p HD camera With privacy shutter,No,Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
