title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Backup,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Graphic Processor,Storage Type,Operating System,Mic In,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Included Software,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Power Supply,Processor Variant,Number of Cores,Internal Mic,Pointer Device,Additional Features,Battery Cell,Clock Speed,HDMI Port,Processor Generation,Finger Print Sensor,Cache,Supported Operating System,Expandable Memory,Expandable SSD Capacity,TGP,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,RJ45,Refresh Rate,Face Recognition,OS Architecture,Chipset,EMMC Storage Capacity,Security Chip,Memory Slots,RPM,Hardware Interface,Ethernet,Antivirus,Inbuilt 4G LTE,Stylus Included,RAM Frequency,System Architecture,S-video,Color Gamut,Brightness,NFC Support,Wireless WAN,Read/Write Speed,Recovery Options,Laptop Bag,Lock Port,Dock Port,Firewire Port,RJ11,VGA Port,Multi Card Slot,Sound Chip,Cloud Storage,Other Accessories,International Warranty,Certification,HDD Capacity
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:09:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/computer/u/p/m/-original-imah2pf2u98xefzx.jpeg?q=90,URL not available,2025-02-01 00:09:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:09:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:11:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:11:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 Thin and...,"₹55,090",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/6/w/slim-3-thin-and-light-laptop-lenovo-original-imahyxfqtb5gykqp.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-14iru8-thin-light-laptop/p/itm726ac134d0530?pid=COMHFYZ33ADFSZXS&lid=LSTCOMHFYZ33ADFSZXSYXJAKL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_73&otracker=search&fm=organic&iid=7943f7fc-4341-4085-b48e-b66d3747b8c9.COMHFYZ33ADFSZXS.SEARCH&ppt=None&ppn=None&ssid=688mog0ck00000001738365097501&qH=312f91285e048e09,2025-02-01 00:11:40,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IRU8,82X6004GIN,14IRU8,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i3,Yes,512 GB,8 GB,LPDDR5,Intel Integrated UHD,SSD,Windows 11 Home,,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, TN 250nits Anti-glare",Yes,,"Wi-Fi 6, 11ax 2x2",v5.2,324.3 x 213.8 x 17.9 mm,1.37 Kg,Not Available,Full HD 1080p with Privacy Shutter,"Non-backlit, English",,,1 Yr Onsite,Carry-in,Manufacturing Defects,Physical Damage,,65 W,1305U,,Yes,,,,Max Frequency up to 4.50 GHz,1 x HDMI 1.4,13th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Qualcomm Snapdragon X Plus - (16 GB/1 TB SSD/Windows...","₹91,719",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/m/4/-original-imah4fhvg7hggyje.jpeg?q=70,https://www.flipkart.com/asus-vivobook-s-15-oled-powered-copilot-ai-pc-qualcomm-snapdragon-x-plus-16-gb-1-tb-ssd-windows-11-home-s5507qa-ma551ws-thin-light-laptop/p/itm64aa566d270be?pid=COMHFCBZ64HJFXKG&lid=LSTCOMHFCBZ64HJFXKGVWUIPY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_74&otracker=search&fm=organic&iid=7943f7fc-4341-4085-b48e-b66d3747b8c9.COMHFCBZ64HJFXKG.SEARCH&ppt=None&ppn=None&ssid=688mog0ck00000001738365097501&qH=312f91285e048e09,2025-02-01 00:11:40,"Laptop, Power Adaptor, User Guide, Warranty Documents",S5507QA-MA551WS,90NB14Q2-M00150,S5507QA-MA551WS,"Vivobook S 15 OLED Powered Copilot + , AI PC",Cool Silver,Thin and Light Laptop,Processing & Multitasking,,Yes,Qualcomm,Snapdragon X Plus,Yes,1 TB,16 GB,LPDDR5X,NA,SSD,Windows 11 Home,,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 4.0 Gen 3 Type-C support display / power delivery",No,39.62 cm (15.6 Inch),2880 x 1620 Pixel,"3K OLED 16:9 aspect ratio, 0.2ms response time, 120Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display, 70% less harmful blue light, TUV Rheinland-certified, SGS Eye Care Display",Yes,,Wi-Fi 7(802.11be) (Tri-band)2*2,v5.4,352.6 x 226.9 x 15.9 mm,1.42 Kg,Not Available,FHD camera with IR function to support Windows Hello With privacy shutter,Backlit Chiclet Keyboard 1-Zone RGB with Num-key With Copilot key,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical damage,,70 W,X1P 42 100,,Yes,,,3 Cell,Max Frequency up to 3.4GHz,1 x HDMI 2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹82,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/a/z/anv15-41-gaming-laptop-acer-original-imagznanfgmdt8w7.jpeg?q=70,https://www.flipkart.com/acer-nitro-v-amd-ryzen-7-octa-core-7735hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-anv15-41-gaming-laptop/p/itm6491e522f1157?pid=COMGZN7Z7FZFAEZF&lid=LSTCOMGZN7Z7FZFAEZF3UFJ1O&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_75&otracker=search&fm=organic&iid=7943f7fc-4341-4085-b48e-b66d3747b8c9.COMGZN7Z7FZFAEZF.SEARCH&ppt=None&ppn=None&ssid=688mog0ck00000001738365097501&qH=312f91285e048e09,2025-02-01 00:11:40,"Laptop, Power Adaptor, User Guide, Warranty Documents",ANV15-41,NH.QPESI.001,ANV15-41,Nitro V,Obsidian Black,Gaming Laptop,Gaming,,No,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR5,NVIDIA GeForce RTX 4050,SSD,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 port, 1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 4 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, high-brightness (300 nits), Acer ComfyView LED-backlit TFT LCD, supporting 144 Hz, 3 ms Overdrive, 16:9 aspect ratio, sRGB 100%, Wide viewing angle up to 170 degrees, Ultra-slim design, Mercury free, environment friendly",,,Wi-Fi 6 Wireless LAN,v5.1,362.3 x 239.89 x 23.5 mm,2.1 Kg,Not Available,UFC with T-Type HD camera with Blue Glass lens with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction with Dual Mic,99-/100-/103-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,No,,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,135 W,7735HS,,,,,57 Wh 4-cell Li-ion battery,Max Turbo Frequency upto 4.7GHz,1 x HDMI Port,,No,,,,,,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS...,"₹36,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/l/x/-original-imahfk5pgehgsg3z.jpeg?q=70,https://www.flipkart.com/asus-expertbook-b14-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-b1402cba-nk1494ws-thin-light-laptop/p/itm5558ba4200e57?pid=COMGZF9EYUYC52BH&lid=LSTCOMGZF9EYUYC52BHIWCC5H&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_76&otracker=search&fm=organic&iid=7943f7fc-4341-4085-b48e-b66d3747b8c9.COMGZF9EYUYC52BH.SEARCH&ppt=None&ppn=None&ssid=688mog0ck00000001738365097501&qH=312f91285e048e09,2025-02-01 00:11:40,"Laptop, Power Adaptor, User Guide, Warranty Documents",B1402CBA-NK1494WS,90NX05V1-M01NM0,B1402CBA-NK1494WS,ExpertBook B14,Star Black,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD,SSD,Windows 11 Home,,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C support power delivery, 1 x USB 3.2 Gen 2 Type-C support display / power delivery",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 16:9, Glare Anti-glare display, Color gamut NTSC: 45%, View angle(H/V) 90/65",Yes,,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.3,326.9 x 214.5 x 19.9 mm,1.49 Kg,Not Available,720p HD camera,Chiclet Keyboard,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,42 W,1215U,,Yes,,,,0.9 GHz upto Max Turbo Frequency 4.4 GHz,1 x HDMI 1.4,12th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7V4HN/A,"₹91,064",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/n/p/-original-imagfdfew8gszzhk.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-16-gb-256-gb-ssd-macos-sequoia-mc7v4hn-a/p/itm6533ea968a81e?pid=COMH64PYUPETD5WB&lid=LSTCOMH64PYUPETD5WB801R5F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_77&otracker=search&fm=organic&iid=en_vdRTSdn6_ECA_3P-14TANfZxfmTLbCQupEgs9ERuqNi6Rj8Iilnw6wVRQG1etmCwOnrLRzADKMbyk1xnMtN9wfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=688mog0ck00000001738365097501&qH=312f91285e048e09,2025-02-01 00:11:40,"13.6 inch MacBook Air USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MC7V4HN/A,MC7V4HN/A,MacBook Air,MacBook AIR,Silver,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,No,Apple,M2,Yes,256 GB,16 GB,Unified Memory,NA,SSD,macOS Sequoia,Yes,2 x Thunderbolt USB 4,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina display, LED-backlit display with IPS technology native resolution at 224 pixels per inch, 500 nits brightness",Built-in Speakers,Four-speaker sound system,Wi-Fi 6 (802.11ax),v5.3,304.1 x 215.0 x 11.3 mm,1.24 kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,"₹81,949",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/c/a/-original-imagfdfpnjjpdhq2.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly13hn-a/p/itmd65f6b189fc7b?pid=COMGFB2GBKDVYBDD&lid=LSTCOMGFB2GBKDVYBDDM2PGFI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_78&otracker=search&fm=organic&iid=en_vdRTSdn6_ECA_3P-14TANfZxfmTLbCQupEgs9ERuqNifCiwcSkUhRIvi308RlTsMagh1Gr26wAMi6vhZHb6-YUKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=688mog0ck00000001738365097501&qH=312f91285e048e09,2025-02-01 00:11:40,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLY13HN/A,MLY13HN/A,MacBook Air,MacBook AIR,Starlight,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,No,Apple,M2,Yes,256 GB,8 GB,Unified Memory,NA,SSD,Mac OS Monterey,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,30 W USB-C Power Adapter,Apple M2 Chip,8,Three-mic Array with Directional Beamforming,Force Touch Trackpad,52.6 Watt Hour Lithium polymer Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook 15 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ542WS Thin and ...,"₹48,590",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/1/h/-original-imah3sa8fyhccuss.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-x1504za-nj542ws-thin-light-laptop/p/itm33c64ceccdada?pid=COMGT4W8ESG2PDW8&lid=LSTCOMGT4W8ESG2PDW8HIVJVR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_79&otracker=search&fm=organic&iid=7943f7fc-4341-4085-b48e-b66d3747b8c9.COMGT4W8ESG2PDW8.SEARCH&ppt=None&ppn=None&ssid=688mog0ck00000001738365097501&qH=312f91285e048e09,2025-02-01 00:11:40,"Laptop, Manual, Adaptor",X1504ZA-NJ542WS,90NB1022-M00H20,Vivobook 15,Vivobook 15,Cool Silver,Thin and Light Laptop,Learning,3 Hours,Yes,Intel,Core i5,Yes,512 GB,16 GB,LPDDR5,Intel Integrated Intel Hd,SSD,Windows 11 Home,,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,,,,YES,,,Not Available,,,,,1 Year Warranty,On Site,Manufacturer Defect,"Damage, Burn",,,,,,,,,,,12th Gen,,,,,,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,"₹36,980",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/d/h/-original-imah4qscwmurxkeh.jpeg?q=70,https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15s-eq2144au-thin-light-laptop/p/itmd57b41ed8750a?pid=COMGBH9JDPVGD8BH&lid=LSTCOMGBH9JDPVGD8BHIZPQIL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=FkPickId_6bo%2Fb5g&srno=s_4_80&otracker=search&fm=organic&iid=7943f7fc-4341-4085-b48e-b66d3747b8c9.COMGBH9JDPVGD8BH.SEARCH&ppt=None&ppn=None&ssid=688mog0ck00000001738365097501&qH=312f91285e048e09,2025-02-01 00:11:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,"₹81,949",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mlxw3hn-a/p/itmc2732c112aeb1?pid=COMGFB2GSG8EQXCQ&lid=LSTCOMGFB2GSG8EQXCQJWHH2F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_81&otracker=search&fm=organic&iid=en_vdRTSdn6_ECA_3P-14TANfZxfmTLbCQupEgs9ERuqNiMXDbxZxC4R8vfuzmmfIIs6ZbULIkZAqIeSs92G4oYt_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=688mog0ck00000001738365097501&qH=312f91285e048e09,2025-02-01 00:11:40,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLXW3HN/A,MLXW3HN/A,MacBook Air,MacBook AIR,Space Grey,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,No,Apple,M2,Yes,256 GB,8 GB,Unified Memory,NA,SSD,Mac OS Monterey,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,30 W USB-C Power Adapter,Apple M2 Chip,8,Three-mic array with directional beamforming,Force Touch Trackpad,52.6 Watt Hour Lithium polymer Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,"₹31,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/6/c/-original-imah8gg2x4afkpxe.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9JOF4ZC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_82&otracker=search&fm=organic&iid=en_vdRTSdn6_ECA_3P-14TANfZxfmTLbCQupEgs9ERuqNgHdpQf2oHUq0wy_Ake0tmhXGLpcKUP5dOQoHkdRoXc-_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=688mog0ck00000001738365097501&qH=312f91285e048e09,2025-02-01 00:11:40,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-53,UN.34RSI.002,A324-53,Aspire 3,Steel Gray,Thin and Light Laptop,Everyday Use,,No,Intel,Core i3,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD,SSD,Windows 11 Home,,"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,,WIFI 6,v5.2,321.7 x 206.6 x 19.4 mm,1.45 Kg,Not Available,Video conferencing: 2M With Privacy Camera Shutter,84-key Acer keyboard layout with US language: Additional feature.,,,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,1305U,,Yes,,,,Max Frequency up to 4.50 GHz,,13th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹53,500",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/r/u/-original-imah3acvkdhmxkzq.jpeg?q=70,https://www.flipkart.com/msi-thin-15-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b13ucx-1807in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGYSFG4NX9DZRV&lid=LSTCOMGYSFG4NX9DZRVHN3BZZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_83&otracker=search&fm=organic&iid=7943f7fc-4341-4085-b48e-b66d3747b8c9.COMGYSFG4NX9DZRV.SEARCH&ppt=None&ppn=None&ssid=688mog0ck00000001738365097501&qH=312f91285e048e09,2025-02-01 00:11:40,"Laptop,Battery,Power Adapter, User Guide",Thin 15 B13UCX-1807IN,9S7-16R831-1807,Thin 15 B13UCX-1807IN,Thin 15,Cosmos Gray,Gaming Laptop,Gaming,,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,NVIDIA GeForce RTX 2050,SSD,Windows 11 Home,,"1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144Hz 45%NTSC IPS-Level",Yes,,802.11 ax Wi-Fi 6E,v5.3,359 x 254 x 21.7 mm,1.86 Kg,Not Available,HD type (30fps@720p),Blue Backlit Gaming Keyboard,,,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",,,13420H,,Yes,,,,1.5 GHz upto Max turbo frequency at 4.60 Ghz,1x HDMI (4K @ 30Hz),13th Gen,,,,,,,GDDR6,4 GB,,144 Hz,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin a...,"₹52,400",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/2/w/-original-imah8h6c984zypew.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-15iah8-thin-light-laptop/p/itm76f0e5d975817?pid=COMGX2XUHXRRPTG9&lid=LSTCOMGX2XUHXRRPTG9VI2YTO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_84&otracker=search&fm=organic&iid=7943f7fc-4341-4085-b48e-b66d3747b8c9.COMGX2XUHXRRPTG9.SEARCH&ppt=None&ppn=None&ssid=688mog0ck00000001738365097501&qH=312f91285e048e09,2025-02-01 00:11:40,"Laptop, Power Adaptor, User Guide, Warranty Documents",15IAH8,83ER008GIN,15IAH8,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Upto 11 Hours,Yes,Intel,Core i5,Yes,512 GB,16 GB,LPDDR5,Intel Integrated UHD,SSD,Windows 11 Home,,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,"Full HD, IPS 300nits Anti-glare",Yes,,"Wi-Fi 6, 11ax 2x2",v5.1,359.3 x 235 x 17.9 mm,1.62 Kg,Not Available,Full HD 1080p with Privacy Shutter,"Backlit, English",,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,Onsite,Manufacturing Defects,Physical Damage,,,12450H,,Yes,,,,Max Frequency Up to 4.4 GHz,1 x HDMI 1.4,12th Gen,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
