title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Cell,Backlit Keyboard,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,HDMI Port,Refresh Rate,Face Recognition,EMMC Storage Capacity,Battery Backup,Power Supply,Number of Cores,Mic In,Sound Properties,Pointer Device,Included Software,Additional Features,Domestic Warranty,Cache,Supported Operating System,Expandable Memory,Expandable SSD Capacity,OS Architecture,Multi Card Slot,TGP,RJ45,Chipset,Memory Slots,RPM,Hardware Interface,Ethernet,Security Chip,Antivirus,Lock Port,Inbuilt 4G LTE,Stylus Included,RAM Frequency,System Architecture,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Read/Write Speed,Laptop Bag,Color Gamut,Brightness,NFC Support,Wireless WAN,Recovery Options,Sound Chip,Other Accessories,International Warranty,HDD Capacity,Certification,Cloud Storage
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,"₹33,990",4.2,"1,807 Ratings & 158 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/w/5/-original-imagpecqk6gdp9dh.jpeg?q=70,https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHDFKSBW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_148&otracker=search&fm=organic&iid=en_qL9OHeBmwE7z6TtYnlSfLQEm2bsrkoMCrwjA1UK9ZnY5c43wbTudC_zJ42eAzLX5uHRopyOVhmCUsW-5_eFRPvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=s9ws7k6q0w0000001738109562703&qH=312f91285e048e09,1/29/2025 1:12,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0154AU,9D3M8PA,15-fc0154AU,15 (2024),Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,7320U,Max Turbo Frequency 4.1 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,,"Full-size, soft grey keyboard with numeric keypad",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICROSOFT Laptop Go 3 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) XK1-00045 Thin ...,"₹69,990",4.2,76 Ratings & 7 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/p/v/surface-laptop-go-3-thin-and-light-laptop-microsoft-original-imagw5z7m6jwvhxm.jpeg?q=70,https://www.flipkart.com/microsoft-laptop-go-3-intel-core-i5-12th-gen-1235u-8-gb-256-gb-ssd-windows-11-home-xk1-00045-thin-light/p/itm8a768fa3e5823?pid=COMGUSPBNYYPCQKX&lid=LSTCOMGUSPBNYYPCQKXGAWJ22&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_149&otracker=search&fm=organic&iid=5e72c224-887c-4834-8457-6a4232d23375.COMGUSPBNYYPCQKX.SEARCH&ppt=None&ppn=None&ssid=s9ws7k6q0w0000001738109562703&qH=312f91285e048e09,1/29/2025 1:12,"1U Surface Laptop, 1U PSU, 1U Warranty & Compliance Guide",XK1-00045,XK1-00045,Surface Laptop Go 3,Laptop Go 3,Platinum,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i5,12th Gen,Yes,256 GB,8 GB,LPDDR5,1235U,up to 4.40 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,2 x USB,Yes,31.5 cm (12.4 Inch),1536 x 1024 Pixel,LED Pixel Sense Display,Yes,Yes,WiFi 6: 802.11ax compatible,Yes,278.18 x 206.17 x 15.69 mm,1.13 Kg,Not Available,Yes,,QWERTY,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,,No,,,,,,,Upto 15 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8P4HN/A,"₹1,43,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/q/h/-original-imagypv6prbgkfzg.jpeg?q=70,https://www.flipkart.com/apple-m3-24-gb-512-gb-ssd-macos-sequoia-mc8p4hn-a/p/itm2ea42dec44bca?pid=COMH64PY3TTXCNCH&lid=LSTCOMH64PY3TTXCNCHG5JQ5X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_150&otracker=search&fm=organic&iid=5e72c224-887c-4834-8457-6a4232d23375.COMH64PY3TTXCNCH.SEARCH&ppt=None&ppn=None&ssid=s9ws7k6q0w0000001738109562703&qH=312f91285e048e09,1/29/2025 1:12,"13.6 inch MacBook Air USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MC8P4HN/A,MC8P4HN/A,MacBook Air,,Starlight,Thin and Light Laptop,Processing & Multitasking,No,Apple,M3,,Yes,512 GB,24 GB,Unified Memory,,,NA,SSD,macOS Sequoia,2 x Thunderbolt USB 4,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina display, LED-backlit display with IPS technology native resolution at 224 pixels per inch, 500 nits brightness",Built-in Speakers,,Wi-Fi 6E (802.11ax),v5.3,304.1 x 215.0 x 11.3 mm,1.24 kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,,Yes,,,,,,,Upto 18 Hours,,,Yes,Four-speaker sound system,,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹39,990",4.5,"1,834 Ratings & 242 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/u/e/-original-imah46f8th3pnphq.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg4in-thin-light-laptop/p/itm1ad811a174c21?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_151&otracker=search&fm=organic&iid=en_qL9OHeBmwE7z6TtYnlSfLQEm2bsrkoMCrwjA1UK9ZnYaedy_IXIHivQ2PK627NAX2agJ9wcwL2JeU1TS0G3uPw%3D%3D&ppt=None&ppn=None&ssid=s9ws7k6q0w0000001738109562703&qH=312f91285e048e09,1/29/2025 1:12,"Laptop, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",NP750XGJ-LG4IN,NP750XGJ-LG4IN,NP750XGJ-LG4IN,Galaxy Book4 Metal,Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,13th Gen,Yes,512 GB,8 GB,LPDDR4X,1315U,Up to 4.5 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"Yes, 2 x USB Type C, 2 x USB 3.2 Type A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD LCD Display,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers, Internal Digital MIC",Internal Digital MIC,Wi-Fi 6,v5.2,356.6 x 229.15 x 15.4 mm,1.55 Kg,Not Available,"Yes, 1 Megapixel",Yes,QWERTY,1 Year Onsite Warranty,Onsite,Manufacturer Defect Only,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,"₹62,990",4.5,"4,460 Ratings & 404 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/g/m/-original-imah3xrqttkdbss4.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_152&otracker=search&fm=organic&iid=en_qL9OHeBmwE7z6TtYnlSfLQEm2bsrkoMCrwjA1UK9ZnZSMht7MnqqIKjBrPJG832Gl8kr1sz3kNkddR1ckDHBqw%3D%3D&ppt=None&ppn=None&ssid=s9ws7k6q0w0000001738109562703&qH=312f91285e048e09,1/29/2025 1:12,"Laptop, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",NP750XGJ-KG2IN / NP750XGJ-LG2IN,NP750XGJ-KG2IN|NP750XGJ-LG2IN,NP750XGJ-KG2IN / NP750XGJ-LG2IN,Galaxy Book4,Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,LPDDR4X,1335U,Max Frequency Up to 4.60 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"Yes, 2 x USB Type C, 2 x USB 3.2 Type A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD LCD Display,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers, Internal Digital MIC",Internal Digital MIC,802.11ax,v5.2,356.6 x 15.4 x 229.15mm,1.55 Kg,Not Available,"Yes, 1 Megapixel",Yes,QWERTY,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,Onsite,Manufacturer Defect Only,Physical Damage,4 Cell Lithium Ion Battery,,,,"Yes, 1 x HDMI",,,,,45W AC Adapter,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Lig...,"₹39,490",4,6 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/h/o/-original-imah4znzgbb9nrvc.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-14iau7-thin-light-laptop/p/itm58722d471ef90?pid=COMH44PGHE5FPF9N&lid=LSTCOMH44PGHE5FPF9NQGDQUO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_153&otracker=search&fm=organic&iid=5e72c224-887c-4834-8457-6a4232d23375.COMH44PGHE5FPF9N.SEARCH&ppt=None&ppn=None&ssid=s9ws7k6q0w0000001738109562703&qH=312f91285e048e09,1/29/2025 1:12,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IAU7,82RJ00FLIN,14IAU7,IdeaPad 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,12th Gen,Yes,512 GB,16 GB,DDR4,1215U,Base frequency 0.9 GHz upto Max Turbo Frequency 4.4 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, TN 250nits Anti-glare",Yes,Yes,"Wi-Fi 6, 802.11ax 2x2",v5.2,324.2 x 215.7 x 19.9 mm,1.43 Kg,Not Available,HD 720p with Privacy Shutter,,"Backlit, English",1 Yr. Onsite + 1 Yr. Accidental Damage Protection,Carry-in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,"₹49,890",4.2,166 Ratings & 7 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/k/i/inspiron-3530-thin-and-light-laptop-dell-original-imahyg9g9dnpgqks.jpeg?q=70,https://www.flipkart.com/dell-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-inspiron-3530-thin-light-laptop/p/itm1a4c8b8dbb6d7?pid=COMHYGBZSWASQK9B&lid=LSTCOMHYGBZSWASQK9BPX07QQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_154&otracker=search&fm=organic&iid=5e72c224-887c-4834-8457-6a4232d23375.COMHYGBZSWASQK9B.SEARCH&ppt=None&ppn=None&ssid=s9ws7k6q0w0000001738109562703&qH=312f91285e048e09,1/29/2025 1:12,"???Laptop, Battery, AC Adapter, User Guide, Manuals",Inspiron 3530,OIN353034011RINB1M,Inspiron 3530,,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,13th Gen,Yes,512 GB,8 GB,DDR4,1334U,Upto 4.60GHz,Intel Integrated Integrated,SSD,Windows 11 Home,"1 USB 3.2 Gen 1 Type-A port + 1 USB 3.2 Gen 1 Type-C data only, 1 USB 2.0 port, 1 headset jack, 1 M.2 2230/2280 slot for solid-state drive, 1 SD 3.0 card slot",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,FHD WVA AG 120Hz 250 nits Narrow Border,Yes,Yes,"Realtek Wi-Fi 6 RTL8852BE, 2x2, 802.11ax, MU-MIMO",Yes,358 x 235 x 16.9 to 18.9mm,1.62 Kg,Not Available,HD,,Standard Keyboard,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,3 Cell,No,,,1 x HDMI 1.4,,,,,,10,Yes,,Keyboard,,"41 Wh, integrated",1 Year,12 MB,Windows 11 Home,16 GB,,64 bit,,,,,,,,,,,,,,2666 MHz,64 bit,,,,,,,,,,,,,,,,,,
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-36HE Thin and L...,"₹32,990",4.3,829 Ratings & 57 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/h/j/-original-imagwyp2uee8zxez.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a315-59-36he-thin-light-laptop/p/itm05f023c6da5dc?pid=COMGRSXP6D9ANEXN&lid=LSTCOMGRSXP6D9ANEXNBYCJYM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_155&otracker=search&fm=organic&iid=5e72c224-887c-4834-8457-6a4232d23375.COMGRSXP6D9ANEXN.SEARCH&ppt=None&ppn=None&ssid=s9ws7k6q0w0000001738109562703&qH=312f91285e048e09,1/29/2025 1:12,"Laptop, Power Adaptor, User Guide, Warranty Documents",A315-59-36HE,NX.K6TSI.00E,A315-59,Aspire 3,Pure Silver,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,"3.3 GHz, Up to Max Turbo Frequency at 4.4 GHz",Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 Ports,",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD,Yes,Yes,802.11a/b/g/n/ac,v5.0,362 x 240 x 19 mm,1.7 Kg,Not Available,"Webcam 720p HD video at 30 fps with Temporal Noise Reduction, Blue glass lens",No,99-/100-/103-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL MSO'2021 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,"₹34,270",4.2,"2,483 Ratings & 262 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/o/s/-original-imaghzah9mjvukjz.jpeg?q=70,https://www.flipkart.com/dell-mso-2021-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-new-inspiron-15-laptop-thin-light/p/itmbb62f4fcc7145?pid=COMGJ75HCCFJS8AE&lid=LSTCOMGJ75HCCFJS8AEUH9CKO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_156&otracker=search&fm=organic&iid=5e72c224-887c-4834-8457-6a4232d23375.COMGJ75HCCFJS8AE.SEARCH&ppt=None&ppn=None&ssid=s9ws7k6q0w0000001738109562703&qH=312f91285e048e09,1/29/2025 1:12,"Laptop, battery, adapter, cables and user manuals",New Inspiron 15 Laptop,D560896WIN9B,Inspiron 3520,MSO'2021,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",No,39.37 cm (15.5 inch),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Built-in Speakers,,Intel Wi-Fi 6 2x2 (Gig+),v5.2,358 x 235 x 21.0 mm,1.65 Kg,Not Available,HD Camera,No,Standard Keyboard,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,3 Cell,,,,1 x HDMI 1.4,,,,Upto 7 hours,,,Yes,Waves Maxx Audio Pro,,,,,,Windows 11 Home,,,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,"₹79,990",4.7,"15,896 Ratings & 967 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/v/v/-original-imagfdeqter4sj2j.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly33hn-a/p/itmdc5308fa78421?pid=COMGFB2GMCRXZG85&lid=LSTCOMGFB2GMCRXZG855GPGWQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_157&otracker=search&fm=organic&iid=en_qL9OHeBmwE7z6TtYnlSfLQEm2bsrkoMCrwjA1UK9ZnYv9bKESpj1YFD7f7GVBYdGazLusJFCdTEPfvmX9x9NNfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=s9ws7k6q0w0000001738109562703&qH=312f91285e048e09,1/29/2025 1:12,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLY33HN/A,MLY33HN/A,MacBook Air,MacBook AIR,Midnight,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,NA,SSD,Mac OS Monterey,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic Array with Directional Beamforming,802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3,1.24 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,,Yes,,,,,,,Upto 18 Hours,30 W USB-C Power Adapter,8,Yes,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",Force Touch Trackpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.6 Watt Hour Lithium Polymer Battery,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,"₹49,890",4.1,"1,817 Ratings & 96 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/c/5/-original-imah8frtdh9bgnnp.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-14iah8-thin-light-laptop/p/itm726ac134d0530?pid=COMHFYZ3GZVH37GY&lid=LSTCOMHFYZ3GZVH37GYBMASJU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_158&otracker=search&fm=organic&iid=en_qL9OHeBmwE7z6TtYnlSfLQEm2bsrkoMCrwjA1UK9ZnasAV0MljCRjfn_fC6vKWQ-lktbwMa4JqfefHjr2zr8GvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=s9ws7k6q0w0000001738109562703&qH=312f91285e048e09,1/29/2025 1:12,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IAH8,83EQ0063IN,14IAH8,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,LPDDR5,12450H,Max Turbo Frequency upto 4.40 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, TN 250nits Anti-glare",Yes,Yes,"Wi-Fi 6, 11ax 2x2",v5.2,324.3 x 213.8 x 17.9 mm,1.37 Kg,Not Available,Full HD 1080p with Privacy Shutter,,"Backlit, English",1 Yr. Onsite,Carry-in,Manufacturing Defects,Physical Damage,,,,,1 x HDMI 1.4,,,,,65 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,"₹34,250",4.2,"4,297 Ratings & 310 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/v/u/-original-imagynwxbpas3sxh.jpeg?q=70,https://www.flipkart.com/dell-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-inspiron-3520-thin-light-laptop/p/itmbb62f4fcc7145?pid=COMGUY2YPKP7NC2P&lid=LSTCOMGUY2YPKP7NC2PHRYVYF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_159&otracker=search&fm=organic&iid=5e72c224-887c-4834-8457-6a4232d23375.COMGUY2YPKP7NC2P.SEARCH&ppt=None&ppn=None&ssid=s9ws7k6q0w0000001738109562703&qH=312f91285e048e09,1/29/2025 1:12,"Laptop, User manual, Adaptar",Inspiron 3520,IN3520P9K46001ORB1 / IN3520GHPWW001ORB1,Inspiron 3520,,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,Up to 4.40 GHz,Intel Integrated UHD,SSD,Windows 11 Home,Yes,No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,Full HD,Yes,Yes,WiFi 802.11aC,v5.1,358.50 x 16.96 x 235.56 mm,1.83 Kg,Not Available,Yes,,Standard Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,3 Cell,,,,,,,,Upto 4 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹80,990",4.2,138 Ratings & 12 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/a/z/anv15-41-gaming-laptop-acer-original-imagznanfgmdt8w7.jpeg?q=70,https://www.flipkart.com/acer-nitro-v-amd-ryzen-7-octa-core-7735hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-anv15-41-gaming-laptop/p/itm6491e522f1157?pid=COMGZN7Z7FZFAEZF&lid=LSTCOMGZN7Z7FZFAEZF3UFJ1O&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_160&otracker=search&fm=organic&iid=5e72c224-887c-4834-8457-6a4232d23375.COMGZN7Z7FZFAEZF.SEARCH&ppt=None&ppn=None&ssid=s9ws7k6q0w0000001738109562703&qH=312f91285e048e09,1/29/2025 1:12,"Laptop, Power Adaptor, User Guide, Warranty Documents",ANV15-41,NH.QPESI.001,ANV15-41,Nitro V,Obsidian Black,Gaming Laptop,Gaming,No,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR5,7735HS,Max Turbo Frequency upto 4.7GHz,NVIDIA GeForce RTX 4050,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 port, 1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 4 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, high-brightness (300 nits), Acer ComfyView LED-backlit TFT LCD, supporting 144 Hz, 3 ms Overdrive, 16:9 aspect ratio, sRGB 100%, Wide viewing angle up to 170 degrees, Ultra-slim design, Mercury free, environment friendly",,,Wi-Fi 6 Wireless LAN,v5.1,362.3 x 239.89 x 23.5 mm,2.1 Kg,Not Available,UFC with T-Type HD camera with Blue Glass lens with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction with Dual Mic,No,99-/100-/103-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,57 Wh 4-cell Li-ion battery,No,GDDR6,6 GB,1 x HDMI Port,,,,,135 W,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
