title,price,image_url,product_url,Manufacturer,Colour,Model number,Graphics Card Description,Graphics processor manufacturer,Package Weight,Brand Name,Number of Processors,Country of Origin,Resolution,Memory Clock Speed,Series,Product Dimensions,Computer Memory Type,Graphics RAM size,Language,Graphics co-processor,Guaranteed software updates until,Package Dimensions,Card Description,Color,Graphics Ram Size,Graphics Card Ram Size,Item Dimensions  LxWxH,Compatible devices,Graphics Processor Manufacturer,GPU Clock Speed,Graphics Card Interface,Item Weight,ASIN,Included components,Item model number,Batteries,Video output interface,Graphics Coprocessor,Max Screen Resolution,Are Batteries Included,Processor,Voltage,Is Discontinued By Manufacturer,Operating System,Wattage,GPU clock speed,Memory Speed,Graphics Chipset Brand,Hardware Platform,Brand,Recommended uses for product,Number of Items,RAM,Video Output Interface,Form Factor,Graphics RAM type,Graphics RAM Type,Chipset Brand,Date First Available
"VBESTLIFE HD6770 4GB Graphics Card, DDR5, 128bit, PCI Express 2.0 16X, 775/4800MHz, ...",MAD 863,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/J9N47G60G-vbestlife-hd6770-4gb-graphics-card-ddr5-128bit-pci-express-2-0-16x-775-4800mhz-2560x1600-pc-gaming-video-card-with-hdmi-dvi-i-and-vga-ports,ASHATA,,,,,,,,China,,,,,,,,,,7.48 x 5.91 x 1.57 inches (19 x 15 x 4 cm),,,1 GB,,,,AMD,810 MHz,,7.8 ounces (221.13 grams),B0CJMN2RLG,,ASHATA7dru0hbev5,,,,,,,,,,,,,,,ASHATA,,,,DVI,,,,,"September 22, 2023"
"Sanpyl RX 580 Graphics Card, 8GB GDDR5 256Bit AMD Video Card with, PCI Express 3.0, ...",MAD 1960,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/BGOJX26KS-sanpyl-rx-580-graphics-card-8gb-gddr5-256bit-amd-video-card-with-hdmi-pci-express-3-0-dp-x3-dvi-low-noise-desktop-computer-graphic-cards-for,ASHATA,,,,,,,,China,,,,,,,,,,7.48 x 5.91 x 1.57 inches (19 x 15 x 4 cm),,,1 GB,,,,AMD,810 MHz,,7.8 ounces (221.13 grams),B0CJMN2RLG,,ASHATA7dru0hbev5,,,,,,,,,,,,,,,ASHATA,,,,DVI,,,,,"September 22, 2023"
ASUS Geforce Strix GTX 750 Ti 2GB DDR3 Semi-fanless Graphics Card,MAD 4018,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1PRBHENW0-asus-geforce-strix-gtx-750-ti-2gb-ddr3-semi-fanless-graphics-card,ASHATA,,,,,,,,China,,,,,,,,,,7.48 x 5.91 x 1.57 inches (19 x 15 x 4 cm),,,1 GB,,,,AMD,810 MHz,,7.8 ounces (221.13 grams),B0CJMN2RLG,,ASHATA7dru0hbev5,,,,,,,,,,,,,,,ASHATA,,,,DVI,,,,,"September 22, 2023"
"RX 5600 Graphics Card, 6GB GDDR6 192-bit PCIe 4.0 16 Gaming Video Card 1080p 2K ...",MAD 1969,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/LSIDIOJ44-mllse-rx-5600-graphics-card-6gb-gddr6-192-bit-pcie-4-0-16-gaming-video-card-1080p-2k-game-desktop-gpu,ASHATA,,,,,,,,China,,,,,,,,,,7.48 x 5.91 x 1.57 inches (19 x 15 x 4 cm),,,1 GB,,,,AMD,810 MHz,,7.8 ounces (221.13 grams),B0CJMN2RLG,,ASHATA7dru0hbev5,,,,,,,,,,,,,,,ASHATA,,,,DVI,,,,,"September 22, 2023"
"ASHATA GT610 1GB DDR3 64 Bit Gaming Graphics Card, PCIe 2.0 x16 Video Card for ...",MAD 515,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/G7HJJ0W2C-ashata-gt610-1gb-ddr3-64-bit-gaming-graphics-card-pcie-2-0-x16-amd-video-card-for-computer-pcs-with-hdmi-vga-dvi-port-silence-cooling-single-fan,GALAX,,,,,,,,China,,,,,,,,,,13.03 x 7.68 x 2.87 inches (33.1 x 19.5 x 7.3 cm),,,12 GB,,,,,2490 MHz,,2.48 pounds (1.12 kg),B0DBQHTPMP,,,,,NVIDIA GeForce RTX 4070,,,,,,,,,,,,GALAX,,,,"DisplayPort, HDMI",,,,,"July 31, 2024"
"GALAX GeForce RTX  4070 Super 1-Click OC 2X, Xtreme Tuner App Control, 12GB, ...",MAD 8938,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JAX5KIF6W-geforce-rtx-4070-super-ex-gamer-pink-1-click-oc-argb-fan-xtreme-tuner-app-control-12gb-gddr6x-192-bit-dp-3-hdmi-2-1-dlss-3-gaming-graphics,GALAX,,,,,,,,China,,,,,,,,,,13.03 x 7.68 x 2.87 inches (33.1 x 19.5 x 7.3 cm),,,12 GB,,,,,2490 MHz,,2.48 pounds (1.12 kg),B0DBQHTPMP,,,,,NVIDIA GeForce RTX 4070,,,,,,,,,,,,GALAX,,,,"DisplayPort, HDMI",,,,,"July 31, 2024"
"GT610 2GB DDR3 Graphics Card, 64Bit Computer Graphics Card Support High Definition ...",MAD 631,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/G8HAUK69U-gt610-2gb-ddr3-graphics-card-64bit-computer-graphics-card-support-high-definition-multimedia-interface-dvi-vga-pci-express-x16,PNY,,,,,,,,,,,GeForce RTX™ 4070 Super,9.74 x 4.74 x 1.61 inches (24.7 x 12 x 4.1 cm),,,English,,,,Dedicated,,12 GB,12 GB,9.74 x 4.74 x 1.61 inches (24.7 x 12 x 4.1 cm),,,1980 MHz,,1.96 pounds (0.89 kg),B0CS197RJM,,VCG4070S12DFXPB1-O,,,NVIDIA GeForce RTX 4070 Super,7680 x 4320,,,,,,,,1980 MHz,,,PNY,,,,"DisplayPort, HDMI",,,,NVIDIA,"January 17, 2024"
AMD RX 580 8GB GPU Graphics Card with Dual Fans 256bit DP/HDMI PCI Express 3.0 16X ...,MAD 1468,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8J3GSLJKG-jieshuo-amd-rx-580-8gb-gpu-256bit-8gbps-dp-hdmi-pci-express-3-0-16x-desktop-computer-graphics-card-fro-gaming-pc-rx-580-8g,PNY,,,,,,,,,,,GeForce RTX™ 4070 Super,9.74 x 4.74 x 1.61 inches (24.7 x 12 x 4.1 cm),,,English,,,,Dedicated,,12 GB,12 GB,9.74 x 4.74 x 1.61 inches (24.7 x 12 x 4.1 cm),,,1980 MHz,,1.96 pounds (0.89 kg),B0CS197RJM,,VCG4070S12DFXPB1-O,,,NVIDIA GeForce RTX 4070 Super,7680 x 4320,,,,,,,,1980 MHz,,,PNY,,,,"DisplayPort, HDMI",,,,NVIDIA,"January 17, 2024"
"ProArt GeForce RTX  4070 Ti 12GB GDDR6X Graphics Card PCIe 4.0, 12GB GDDR6X, DLSS ...",MAD 11534,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/F5BUXZZVO-asus-proart-geforce-rtx-4070-ti-12gb-gddr6x-graphics-card-pcie-4-0-12gb-gddr6x-dlss-3-hdmi-2-1a-displayport-1-4a,PNY,,,,,,,,,,,GeForce RTX™ 4070 Super,9.74 x 4.74 x 1.61 inches (24.7 x 12 x 4.1 cm),,,English,,,,Dedicated,,12 GB,12 GB,9.74 x 4.74 x 1.61 inches (24.7 x 12 x 4.1 cm),,,1980 MHz,,1.96 pounds (0.89 kg),B0CS197RJM,,VCG4070S12DFXPB1-O,,,NVIDIA GeForce RTX 4070 Super,7680 x 4320,,,,,,,,1980 MHz,,,PNY,,,,"DisplayPort, HDMI",,,,NVIDIA,"January 17, 2024"
PNY GeForce RTX  4070 Super 12GB Verto  OC Dual Fan Graphics Card DLSS 3 NVIDIA ...,MAD 10742,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IXH0DYQLA-pny-geforce-rtx-4070-super-12gb-xlr8-gaming-verto-epic-x-rgb-overclocked-triple-fan-graphics-card-dlss-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNY GeForce RTX  4070 Super 12GB Verto  OC Dual Fan Graphics Card DLSS 3 NVIDIA ...,MAD 9587,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IIHXKDHRG-pny-geforce-rtx-4070-super-12gb-verto-overclocked-dual-fan-graphics-card-dlss-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVGA GeForce RTX 3070 XC3 Black Gaming, 08G-P5-3751-KL, 8GB GDDR6, iCX3 Cooling, ...","MAD 6829                                                                        
                                                                            8391",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1GX7G3UN4-evga-geforce-rtx-3070-xc3-black-gaming-08g-p5-3751-kl-8gb-gddr6-icx3-cooling-argb-led-lhr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigabyte GeForce RTX 3080 Ti Gaming OC Graphics Card 12GB GDDR6X PCI-E 4.0,MAD 16317,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1GAVTO8ZI-gigabyte-geforce-rtx-3080-ti-gaming-oc-12gb-graphics-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GOWENIC 610 Graphics Card, 2GB DDR3 64 Bit PCI Express 1.1 x 16 Video Graphics Card ...",MAD 510,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FO05ET458-gowenic-gt-610-graphics-card-2gb-ddr3-64-bit-pci-express-1-1-x-16-video-graphics-card-with-hdmi-dvi-vga-port-graphics-card-with-cooling-fan-for,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GALAX GeForce RTX  4070 Super 1-Click OC 2X V2, Xtreme Tuner App Control, 12GB, ...",MAD 8528,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/BVNVKLS6S-galax-geforce-rtx-4070-ex-gamer-white-12gb-gddr6x-192-bit-dp-3-hdmi-2-1-dlss-3-gaming-graphics-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VISION COMPUTERS, INC. PNY RTX A2000 12GB Graphics Card - 12 GB GDDR6 ECC - Bulk ...",MAD 8924,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4RVB01JEG-pny-rtx-a2000-12gb-graphics-card-12-gb-gddr6-ecc-bulk-packaging-and-accessories,ZOTAC,,,,,,,,China,,,ZOTAC GAMING GeForce RTX™ 3050 ECO Edition,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,,,,,Dedicated,Gun Metal,8 GB,8 GB,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,1777 MHz,,2.2 pounds (1 kg),B0D4TV2PK2,,ZT-A30500K-10M,,,GeForce RTX 3050 8GB,7680x4320,,,,,,,,14 GHz,,,ZOTAC,,,,"DisplayPort, HDMI",,,,NVIDIA,"May 22, 2024"
"GT1030, 4GB GDRR4 Gaming Graphics Card, 64 Bits 4200MHz Computer Graphics Cards, ...",MAD 1293,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/82JDA7O10-geforce-gt1030-4gb-gdrr4-gaming-graphics-card-64-bits-4200mhz-computer-graphics-cards-gaming-pc-upgrade-accessories-gt1030-graphics-card-pci,ZOTAC,,,,,,,,China,,,ZOTAC GAMING GeForce RTX™ 3050 ECO Edition,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,,,,,Dedicated,Gun Metal,8 GB,8 GB,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,1777 MHz,,2.2 pounds (1 kg),B0D4TV2PK2,,ZT-A30500K-10M,,,GeForce RTX 3050 8GB,7680x4320,,,,,,,,14 GHz,,,ZOTAC,,,,"DisplayPort, HDMI",,,,NVIDIA,"May 22, 2024"
"GOWENIC GTX750Ti 2GB GDDR5 128Bit Graphics Card with Fans, PCI Express 3.0 X16 ...",MAD 1541,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/C8OWC53CE-gowenic-gtx750ti-2gb-gddr5-128bit-graphics-card-with-dual-fans-pci-express-3-0-x16-computer-graphics-card-3d-api-support-hd-multimedia-interface-vga,ZOTAC,,,,,,,,China,,,ZOTAC GAMING GeForce RTX™ 3050 ECO Edition,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,,,,,Dedicated,Gun Metal,8 GB,8 GB,12.1 x 4.7 x 0.1 inches (30.7 x 11.9 x 0.3 cm),,,1777 MHz,,2.2 pounds (1 kg),B0D4TV2PK2,,ZT-A30500K-10M,,,GeForce RTX 3050 8GB,7680x4320,,,,,,,,14 GHz,,,ZOTAC,,,,"DisplayPort, HDMI",,,,NVIDIA,"May 22, 2024"
"GALAX GeForce RTX  4070 1-Click OC 2X V2, Xtreme Tuner App Control, 12GB, GDDR6X, ...",MAD 7708,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/J52K4TT6G-galax-geforce-rtx-4070-super-ex-gamer-white-1-click-oc-argb-fan-xtreme-tuner-app-control-12gb-gddr6x-192-bit-dp-3-hdmi-2-1-dlss-3-gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVGA GeForce RTX 3070 Ti FTW3 Ultra Gaming, 08G-P5-3797-KL, 8GB GDDR6X, iCX3 ...","MAD 9963                                                                        
                                                                            11397",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1AEN4CTE8-evga-geforce-rtx-3070-ti-ftw3-ultra-gaming-08g-p5-3797-kl-8gb-gddr6x-icx3-technology-argb-led-metal-backplate,ZOTAC,,,,,,,,China,,,RTX 3080,12.12 x 5.2 x 2.5 inches (30.8 x 13.2 x 6.4 cm),GDDR6X,,,,,,"NVIDIA GeForce RTX 3080 Ti with 12 GB GDDR6X memory, 1.71 GHz GPU clock speed, and support for DisplayPort and HDMI output interfaces with 1.77 GHz memory clock speed",,12 GB,12 GB,12.12 x 5.2 x 2.5 inches (30.8 x 13.2 x 6.4 cm),,,1710 MHz,,5.65 pounds (2.56 kg),B08V1ZWGVR,,ZT-A30810F-10P,,,NVIDIA GeForce RTX 3080 Ti,7680x4320 pixels,,,,,Windows 10 64-bit (build 2004 or later),,,1770,,,ZOTAC,,,8 GB,"DisplayPort, HDMI",,,,NVIDIA,"June 3, 2021"
ZOTAC Gaming GeForce RTX  3050 ECO Edition 8GB GDDR6 128-bit 14 Gbps PCIE 4.0 ...,MAD 2926,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JO160RA36-gaming-geforce-rtx-3050-eco-edition-8gb-gddr6-128-bit-14-gbps-pcie-4-0-gaming-graphics-card-active-fan-control-freeze-fan-stop-zt-a30500k-10m,ZOTAC,,,,,,,,China,,,RTX 3080,12.12 x 5.2 x 2.5 inches (30.8 x 13.2 x 6.4 cm),GDDR6X,,,,,,"NVIDIA GeForce RTX 3080 Ti with 12 GB GDDR6X memory, 1.71 GHz GPU clock speed, and support for DisplayPort and HDMI output interfaces with 1.77 GHz memory clock speed",,12 GB,12 GB,12.12 x 5.2 x 2.5 inches (30.8 x 13.2 x 6.4 cm),,,1710 MHz,,5.65 pounds (2.56 kg),B08V1ZWGVR,,ZT-A30810F-10P,,,NVIDIA GeForce RTX 3080 Ti,7680x4320 pixels,,,,,Windows 10 64-bit (build 2004 or later),,,1770,,,ZOTAC,,,8 GB,"DisplayPort, HDMI",,,,NVIDIA,"June 3, 2021"
"GALAX GeForce RTX  4070 1-Click OC 2X V2, Xtreme Tuner App Control, 12GB, GDDR6X, ...",MAD 7708,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M5VSSQ3CQ-geforce-rtx-4070-1-click-oc-2x-v2-xtreme-tuner-app-control-12gb-gddr6x-192-bit-dp-3-hdmi-2-1-dlss-3-gaming-graphics-card,ZOTAC,,,,,,,,China,,,RTX 3080,12.12 x 5.2 x 2.5 inches (30.8 x 13.2 x 6.4 cm),GDDR6X,,,,,,"NVIDIA GeForce RTX 3080 Ti with 12 GB GDDR6X memory, 1.71 GHz GPU clock speed, and support for DisplayPort and HDMI output interfaces with 1.77 GHz memory clock speed",,12 GB,12 GB,12.12 x 5.2 x 2.5 inches (30.8 x 13.2 x 6.4 cm),,,1710 MHz,,5.65 pounds (2.56 kg),B08V1ZWGVR,,ZT-A30810F-10P,,,NVIDIA GeForce RTX 3080 Ti,7680x4320 pixels,,,,,Windows 10 64-bit (build 2004 or later),,,1770,,,ZOTAC,,,8 GB,"DisplayPort, HDMI",,,,NVIDIA,"June 3, 2021"
"QTHREE Radeon HD 7750 Graphics Card,2GB,GDDR5,128 Bit,2X DisplayPort,Video Card for ...",MAD 1423,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8D94YY2DW-qthree-radeon-7750-graphics-card-2gb-128-bit-gddr5-2x-displayport-outports-pc-video-card-for-gaming-office-low-profile-computer-gpu-pci-express,ZOTAC,,,,,,,,China,,,RTX 3080,12.12 x 5.2 x 2.5 inches (30.8 x 13.2 x 6.4 cm),GDDR6X,,,,,,"NVIDIA GeForce RTX 3080 Ti with 12 GB GDDR6X memory, 1.71 GHz GPU clock speed, and support for DisplayPort and HDMI output interfaces with 1.77 GHz memory clock speed",,12 GB,12 GB,12.12 x 5.2 x 2.5 inches (30.8 x 13.2 x 6.4 cm),,,1710 MHz,,5.65 pounds (2.56 kg),B08V1ZWGVR,,ZT-A30810F-10P,,,NVIDIA GeForce RTX 3080 Ti,7680x4320 pixels,,,,,Windows 10 64-bit (build 2004 or later),,,1770,,,ZOTAC,,,8 GB,"DisplayPort, HDMI",,,,NVIDIA,"June 3, 2021"
ZOTAC GAMING GeForce RTX  3080 Ti AMP Holo 12GB GDDR6X 384-bit 19 Gbps PCIE 4.0 ...,MAD 19596,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1GQ9H9U2M-zotac-gaming-geforce-rtx-3080-ti-amp-holo-12gb-gddr6x-384-bit-19-gbps-pcie-4-0-gaming-graphics-card-holoblack-icestorm-2-0-advanced-cooling-spectra,ZOTAC,,,,,,,,China,,,ZOTAC GAMING GeForce RTX 4060 Ti 8GB Twin Edge,8.9 x 1.6 x 4.9 inches (22.6 x 4.1 x 12.4 cm),,,,,,,Dedicated,Gun Metal,8 GB,8 GB,8.9 x 1.6 x 4.9 inches (22.6 x 4.1 x 12.4 cm),,,2535 MHz,,2.35 pounds (1.07 kg),B0C5S7NJ3M,,ZT-D40610E-10M,,,GeForce RTX 4060 Ti,,,,,,,,,18,,,ZOTAC,,,,"3 x DisplayPort 1.4a: 8K @ 60Hz, HDMI 2.1a: 8K @ 60 Hz",,,,NVIDIA,"May 24, 2023"
PNY GeForce RTX  4070 Ti Super 16GB XLR8 Gaming Verto  Epic-X RGB  OC Triple Fan ...,MAD 15423,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IJJZOMI5K-pny-geforce-rtx-4070-ti-super-16gb-xlr8-gaming-verto-epic-x-rgb-overclocked-triple-fan-graphics-card-dlss-3,ZOTAC,,,,,,,,China,,,ZOTAC GAMING GeForce RTX 4060 Ti 8GB Twin Edge,8.9 x 1.6 x 4.9 inches (22.6 x 4.1 x 12.4 cm),,,,,,,Dedicated,Gun Metal,8 GB,8 GB,8.9 x 1.6 x 4.9 inches (22.6 x 4.1 x 12.4 cm),,,2535 MHz,,2.35 pounds (1.07 kg),B0C5S7NJ3M,,ZT-D40610E-10M,,,GeForce RTX 4060 Ti,,,,,,,,,18,,,ZOTAC,,,,"3 x DisplayPort 1.4a: 8K @ 60Hz, HDMI 2.1a: 8K @ 60 Hz",,,,NVIDIA,"May 24, 2023"
ZOTAC Gaming GeForce RTX 3060 Ti Twin Edge OC 8GB GDDR6 256-bit 14 Gbps PCIE 4.0 ...,MAD 15059,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/7MAHNKIY-zotac-gaming-geforce-rtx-3060-ti-twin-edge-oc-8gb-gddr6-256-bit-14-gbps-pcie-4-0-gaming-graphics-car,ZOTAC,,,,,,,,China,,,ZOTAC GAMING GeForce RTX 4060 Ti 8GB Twin Edge,8.9 x 1.6 x 4.9 inches (22.6 x 4.1 x 12.4 cm),,,,,,,Dedicated,Gun Metal,8 GB,8 GB,8.9 x 1.6 x 4.9 inches (22.6 x 4.1 x 12.4 cm),,,2535 MHz,,2.35 pounds (1.07 kg),B0C5S7NJ3M,,ZT-D40610E-10M,,,GeForce RTX 4060 Ti,,,,,,,,,18,,,ZOTAC,,,,"3 x DisplayPort 1.4a: 8K @ 60Hz, HDMI 2.1a: 8K @ 60 Hz",,,,NVIDIA,"May 24, 2023"
"QTHREE Radeon RX 580 Graphics Card, 8GB,256Bit,2048SP,GDDR5,DP,HDMI,DVI,Video Card ...",MAD 1505,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ML3ZIRMN4-qthree-radeon-rx-580-graphics-card-8gb-256bit-2048sp-gddr5-dp-hdmi-dvi-video-card-for-pc-gaming-pci-express-3-0-x16-with-dual-fan-for-office-and,ZOTAC,,,,,,,,China,,,ZOTAC GAMING GeForce RTX 4060 Ti 8GB Twin Edge,8.9 x 1.6 x 4.9 inches (22.6 x 4.1 x 12.4 cm),,,,,,,Dedicated,Gun Metal,8 GB,8 GB,8.9 x 1.6 x 4.9 inches (22.6 x 4.1 x 12.4 cm),,,2535 MHz,,2.35 pounds (1.07 kg),B0C5S7NJ3M,,ZT-D40610E-10M,,,GeForce RTX 4060 Ti,,,,,,,,,18,,,ZOTAC,,,,"3 x DisplayPort 1.4a: 8K @ 60Hz, HDMI 2.1a: 8K @ 60 Hz",,,,NVIDIA,"May 24, 2023"
ZOTAC Gaming GeForce RTX 4060 Ti 8GB Twin Edge DLSS 3 8GB GDDR6 128-bit 18 Gbps ...,MAD 5522,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/C74LZUJAI-zotac-gaming-geforce-rtx-4060-ti-8gb-twin-edge-dlss-3-8gb-gddr6-128-bit-18-gbps-pcie-4-0-compact-gaming-graphics-card-icestorm-2-0-advanced-cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP J3G90AA Cto NVIDIA Quadro K5200 8GB Graphics Cards,MAD 2516,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/S5ZRBZQG-hp-j3g90aa-hp-cto-nvidia-quadro-k5200-8gb-graphics-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VBESTLIFE GTX1050,2GB DDR5 128bit Gaming Graphics Card,2560x1600 Resolution,PCI ...",MAD 1051,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N4DY1YES6-gtx1050-2gb-ddr5-128bit-gaming-graphics-card-2560x1600-resolution-pci-express-2-0-16x-slot-pcie-video-card-with-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeston AMD Radeon Gaming SA RX 7700 XT 12G GDDR6 256bit 5nm Graphics Cards SA ...,MAD 6851,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IQLNVGM98-radeon-gaming-sakura-rx-7700-xt-12g-gddr6-256bit-5nm-graphics-cards-sakura-desktop-computer-pc-gpu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVGA GeForce RTX 3070 Ti XC3 Ultra Gaming, 08G-P5-3785-KL, 8GB GDDR6X, iCX3 ...",MAD 9758,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1AST90K98-evga-geforce-rtx-3070-ti-xc3-ultra-gaming-08g-p5-3785-kl-8gb-gddr6x-icx3-cooling-argb-led-metal-backplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVGA GeForce RTX 2070 XC Gaming, 8GB GDDR6, Dual HDB Fans & RGB LED Graphics Card ...",MAD 8241,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/2ABST2H4-evga-geforce-rtx-2070-xc-gaming-8gb-gddr6-dual-hdb-fans-rgb-led-graphics-card-08g-p4-2172-kr-real-bo,ZOTAC,,,,,,,1,,,,FBA_ZT-71115-20L,10.24 x 6.29 x 2.28 inches (26 x 16 x 5.8 cm),Unknown,,English,,,,GeForce GT 730,,4 GB,4 GB,10.24 x 6.29 x 2.28 inches (26 x 16 x 5.8 cm),,,902 MHz,,15.5 ounces (439.43 grams),B00R5UW038,,ZT-71115-20L,1 A batteries required.,,Nvidia GeForce,3840 x 2160,,902 GHz,,No,Windows 10 / 8 / 7 / Vista / XP,,,1600 MHz,,,ZOTAC,,,,VGA,,,,ZOTAC,"December 18, 2014"
