title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Brand,Graphics Engine,GPU Clock,Bus Standard,Model ID,Power Supply Required,Part Number,Memory,Memory Bandwidth,Graphics Technologies Supported,3D Support,DVI and HDMI Interface,Other Interface,HD Content Support,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Service Type,VGA/D-SUB Output,Supported OS,Processors and Cores,GPU Manufacturing Process,Shader,RAMDAC Clock Speed,Cooling and Heatsink,Maximum Resolution,Other System Requirements,Software Included,Weight,Additional Features,Dimensions,Mini HDMI
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:03:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:03:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etzin NVIDIA 6 in 1 PCI-E Riser Adapter Board 1 to 6 PC...,"₹3,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l23mhzk0/graphics-card/f/x/g/6-in-1-pci-e-riser-adapter-board-1-to-6-pci-e-1x-express-usb3-0-original-imagdgjvjqw4r3gn.jpeg?q=70,https://www.flipkart.com/etzin-nvidia-6-1-pci-e-riser-adapter-board-1x-express-usb3-0-gb-ddr2-graphics-card/p/itm5747013ac99d2?pid=GRCGBE4PGSUUGQPN&lid=LSTGRCGBE4PGSUUGQPNU0MR9B&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_281&otracker=search&fm=organic&iid=4442f1c3-fbd2-496f-8874-2f913cbc14b7.GRCGBE4PGSUUGQPN.SEARCH&ppt=None&ppn=None&ssid=k9kt2s2e7k0000001738523035755&qH=ae2a487734c75ca2,2025-02-02 20:03:55,BOX,Etzin,NVIDIA 6 in 1 PCI-E Riser Adapter,60 MHz,"Supported OS: DOS, for Linux, for Windows XP/7/8/10",6 in 1 PCI-E Riser Adapter Board 1 to 6 PCI-E 1X Express USB3.0 PCI-E,,PCIe-1x6-USB3.0,"60-bit, 1 GB DDR2 Memory",,,,,,,1 Months Manufacturer Warranty,External Damage,Only Internal Damage,"1. If any Internal Problem in the product, customer has to contact us and courier the product on our address and we will research on problem after that we will replace the product. 1. You make sure that the product does not physically damage, if the product will get damage, then the seller does not wear the loss of the damage Product. You make sure after ending up Flipkart Return/Refund and Replacement policy if you want to claim warranty for product issues you have to ship the product on the seller address by using your own shipping services, and seller will not wear the loss of shipping cost. 3. You make sure that all accessories of the product should be with the product at the time of returning the product to seller, if there is any accessories missing then buyer will wear the loss of accessories co",,,,,,,,,,,,,,
LipiWorld NVIDIA VER011-PRO Riser Card 10 Capacitors PC...,₹604,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kyag87k0/graphics-card/9/0/i/nvidia-pci-e-riser-card-ver011-pro-10-capacitors-for-bit-coin-original-imagak4pgfs3wfhf.jpeg?q=70,https://www.flipkart.com/lipiworld-nvidia-ver011-pro-riser-card-10-capacitors-pci-e-1x-16x-16-gb-gddr4-graphics/p/itm1d0a3c1bd9d4c?pid=GRCGBXYZFVBGYVJA&lid=LSTGRCGBXYZFVBGYVJAFI3WYH&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_285&otracker=search&fm=organic&iid=4442f1c3-fbd2-496f-8874-2f913cbc14b7.GRCGBXYZFVBGYVJA.SEARCH&ppt=None&ppn=None&ssid=k9kt2s2e7k0000001738523035755&qH=ae2a487734c75ca2,2025-02-02 20:03:55,1 Piss VER011-PRO Riser Card 10 Capacitors PCI-E,LipiWorld,NVIDIA NVIDIA 1,120 MHz,3.0,VER011-PRO Riser Card 10 Capacitors PCI-E 1X to 16X Riser Card,,VER011,"64-bit, 16 GB GDDR4 Memory",,,,,,,Seller Warranty,1 Month,If damaged will not be repaired/covered under warranty,Seller Warranty,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4070 Ti SUPER 16G VENTUS 2X OC W...,"₹1,04,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/p/p/u/geforce-rtx-4070-ti-super-16g-ventus-2x-oc-white-msi-original-imah78hnzqewxszd.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-ti-super-16g-ventus-2x-oc-white-16-gb-gddr6-graphics-card/p/itm81d0270f42499?pid=GRCH77HDGNQH3ZSC&lid=LSTGRCH77HDGNQH3ZSCSAHDJ9&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_289&otracker=search&fm=organic&iid=4442f1c3-fbd2-496f-8874-2f913cbc14b7.GRCH77HDGNQH3ZSC.SEARCH&ppt=None&ppn=None&ssid=k9kt2s2e7k0000001738523035755&qH=ae2a487734c75ca2,2025-02-02 20:03:55,1 (GeForce RTX 4070 Ti SUPER 16G VENTUS 2X OC WHITE ),MSI,NVIDIA NVIDIA GeForce RTX 4070 TI SUPER,2655 MHz,PCI Express Gen 4,GeForce RTX 4070 Ti SUPER 16G VENTUS 2X OC WHITE,,16 GB GDDR6,"256-bit, 16 GB GDDR6 Memory",,,,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,,1214 g,Good Quality Product,242 x 51 x 125 mm,
Jack and Rex NVIDIA NGFF M.2 M key to USB 3.0 Adapter C...,₹249,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kubk70w0/graphics-card/a/s/i/ngff-m-2-m-key-to-usb-3-0-adapter-card-extender-m2-to-usb3-0-original-imag7gp9qg7bq6kw.jpeg?q=70,https://www.flipkart.com/jack-rex-nvidia-ngff-m-2-m-key-usb-3-0-adapter-card-extender-m2-usb3-0-converter-pci-e-riser-graphics-gpu-mining-miner-package-ships-anti-electrostatic-bags-prevent-damage-1-gb-ddr2/p/itmb7d16aa5d9b7d?pid=GRCG7GPAZRMFPCXD&lid=LSTGRCG7GPAZRMFPCXDM0TXA5&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_293&otracker=search&fm=organic&iid=4442f1c3-fbd2-496f-8874-2f913cbc14b7.GRCG7GPAZRMFPCXD.SEARCH&ppt=None&ppn=None&ssid=k9kt2s2e7k0000001738523035755&qH=ae2a487734c75ca2,2025-02-02 20:03:55,1,Jack and Rex,NVIDIA nvidia,120 MHz,Express 3.0,NGFF M.2 M key to USB 3.0 Adapter Card Extender M2 to USB3.0 Adapter Converter for PCI-E Riser Card Graphics GPU Mining Miner Package ships in Anti-electrostatic bags to prevent damage.,,JAR_NGFF_M.2,"192-bit, 1 GB DDR2 Memory",,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,
LipiWorld NVIDIA (Pack Of 6) VER012-PRO Riser Card 10 C...,"₹2,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/w/q/5/pack-of-6-ver012-pro-riser-card-10-capacitors-pci-e-1x-to-16x-original-imaggsjqdkjcg5qz.jpeg?q=70,https://www.flipkart.com/lipiworld-nvidia-pack-6-ver012-pro-riser-card-10-capacitors-pci-e-1x-16x-v012-16-gb-gddr4-graphics/p/itm9e2ddbe807a8b?pid=GRCGGSJQYFJUUKWQ&lid=LSTGRCGGSJQYFJUUKWQTPPIU1&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_297&otracker=search&fm=organic&iid=4442f1c3-fbd2-496f-8874-2f913cbc14b7.GRCGGSJQYFJUUKWQ.SEARCH&ppt=None&ppn=None&ssid=k9kt2s2e7k0000001738523035755&qH=ae2a487734c75ca2,2025-02-02 20:03:55,Set of 6,LipiWorld,NVIDIA NVIDIA 1,120 MHz,3.0,(Pack Of 6) VER012-PRO Riser Card 10 Capacitors PCI-E 1X to 16X V012 Riser Card,,VER012-PRO Riser Card,"64-bit, 16 GB GDDR4 Memory",,,,,,,Seller Warranty,1 Month,If damaged will not be repaired/covered under warranty,Seller Warranty,,,,,,,,,,,,,,
LipiWorld NVIDIA (Pack Of 4) VER012-PRO Riser Card 10 C...,"₹1,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/q/b/1/pack-of-4-ver012-pro-riser-card-10-capacitors-pci-e-1x-to-16x-original-imaggsjhdhfkfbs2.jpeg?q=70,https://www.flipkart.com/lipiworld-nvidia-pack-4-ver012-pro-riser-card-10-capacitors-pci-e-1x-16x-v012-16-gb-gddr4-graphics/p/itmdfe4f2b5726d7?pid=GRCGGSJGZ8RX33TG&lid=LSTGRCGGSJGZ8RX33TGL6VGWF&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_301&otracker=search&fm=organic&iid=4442f1c3-fbd2-496f-8874-2f913cbc14b7.GRCGGSJGZ8RX33TG.SEARCH&ppt=None&ppn=None&ssid=k9kt2s2e7k0000001738523035755&qH=ae2a487734c75ca2,2025-02-02 20:03:55,4 Piss VER012-PRO Riser Card,LipiWorld,NVIDIA NVIDIA 1,120 MHz,3.0,(Pack Of 4) VER012-PRO Riser Card 10 Capacitors PCI-E 1X to 16X V012 Riser Card,,VER012-PRO Riser Card,"64-bit, 16 GB GDDR4 Memory",,,,,,,Seller Warranty,1 Month,If damaged will not be repaired/covered under warranty,Seller Warranty,,,,,,,,,,,,,,
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,"₹2,007",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ktvucnk0/graphics-card/z/b/m/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74twtge8gzg4.jpeg?q=70,https://www.flipkart.com/nextar-nvidia-ver-009s-riser-cable-black-pcie-1x-16x-graphics-extension-gpu-mining-powered-adapter-card-60cm-usb-3-0-cable-4-solid-capacitors-two-6pin-molex-3-power-options-pack-0f-3-16-gb-gddr4-card/p/itm746cf3ef3fcc0?pid=GRCG74UFBQQXWDGF&lid=LSTGRCG74UFBQQXWDGFHUXTHA&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_305&otracker=search&fm=organic&iid=4442f1c3-fbd2-496f-8874-2f913cbc14b7.GRCG74UFBQQXWDGF.SEARCH&ppt=None&ppn=None&ssid=k9kt2s2e7k0000001738523035755&qH=ae2a487734c75ca2,2025-02-02 20:03:55,3PC VER009S Riser Card,Nextar,NVIDIA 1,120 MHz,3,"VER 009S Riser Cable Black PCIE Riser 1X to 16X Graphics Extension for GPU Mining Powered Riser Adapter Card, 60cm USB 3.0 Cable, 4 Solid Capacitors, Two 6PIN & Molex 3 Power Options(Pack 0f 3)",,009S-1,"64-bit, 16 GB GDDR4 Memory",,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,
Xsentuals NVIDIA PCI-E 1x to 16x Adapter Card USB3.0 Da...,₹399,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ks3jjbk0/graphics-card/9/3/9/pcie-riser-adapter-card-ver009s-009s-black-gold-16x-to-1x-60cm-original-imag5qx5uq2vnujr.jpeg?q=70,https://www.flipkart.com/xsentuals-nvidia-pci-e-1x-16x-adapter-card-usb3-0-data-cable-power-kit-mining-16-gb-gddr4-graphics/p/itm10609bbb2fd99?pid=GRCG5QX6HNUACEYZ&lid=LSTGRCG5QX6HNUACEYZ6WQJ5N&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_309&otracker=search&fm=organic&iid=4442f1c3-fbd2-496f-8874-2f913cbc14b7.GRCG5QX6HNUACEYZ.SEARCH&ppt=None&ppn=None&ssid=k9kt2s2e7k0000001738523035755&qH=ae2a487734c75ca2,2025-02-02 20:03:55,1 x VER009S / 009S PCIe Riser Card,Xsentuals,NVIDIA 1,120 MHz,3.0,PCI-E 1x to 16x Adapter Card USB3.0 Data Cable Power Cable Kit Mining Card,,VER006S / 006S,"64-bit, 16 GB GDDR4 Memory",,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,
AARVEX NVIDIA Graphic Card GT610 2GB DDR3 2 GB DDR3 Gra...,"₹1,924",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/u/i/graphic-card-gt610-2gb-ddr3-aarvex-original-imah3u83yhzpcafa.jpeg?q=70,https://www.flipkart.com/aarvex-nvidia-graphic-card-gt610-2gb-ddr3-2-gb-graphics/p/itm61f1ba229017c?pid=GRCH3U8GTSBGTWVB&lid=LSTGRCH3U8GTSBGTWVB95ADWQ&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_313&otracker=search&fm=organic&iid=4442f1c3-fbd2-496f-8874-2f913cbc14b7.GRCH3U8GTSBGTWVB.SEARCH&ppt=None&ppn=None&ssid=k9kt2s2e7k0000001738523035755&qH=ae2a487734c75ca2,2025-02-02 20:03:55,"The AARVEX GT610 2GB is an entry-level graphics card, often used for basic computing tasks, light multimedia applications, and very casual gaming., The AARVEX GT610 2GB is not designed for gaming. It can handle very light gaming or older titles, but it's primarily intended for improving visual performance in basic tasks, such as video playback and desktop applications., For multimedia use, it can accelerate HD video decoding and provide a smoother experience compared to integrated graphics., It is also a good choice for upgrading an older system that lacks any form of discrete GPU, providing a noticeable performance boost over integrated solutions in certain scenarios.",AARVEX,NVIDIA GeForce GT 610,1600 MHz,Supports PCI Express (2.0) ×16,Graphic Card GT610 2GB DDR3,300 W,GT610 2GB,"64-bit, 2 GB DDR3 Memory with 1600 MHz",14.4 Gbps,"Microsoft DirectX v11, Open GL Optimization v4.2, No support",No support,"1 x DVI Output Out, Yes x Dual Link DVI Out, 1 x HDMI Output Out, The AARVEX GT610 2GB usually includes a DVI to VGA adapter and possibly an HDMI to DVI adapter. These adapters help connect the card to different types of monitors and displays. Always verify the included items with the specific package you purchase.","Yes x Co-Axial TV Out, No x VIVO Out, 3 x Display Port Out, In addition to HDMI, DVI, and VGA outputs, the AARVEX GT610 2GB provides features like HDMI audio output, support for multi-monitor setups, and compatibility with various adapters. It also supports HDCP for protected content playback. The NVIDIA Control Panel is used for configuring and managing these connectivity options.",HDCP Support and HDTV Support,3 Year,Not Working,Physical & Damaged,Carry In,1xVGA DSub Output,"Potentially Windows 11, Windows 10, Windows 8.1 and 8, Windows 7, Windows XP","48 Stream Processor, 48 Shader Processors, 48 CUDA Cores",40 nm,Shader Version 5 with Clock speed of 810 MHz,400 MHz,The AARVEX GT610 2GB usually uses a passive cooling solution with a heatsink and no active fan. This design is aimed at providing silent operation but depends on good case airflow to manage heat effectively.,"4096000 (Digital), 3145728 (Analog)","Minimum Power Supply: A minimum of 300 watts is generally recommended for the system. The GT610 has a low power consumption of about 29 watts, so it does not require additional power connectors beyond what the PCI Express slot provides., Slot Type: The card requires a PCI Express x16 slot on the motherboard. It is compatible with both PCIe 2.0 and 3.0 slots., Recommended RAM: At least 2 GB of system RAM is recommended to ensure smooth operation. More RAM may be needed depending on the system's overall configuration and the tasks being performed., Minimum CPU: A modern processor with at least 1.0 GHz or faster is recommended. While the GT610 itself is not very demanding, a more powerful CPU may be necessary to avoid bottlenecks in system performance.","The AARVEX GT610 2GB typically includes NVIDIA GeForce drivers, the NVIDIA Control Panel, and possibly NVIDIA GeForce Experience. Additional documentation and, in some cases, third-party software might also be included. It's important to check the contents of the specific package you receive, as software bundles can vary.",154 g,"Video Playback: Enhances video playback quality with support for high-definition video formats. It includes hardware acceleration for video decoding, reducing CPU load during playback of HD video content., Parallel Computing: Supports CUDA (Compute Unified Device Architecture), allowing the GPU to perform general-purpose computing tasks in addition to graphics rendering. This can accelerate certain applications that are CUDA-enabled., 3D Support: While not a primary feature of the GT610, it is capable of supporting NVIDIA 3D Vision technology, which enables 3D gaming and multimedia experiences with the appropriate hardware and software., Driver Features: Includes features for performance tuning, overclocking, and other GPU management options through NVIDIA's GeForce drivers. The NVIDIA Control Panel allows for customization of graphics settings and display configurations., Extended Desktop: Supports multi-monitor setups, allowing for extended desktop environments across multiple screens using the available HDMI, DVI, and VGA outputs., Audio Integration: HDMI supports both video and audio, allowing for simplified connectivity with HDMI-compatible displays that support audio., Low Power Consumption: Designed to operate with low power consumption, making it suitable for systems with limited power supplies and contributing to overall energy efficiency., DirectX and OpenGL Support: Fully supports DirectX 11 and OpenGL 4.2, enabling compatibility with a wide range of applications and games that use these APIs.",165 x 19 x 121 mm,
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,₹584,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ktvucnk0/graphics-card/p/x/u/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74txqem6deer.jpeg?q=70,https://www.flipkart.com/nextar-nvidia-ver-009s-riser-cable-black-pcie-1x-16x-graphics-extension-gpu-mining-powered-adapter-card-60cm-usb-3-0-cable-4-solid-capacitors-two-6pin-molex-3-power-options-pack-0f-1-16-gb-gddr4-card/p/itm4db4c1ac19c75?pid=GRCG74UK8N8PWR8X&lid=LSTGRCG74UK8N8PWR8X4J1JDJ&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_317&otracker=search&fm=organic&iid=4442f1c3-fbd2-496f-8874-2f913cbc14b7.GRCG74UK8N8PWR8X.SEARCH&ppt=None&ppn=None&ssid=k9kt2s2e7k0000001738523035755&qH=ae2a487734c75ca2,2025-02-02 20:03:55,1PC VER009S Riser Card,Nextar,NVIDIA 1,120 MHz,3,"VER 009S Riser Cable Black PCIE Riser 1X to 16X Graphics Extension for GPU Mining Powered Riser Adapter Card, 60cm USB 3.0 Cable, 4 Solid Capacitors, Two 6PIN & Molex 3 Power Options(Pack 0f 1)",,009S-1,"64-bit, 16 GB GDDR4 Memory",,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:03:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:03:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:03:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobo AMD/ATI Riser Card VER0010S Plus Ultra Latest / 8 ...,"₹1,674",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kws5hu80/graphics-card/l/8/q/riser-card-ver0010s-plus-ultra-latest-8-capacitor-gpu-riser-pcie-original-imag9dtfhghxrmsm.jpeg?q=70,https://www.flipkart.com/tobo-amd-ati-riser-card-ver0010s-plus-ultra-latest-8-capacitor-gpu-pcie-express-cable-16x-1x-power-adapter-80cm-usb-3-0-ver-010s-pack-2-1-gb-ddr2-graphics/p/itm3fa1217fe7d8a?pid=GRCG9DT2HKTHKH2Z&lid=LSTGRCG9DT2HKTHKH2ZSIQ9OS&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_9_321&otracker=search&fm=organic&iid=d2a7cf3b-fb6d-414b-8bd7-9e26e8072873.GRCG9DT2HKTHKH2Z.SEARCH&ppt=None&ppn=None&ssid=mq0dvw5g9c0000001738523064305&qH=ae2a487734c75ca2,2025-02-02 20:04:24,pack of 2 PCIe,Tobo,AMD/ATI PCIe Riser Adapter,1000 MHz,PCIe Riser Adapter 80cm USB 3.0 Cable,Riser Card VER0010S Plus Ultra Latest / 8 Capacitor / GPU Riser / PCIE Riser Express Cable 16x to 1x Power PCIe Riser Adapter 80cm USB 3.0 Cable (VER 010S-Pack-2),,PCI-E-1X-TO-16X-VER010S-PLUS,"1000-bit, 1 GB DDR2 Memory",,,,,,,Product External damage,Product External damage,Product replacement warranty,Product replacement warranty,,,,,,,,,,,,,,
microware NVIDIA PCI-E 1 to 7 Riser Card Riser Heat Sin...,"₹2,164",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l5iid8w0/graphics-card/w/q/k/pci-e-1-to-7-riser-card-riser-heat-sink-converter-for-video-card-original-imagg69xm9wsgnmh.jpeg?q=70,https://www.flipkart.com/microware-nvidia-pci-e-1-7-riser-card-heat-sink-converter-video-btc-mining-gb-gddr6x-graphics/p/itm1b6314e990f58?pid=GRCGG69XQ6ZHFGSF&lid=LSTGRCGG69XQ6ZHFGSFFXBU7E&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_9_325&otracker=search&fm=organic&iid=d2a7cf3b-fb6d-414b-8bd7-9e26e8072873.GRCGG69XQ6ZHFGSF.SEARCH&ppt=None&ppn=None&ssid=mq0dvw5g9c0000001738523064305&qH=ae2a487734c75ca2,2025-02-02 20:04:24,1 x PCI-E 1x 1 to 7 Riser Card Adapter,microware,"NVIDIA NVIDIA, NVIDIA 1",1 MHz,3.0,PCI-E 1 to 7 Riser Card Riser Heat Sink Converter for Video Card BTC Mining,,1x7 port PCIE,"64-bit, 1 GB GDDR6X Memory",,,,,,,3 months,Warranty of the product is limited to manufacturing defects only,Warranty does not cover any external damage,Replacement,,,,,,,,,,,,,,
Inno3D NVIDIA NVIDIA GEFORCE RTX 4070 Twin X2 OC 12GB G...,"₹1,00,800",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/9/s/5/nvidia-geforce-rtx-4070-twin-x2-oc-12gb-gddr6x-192-bit-inno3d-original-imah4dgaqkbcnasx.jpeg?q=70,https://www.flipkart.com/inno3d-nvidia-geforce-rtx-4070-twin-x2-oc-12gb-gddr6x-192-bit-12-gb-gddr6-graphics-card/p/itmb0517c962abcb?pid=GRCH4D67TCJZ5T3E&lid=LSTGRCH4D67TCJZ5T3EJQYLQH&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_9_329&otracker=search&fm=organic&iid=d2a7cf3b-fb6d-414b-8bd7-9e26e8072873.GRCH4D67TCJZ5T3E.SEARCH&ppt=None&ppn=None&ssid=mq0dvw5g9c0000001738523064305&qH=ae2a487734c75ca2,2025-02-02 20:04:24,"1 Graphics Card, User Manual",Inno3D,NVIDIA PCI-E 4.0 X16,4070 MHz,2505,NVIDIA GEFORCE RTX 4070 Twin X2 OC 12GB GDDR6X 192-bit,,N40702-126XX-185252N,"192-bit, 12 GB GDDR6 Memory",,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,Off-site,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:04:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
