title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Brand,Graphics Engine,GPU Clock,Bus Standard,Model ID,Power Supply Required,Part Number,Memory,Memory Bandwidth,Graphics Technologies Supported,3D Support,DVI and HDMI Interface,Other Interface,HD Content Support,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Service Type,Cooling and Heatsink,Dimensions,Weight,Additional Features,Processors and Cores,Shader,Maximum Resolution,Supported OS,Software Included,RAMDAC Clock Speed,VGA/D-SUB Output,GPU Manufacturing Process,Mini HDMI,Other System Requirements
Tobo NVIDIA PCI-E 1x to 16x Riser Card PCI-Express 1 to...,"₹2,219",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l3lx8cw0/graphics-card/l/c/o/pci-e-1x-to-16x-riser-card-pci-express-1-to-4-slot-pcie-usb3-0-original-imagezygsyqcdz3m.jpeg?q=70,https://www.flipkart.com/tobo-nvidia-pci-e-1x-16x-riser-card-pci-express-1-4-slot-pcie-usb3-0-adapter-port-gb-ddr2-graphics/p/itm57e18633931e2?pid=GRCGEZYHYM3AG2JG&lid=LSTGRCGEZYHYM3AG2JGJZYG8T&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_293&otracker=search&fm=organic&iid=38c3411b-7629-46d8-935d-8e4193b48787.GRCGEZYHYM3AG2JG.SEARCH&ppt=None&ppn=None&ssid=sncltt8u8w0000001738684163096&qH=ae2a487734c75ca2,2/5/2025 16:45,4 port USB expansion card,Tobo,NVIDIA PCI-E Riser Card,60 MHz,PE031,PCI-E 1x to 16x Riser Card PCI-Express 1 to 4 Slot PCIe USB3.0 Adapter Port,,1x to 16x Riser Card,"6-bit, 1 GB DDR2 Memory",,,,,,,1Month Manufacturer Warranty,Only Internal Damage/Issue Will Cover,"External Damage/Issue Will Not Cover i.e. Water Damage, Physical Damage",Product Replacement warranty,,7 x 1 mm,10 g,,,,,,,,,,,
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,₹584,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ktvucnk0/graphics-card/p/x/u/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74txqem6deer.jpeg?q=70,https://www.flipkart.com/nextar-nvidia-ver-009s-riser-cable-black-pcie-1x-16x-graphics-extension-gpu-mining-powered-adapter-card-60cm-usb-3-0-cable-4-solid-capacitors-two-6pin-molex-3-power-options-pack-0f-1-16-gb-gddr4-card/p/itm4db4c1ac19c75?pid=GRCG74UK8N8PWR8X&lid=LSTGRCG74UK8N8PWR8X4J1JDJ&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_297&otracker=search&fm=organic&iid=38c3411b-7629-46d8-935d-8e4193b48787.GRCG74UK8N8PWR8X.SEARCH&ppt=None&ppn=None&ssid=sncltt8u8w0000001738684163096&qH=ae2a487734c75ca2,2/5/2025 16:45,1PC VER009S Riser Card,Nextar,NVIDIA 1,120 MHz,3,"VER 009S Riser Cable Black PCIE Riser 1X to 16X Graphics Extension for GPU Mining Powered Riser Adapter Card, 60cm USB 3.0 Cable, 4 Solid Capacitors, Two 6PIN & Molex 3 Power Options(Pack 0f 1)",,009S-1,"64-bit, 16 GB GDDR4 Memory",,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,"₹2,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ktvucnk0/graphics-card/i/2/i/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74tygczbztak.jpeg?q=70,https://www.flipkart.com/nextar-nvidia-ver-009s-riser-cable-black-pcie-1x-16x-graphics-extension-gpu-mining-powered-adapter-card-60cm-usb-3-0-cable-4-solid-capacitors-two-6pin-molex-3-power-options-pack-0f-5-16-gb-gddr4-card/p/itm0c5b175945b8c?pid=GRCG74UKZEZH88GA&lid=LSTGRCG74UKZEZH88GAXLMBP7&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_301&otracker=search&fm=organic&iid=38c3411b-7629-46d8-935d-8e4193b48787.GRCG74UKZEZH88GA.SEARCH&ppt=None&ppn=None&ssid=sncltt8u8w0000001738684163096&qH=ae2a487734c75ca2,2/5/2025 16:45,5PC VER009S Riser Card,Nextar,NVIDIA 1,120 MHz,3,"VER 009S Riser Cable Black PCIE Riser 1X to 16X Graphics Extension for GPU Mining Powered Riser Adapter Card, 60cm USB 3.0 Cable, 4 Solid Capacitors, Two 6PIN & Molex 3 Power Options(Pack 0f 5)",,009S-1,"64-bit, 16 GB GDDR4 Memory",,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,
LipiWorld NVIDIA (Pack Of 6) VER-14Pro V014 Pro PCI-E 1...,"₹3,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l572ufk0/graphics-card/e/s/t/pack-of-6-ver-14pro-v014-pro-pci-e-1x-to-16x-pcie-riser-card-original-imagfxhb7yffwyy5.jpeg?q=70,https://www.flipkart.com/lipiworld-nvidia-pack-6-ver-14pro-v014-pro-pci-e-1x-16x-pcie-riser-card-16-gb-gddr4-graphics/p/itmdd3e905b804b2?pid=GRCGFXHBEJDBCQJR&lid=LSTGRCGFXHBEJDBCQJRBY1SIB&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_305&otracker=search&fm=organic&iid=38c3411b-7629-46d8-935d-8e4193b48787.GRCGFXHBEJDBCQJR.SEARCH&ppt=None&ppn=None&ssid=sncltt8u8w0000001738684163096&qH=ae2a487734c75ca2,2/5/2025 16:45,6 Piss VER0-14Pro Riser Card,LipiWorld,NVIDIA NVIDIA 1,120 MHz,3,(Pack Of 6) VER-14Pro V014 Pro PCI-E 1X to 16X Pcie Riser Card,,VER-14Pro,"64-bit, 16 GB GDDR4 Memory",,,,,,,Seller Warranty,1 Month,If damaged will not be repaired/covered under warranty,Seller Warranty,,,,,,,,,,,,,,
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,"₹1,469",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ktvucnk0/graphics-card/m/p/k/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74tydah7cd2p.jpeg?q=70,https://www.flipkart.com/nextar-nvidia-ver-009s-riser-cable-black-pcie-1x-16x-graphics-extension-gpu-mining-powered-adapter-card-60cm-usb-3-0-cable-4-solid-capacitors-two-6pin-molex-3-power-options-pack-0f-2-16-gb-gddr4-card/p/itmcd8067319a0ea?pid=GRCG74UKRNP6XMYS&lid=LSTGRCG74UKRNP6XMYSDHE2E8&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_309&otracker=search&fm=organic&iid=38c3411b-7629-46d8-935d-8e4193b48787.GRCG74UKRNP6XMYS.SEARCH&ppt=None&ppn=None&ssid=sncltt8u8w0000001738684163096&qH=ae2a487734c75ca2,2/5/2025 16:45,2PC VER009S Riser Card,Nextar,NVIDIA 1,120 MHz,3,"VER 009S Riser Cable Black PCIE Riser 1X to 16X Graphics Extension for GPU Mining Powered Riser Adapter Card, 60cm USB 3.0 Cable, 4 Solid Capacitors, Two 6PIN & Molex 3 Power Options(Pack 0f 2)",,009S-1,"64-bit, 16 GB GDDR4 Memory",,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,
AARVEX NVIDIA Graphic Card GT610 2GB DDR3 2 GB DDR3 Gra...,"₹1,924",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/u/i/graphic-card-gt610-2gb-ddr3-aarvex-original-imah3u83yhzpcafa.jpeg?q=70,https://www.flipkart.com/aarvex-nvidia-graphic-card-gt610-2gb-ddr3-2-gb-graphics/p/itm61f1ba229017c?pid=GRCH3U8GTSBGTWVB&lid=LSTGRCH3U8GTSBGTWVB95ADWQ&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_313&otracker=search&fm=organic&iid=38c3411b-7629-46d8-935d-8e4193b48787.GRCH3U8GTSBGTWVB.SEARCH&ppt=None&ppn=None&ssid=sncltt8u8w0000001738684163096&qH=ae2a487734c75ca2,2/5/2025 16:45,"The AARVEX GT610 2GB is an entry-level graphics card, often used for basic computing tasks, light multimedia applications, and very casual gaming., The AARVEX GT610 2GB is not designed for gaming. It can handle very light gaming or older titles, but it's primarily intended for improving visual performance in basic tasks, such as video playback and desktop applications., For multimedia use, it can accelerate HD video decoding and provide a smoother experience compared to integrated graphics., It is also a good choice for upgrading an older system that lacks any form of discrete GPU, providing a noticeable performance boost over integrated solutions in certain scenarios.",AARVEX,NVIDIA GeForce GT 610,1600 MHz,Supports PCI Express (2.0) ×16,Graphic Card GT610 2GB DDR3,300 W,GT610 2GB,"64-bit, 2 GB DDR3 Memory with 1600 MHz",14.4 Gbps,"Microsoft DirectX v11, Open GL Optimization v4.2, No support",No support,"1 x DVI Output Out, Yes x Dual Link DVI Out, 1 x HDMI Output Out, The AARVEX GT610 2GB usually includes a DVI to VGA adapter and possibly an HDMI to DVI adapter. These adapters help connect the card to different types of monitors and displays. Always verify the included items with the specific package you purchase.","Yes x Co-Axial TV Out, No x VIVO Out, 3 x Display Port Out, In addition to HDMI, DVI, and VGA outputs, the AARVEX GT610 2GB provides features like HDMI audio output, support for multi-monitor setups, and compatibility with various adapters. It also supports HDCP for protected content playback. The NVIDIA Control Panel is used for configuring and managing these connectivity options.",HDCP Support and HDTV Support,3 Year,Not Working,Physical & Damaged,Carry In,The AARVEX GT610 2GB usually uses a passive cooling solution with a heatsink and no active fan. This design is aimed at providing silent operation but depends on good case airflow to manage heat effectively.,165 x 19 x 121 mm,154 g,"Video Playback: Enhances video playback quality with support for high-definition video formats. It includes hardware acceleration for video decoding, reducing CPU load during playback of HD video content., Parallel Computing: Supports CUDA (Compute Unified Device Architecture), allowing the GPU to perform general-purpose computing tasks in addition to graphics rendering. This can accelerate certain applications that are CUDA-enabled., 3D Support: While not a primary feature of the GT610, it is capable of supporting NVIDIA 3D Vision technology, which enables 3D gaming and multimedia experiences with the appropriate hardware and software., Driver Features: Includes features for performance tuning, overclocking, and other GPU management options through NVIDIA's GeForce drivers. The NVIDIA Control Panel allows for customization of graphics settings and display configurations., Extended Desktop: Supports multi-monitor setups, allowing for extended desktop environments across multiple screens using the available HDMI, DVI, and VGA outputs., Audio Integration: HDMI supports both video and audio, allowing for simplified connectivity with HDMI-compatible displays that support audio., Low Power Consumption: Designed to operate with low power consumption, making it suitable for systems with limited power supplies and contributing to overall energy efficiency., DirectX and OpenGL Support: Fully supports DirectX 11 and OpenGL 4.2, enabling compatibility with a wide range of applications and games that use these APIs.","48 Stream Processor, 48 Shader Processors, 48 CUDA Cores",Shader Version 5 with Clock speed of 810 MHz,"4096000 (Digital), 3145728 (Analog)","Potentially Windows 11, Windows 10, Windows 8.1 and 8, Windows 7, Windows XP","The AARVEX GT610 2GB typically includes NVIDIA GeForce drivers, the NVIDIA Control Panel, and possibly NVIDIA GeForce Experience. Additional documentation and, in some cases, third-party software might also be included. It's important to check the contents of the specific package you receive, as software bundles can vary.",400 MHz,1xVGA DSub Output,40 nm,,"Minimum Power Supply: A minimum of 300 watts is generally recommended for the system. The GT610 has a low power consumption of about 29 watts, so it does not require additional power connectors beyond what the PCI Express slot provides., Slot Type: The card requires a PCI Express x16 slot on the motherboard. It is compatible with both PCIe 2.0 and 3.0 slots., Recommended RAM: At least 2 GB of system RAM is recommended to ensure smooth operation. More RAM may be needed depending on the system's overall configuration and the tasks being performed., Minimum CPU: A modern processor with at least 1.0 GHz or faster is recommended. While the GT610 itself is not very demanding, a more powerful CPU may be necessary to avoid bottlenecks in system performance."
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,"₹2,007",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ktvucnk0/graphics-card/z/b/m/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74twtge8gzg4.jpeg?q=70,https://www.flipkart.com/nextar-nvidia-ver-009s-riser-cable-black-pcie-1x-16x-graphics-extension-gpu-mining-powered-adapter-card-60cm-usb-3-0-cable-4-solid-capacitors-two-6pin-molex-3-power-options-pack-0f-3-16-gb-gddr4-card/p/itm746cf3ef3fcc0?pid=GRCG74UFBQQXWDGF&lid=LSTGRCG74UFBQQXWDGFHUXTHA&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_317&otracker=search&fm=organic&iid=38c3411b-7629-46d8-935d-8e4193b48787.GRCG74UFBQQXWDGF.SEARCH&ppt=None&ppn=None&ssid=sncltt8u8w0000001738684163096&qH=ae2a487734c75ca2,2/5/2025 16:45,3PC VER009S Riser Card,Nextar,NVIDIA 1,120 MHz,3,"VER 009S Riser Cable Black PCIE Riser 1X to 16X Graphics Extension for GPU Mining Powered Riser Adapter Card, 60cm USB 3.0 Cable, 4 Solid Capacitors, Two 6PIN & Molex 3 Power Options(Pack 0f 3)",,009S-1,"64-bit, 16 GB GDDR4 Memory",,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LipiWorld NVIDIA (Pack Of 2) VER012-PRO Riser Card 10 C...,"₹1,067",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/g/m/j/pack-of-2-ver012-pro-riser-card-10-capacitors-pci-e-1x-to-16x-original-imaggsjsq58sh72b.jpeg?q=70,https://www.flipkart.com/lipiworld-nvidia-pack-2-ver012-pro-riser-card-10-capacitors-pci-e-1x-16x-v012-16-gb-gddr4-graphics/p/itm45b793f0aebbb?pid=GRCGGSJ49GAKXZCX&lid=LSTGRCGGSJ49GAKXZCXNZGYEN&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_9_321&otracker=search&fm=organic&iid=d03a5f2c-b1bf-4de1-8d83-b384262e1ac7.GRCGGSJ49GAKXZCX.SEARCH&ppt=None&ppn=None&ssid=w9tbjbf9g00000001738684198010&qH=ae2a487734c75ca2,2/5/2025 16:45,2 Piss ?VER012-PRO Riser Card,LipiWorld,NVIDIA NVIDIA 1,120 MHz,3,(Pack Of 2) VER012-PRO Riser Card 10 Capacitors PCI-E 1X to 16X V012 Riser Card,,?VER012-PRO Riser Card,"64-bit, 16 GB GDDR4 Memory",,,,,,,Seller Warranty,1 Month,If damaged will not be repaired/covered under warranty,Seller Warranty,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4060 Ti VENTUS 2X BLACK 16G OC 1...,"₹88,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/w/5/geforce-rtx-4060-ti-ventus-2x-black-16g-oc-msi-original-imahfej2pnpgg65g.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4060-ti-ventus-2x-black-16g-oc-16-gb-gddr6-graphics-card/p/itm2acae3a21ebc9?pid=GRCGTUTHFFH9KFXF&lid=LSTGRCGTUTHFFH9KFXFQX4OD1&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_9_325&otracker=search&fm=organic&iid=d03a5f2c-b1bf-4de1-8d83-b384262e1ac7.GRCGTUTHFFH9KFXF.SEARCH&ppt=None&ppn=None&ssid=w9tbjbf9g00000001738684198010&qH=ae2a487734c75ca2,2/5/2025 16:45,Graphic Card,MSI,NVIDIA GeForce RTX 4060 Ti,2625 MHz,PCI Express Gen 4 x16 (uses x8),GeForce RTX 4060 Ti VENTUS 2X BLACK 16G OC,550 W,GeForce RTX 4060 Ti VENTUS 2X BLACK 16G OC,"128-bit, 16 GB GDDR6 Memory",,,,,,,3 Year Warranty,Manufacturing defects,Physical Damages,Carry-in,,199 x 120 x 41 mm,595 g,,4352 CUDA Cores,,7680 x 4320 (Digital),,,,,,,
MSI NVIDIA GeForce RTX 4070 Ti SUPER 16G VENTUS 2X OC 1...,"₹89,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/n/2/o/geforce-rtx-4070-ti-super-16g-ventus-2x-oc-msi-original-imah78hnfg7gjhyu.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-ti-super-16g-ventus-2x-oc-16-gb-gddr6-graphics-card/p/itm47b3a1b19ac01?pid=GRCH77HEAMPBDJ3X&lid=LSTGRCH77HEAMPBDJ3XIMY01E&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_9_329&otracker=search&fm=organic&iid=d03a5f2c-b1bf-4de1-8d83-b384262e1ac7.GRCH77HEAMPBDJ3X.SEARCH&ppt=None&ppn=None&ssid=w9tbjbf9g00000001738684198010&qH=ae2a487734c75ca2,2/5/2025 16:45,1 (GeForce RTX 4070 Ti SUPER 16G VENTUS 2X OC ),MSI,NVIDIA NVIDIA GeForce RTX 4070 TI SUPER,2655 MHz,PCI Express Gen 4,GeForce RTX 4070 Ti SUPER 16G VENTUS 2X OC,,16 GB GDDR6,"256-bit, 16 GB GDDR6 Memory",,,,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,242 x 51 x 125 mm,1214 g,Good Quality Product,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
