title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Cell,Backlit Keyboard,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,HDMI Port,Refresh Rate,Face Recognition,Battery Backup,Power Supply,Number of Cores,Mic In,Sound Properties,Pointer Device,Included Software,Additional Features,Domestic Warranty,Cache,Supported Operating System,EMMC Storage Capacity,Chipset,Expandable Memory,RAM Frequency,RPM,Expandable SSD Capacity,Multi Card Slot,Hardware Interface,Sound Chip,Ethernet,Security Chip,TGP,Memory Slots,RJ45,Antivirus,Inbuilt 4G LTE,Stylus Included,OS Architecture,System Architecture,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Brightness,NFC Support,Wireless WAN,Read/Write Speed,Lock Port,Recovery Options,Laptop Bag,Other Accessories,International Warranty,Color Gamut
ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS...,"36,990",4.3,257 Ratings & 22 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/l/x/-original-imahfk5pgehgsg3z.jpeg?q=70,https://www.flipkart.com/asus-expertbook-b14-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-b1402cba-nk1494ws-thin-light-laptop/p/itm5558ba4200e57?pid=COMGZF9EYUYC52BH&lid=LSTCOMGZF9EYUYC52BHIWCC5H&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_45&otracker=search&fm=organic&iid=8b559233-bf72-4720-abe2-edbd17aeaf15.COMGZF9EYUYC52BH.SEARCH&ppt=None&ppn=None&ssid=lze46idzog0000001738102352841&qH=312f91285e048e09,2025-01-28 23:12:34,"Laptop, Power Adaptor, User Guide, Warranty Documents",B1402CBA-NK1494WS,90NX05V1-M01NM0,B1402CBA-NK1494WS,ExpertBook B14,Star Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,0.9 GHz upto Max Turbo Frequency 4.4 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C support power delivery, 1 x USB 3.2 Gen 2 Type-C support display / power delivery",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 16:9, Glare Anti-glare display, Color gamut NTSC: 45%, View angle(H/V) 90/65",Yes,Yes,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.3,326.9 x 214.5 x 19.9 mm,1.49 Kg,Not Available,720p HD camera,,Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,1 x HDMI 1.4,,,,42 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad 5 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH9 2 in 1 Lapt...,"71,990",4.9,15 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/9/t/-original-imah4znzgzqxbjfy.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-5-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-14irh9-2-1-laptop/p/itm0d1ffafece259?pid=COMH44PGW8HCAEFU&lid=LSTCOMH44PGW8HCAEFUZ5C5CP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_46&otracker=search&fm=organic&iid=8b559233-bf72-4720-abe2-edbd17aeaf15.COMH44PGW8HCAEFU.SEARCH&ppt=None&ppn=None&ssid=lze46idzog0000001738102352841&qH=312f91285e048e09,2025-01-28 23:12:34,"Laptop, Lenovo Digital Pen 2, Power Adaptor, User Guide, Warranty Documents",14IRH9,83KX0018IN,14IRH9,IdeaPad 5,Luna Grey,2 in 1 Laptop,Processing & Multitasking,Yes,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,LPDDR5X,13420H,Base frequency 1.4 GHz upto Max Turbo Frequency 4.6 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 2 x USB-C (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.1 and DisplayPort 1.4",Yes,35.56 cm (14 Inch),1920 x 1200 Pixel,"WUXGA, IPS 300nits Glossy, 45% NTSC, 60Hz, TÜV Low Blue Light, Glass, Touch",Yes,Yes,"Wi-Fi 6, 802.11ax 2x2",v5.2,313 x 227 x 17.5 mm,1.6 Kg,Not Available,FHD 1080p with Privacy Shutter,,"Backlit, English",1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7W4HN/A,"93,990",4.7,"15,896 Ratings & 967 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/q/h/-original-imagypv6prbgkfzg.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-16-gb-256-gb-ssd-macos-sequoia-mc7w4hn-a/p/itm2ea42dec44bca?pid=COMH64PYZU4ZZR79&lid=LSTCOMH64PYZU4ZZR79AHLYXY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_47&otracker=search&fm=organic&iid=en_CM8ZORS0psiOUlhvQOmcuW39FfTTG-ObtgLMzWVb66WxbzVTZIF2Wjx986iDr0lQDKfAyDIG-lnkOuC54ChPiPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=lze46idzog0000001738102352841&qH=312f91285e048e09,2025-01-28 23:12:34,"13.6 inch MacBook Air USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MC7W4HN/A,MC7W4HN/A,MacBook Air,MacBook AIR,Starlight,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,,Yes,256 GB,16 GB,Unified Memory,,,NA,SSD,macOS Sequoia,2 x Thunderbolt USB 4,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina display, LED-backlit display with IPS technology native resolution at 224 pixels per inch, 500 nits brightness",Built-in Speakers,,Wi-Fi 6 (802.11ax),v5.3,304.1 x 215.0 x 11.3 mm,1.24 kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,,Yes,,,,,,Upto 18 Hours,,,Yes,Four-speaker sound system,,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,"36,990",4.2,"7,970 Ratings & 584 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/d/h/-original-imah4qscwmurxkeh.jpeg?q=70,https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15s-eq2144au-thin-light-laptop/p/itmd57b41ed8750a?pid=COMGBH9JDPVGD8BH&lid=LSTCOMGBH9JDPVGD8BHIZPQIL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_48&otracker=search&fm=organic&iid=en_CM8ZORS0psiOUlhvQOmcuW39FfTTG-ObtgLMzWVb66VdInLMk3MA9Gf8tH7H0QjK1PxrAI9d0AXcgfjW_JxBJKV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=lze46idzog0000001738102352841&qH=312f91285e048e09,2025-01-28 23:12:34,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq2144au,50M63PA#ACJ,15s- eq2144au,,Natural Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v4.2,358 x 242 x 17.9 mm,1.69 kg,Not Available,HP True Vision 720p HD camera,No,Full-size Island-style Natural Silver Keyboard with Numeric Keypad,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,3 cell,No,,,1x HDMI 1.4b,,,,,6,Yes,,,"Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart","41 Wh Li-ion Battery, Support battery fast charge",1 Year,8,Windows 11 Home,,,,,,,1 x card reader,,,,,,,,,,,64 bit,,,,,,,,,,,,,,,,
Data not available,Price not available,Data not available,Data not available,Image not available,URL not available,2025-01-28 23:12:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Price not available,Data not available,Data not available,Image not available,URL not available,2025-01-28 23:12:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Price not available,4.4,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/computer/d/v/v/gaming-a15-gaming-laptop-asus-original-imah4bzzrdd6vuve.jpeg?q=90,URL not available,2025-01-28 23:12:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Price not available,Data not available,Data not available,Image not available,URL not available,2025-01-28 23:12:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Price not available,Data not available,Data not available,Image not available,URL not available,2025-01-28 23:15:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Price not available,Data not available,Data not available,Image not available,URL not available,2025-01-28 23:15:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK521...,"45,990",4.4,"2,368 Ratings & 192 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/k/k/-original-imagpxgru35rbzwz.jpeg?q=70,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk521ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFT7WWNGYG&lid=LSTCOMGMGXFT7WWNGYGEMFTUI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_49&otracker=search&fm=organic&iid=92af7933-473f-4857-853e-31bdfa151b4e.COMGMGXFT7WWNGYG.SEARCH&ppt=None&ppn=None&ssid=q8bjpcap1c0000001738102505136&qH=312f91285e048e09,2025-01-28 23:15:06,"Laptop, battery, power adapter, user guide",E1504FA-LK521WS,90NB0ZR1-M00J20,E1504FA-LK521WS,Vivobook Go 15 OLED,Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,LPDDR5,7520U,2.8 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1,x USB 3.2 Gen 1 Type-A, 1,x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD (1920 x 1080) OLED 16:9 aspect ratio, Glossy display, 0.2ms response time, 600nits HDR peak Brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion Color depth, PANTONE Validated, 70% less harmful blue light, TUV Rheinland-certified, 84 % Screen-to-body ratio",Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,360.3 x 232.5 x 17.9 mm,1.63 Kg,Not Available,720p HD camera With privacy shutter,No,Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook,"21,990",3.7,993 Ratings & 79 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/6/g/-original-imagy3tzbj3xgvu4.jpeg?q=70,https://www.flipkart.com/lenovo-chromebook-mediatek-kompanio-520-4-gb-128-gb-emmc-storage-chrome-os-14m868/p/itm4dc67999fe3de?pid=COMGSYYSHRSUEGMG&lid=LSTCOMGSYYSHRSUEGMGMSGKUY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_50&otracker=search&fm=organic&iid=92af7933-473f-4857-853e-31bdfa151b4e.COMGSYYSHRSUEGMG.SEARCH&ppt=None&ppn=None&ssid=q8bjpcap1c0000001738102505136&qH=312f91285e048e09,2025-01-28 23:15:06,"Laptop, Power Adaptor, User Guide, Warranty Documents",14M868,82XJ002LHA,14M868,Chromebook,Abyss Blue,Chromebook,Processing & Multitasking,No,MediaTek,MediaTek Kompanio 520,,No,,4 GB,LPDDR4X,Kompanio 520,,MediaTek Integrated ARM Mali-G52 2EE MC2,eMMC,Chrome,"1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.1a)",No,35.56 cm (14 Inch),1366 x 768 Pixel,"HD, TN 250nits Anti-glare, 45% NTSC",Yes,Yes,"Wi-Fi 6, 11ax 2x2",v5.1,325.9 x 221.8 x 18.6 mm,1.3 Kg,Not Available,HD 720p with Privacy Shutter,,"Non-backlit, English",1 Year Carry-in Warranty,Carry-In,Manufacturing Defects,Physical Damage,,No,,,,,,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,"79,990",4.7,"15,896 Ratings & 967 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mlxw3hn-a/p/itmc2732c112aeb1?pid=COMGFB2GSG8EQXCQ&lid=LSTCOMGFB2GSG8EQXCQJWHH2F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_51&otracker=search&fm=organic&iid=en_WqHu9mpIatvpfIbyEOjll3yF1fJ5q6R087yBRUlC5xPTz7GDwRTY4mZnCdRdoNApotgvHZOkZBaLMqSVOOJ28vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=q8bjpcap1c0000001738102505136&qH=312f91285e048e09,2025-01-28 23:15:06,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLXW3HN/A,MLXW3HN/A,MacBook Air,MacBook AIR,Space Grey,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,NA,SSD,Mac OS Monterey,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic array with directional beamforming,802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,,Yes,,,,,,Upto 18 Hours,30 W USB-C Power Adapter,8,Yes,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",Force Touch Trackpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.6 Watt Hour Lithium polymer Battery,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,"33,990",4.2,"1,807 Ratings & 158 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/w/5/-original-imagpecqk6gdp9dh.jpeg?q=70,https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHDFKSBW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_52&otracker=search&fm=organic&iid=en_WqHu9mpIatvpfIbyEOjll3yF1fJ5q6R087yBRUlC5xMFKcmfck7D7zVY6sEuHWHauHRopyOVhmCUsW-5_eFRPvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=q8bjpcap1c0000001738102505136&qH=312f91285e048e09,2025-01-28 23:15:06,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0154AU,9D3M8PA,15-fc0154AU,15 (2024),Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,7320U,Max Turbo Frequency 4.1 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,,"Full-size, soft grey keyboard with numeric keypad",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,"36,990",4.2,"7,976 Ratings & 585 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/d/h/-original-imah4qscwmurxkeh.jpeg?q=70,https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15s-eq2144au-thin-light-laptop/p/itmd57b41ed8750a?pid=COMGBH9JDPVGD8BH&lid=LSTCOMGBH9JDPVGD8BHIZPQIL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_53&otracker=search&fm=organic&iid=92af7933-473f-4857-853e-31bdfa151b4e.COMGBH9JDPVGD8BH.SEARCH&ppt=None&ppn=None&ssid=q8bjpcap1c0000001738102505136&qH=312f91285e048e09,2025-01-28 23:15:06,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq2144au,50M63PA#ACJ,15s- eq2144au,,Natural Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v4.2,358 x 242 x 17.9 mm,1.69 kg,Not Available,HP True Vision 720p HD camera,No,Full-size Island-style Natural Silver Keyboard with Numeric Keypad,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,3 cell,No,,,1x HDMI 1.4b,,,,,6,Yes,,,"Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart","41 Wh Li-ion Battery, Support battery fast charge",1 Year,8,Windows 11 Home,,,,,,,1 x card reader,,,,,,,,,,,64 bit,,,,,,,,,,,,,,,,
ASUS Zenbook Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) UX3405MA-PP555WS Notebook,"84,990",3.5,8 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/q/c/-original-imah8fzguncmrzgf.jpeg?q=70,https://www.flipkart.com/asus-zenbook-intel-core-ultra-5-125h-16-gb-1-tb-ssd-windows-11-home-ux3405ma-pp555ws-notebook/p/itme558649a56b23?pid=COMH7NDZEXVHVHQH&lid=LSTCOMH7NDZEXVHVHQHOL6UMB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_54&otracker=search&fm=organic&iid=92af7933-473f-4857-853e-31bdfa151b4e.COMH7NDZEXVHVHQH.SEARCH&ppt=None&ppn=None&ssid=q8bjpcap1c0000001738102505136&qH=312f91285e048e09,2025-01-28 23:15:06,"Laptop, Power Adaptor, User Guide, Warranty Documents",UX3405MA-PP555WS,90NB11R1-M01M30,Zenbook 14,Zenbook,Ponder Blue,Notebook,"Entertainment, Everyday Use, Performance, Processing & Multitasking",Yes,Intel,Core Ultra 5,,Yes,1 TB,16 GB,LPDDR5X,125H,"Base Frequency 1.2 GHz, Max Turbo Boost Frequency Upto 4.5 GHz",Intel Integrated Arc,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 Type A (Data Speed Upto 5 Gbps), 2 x Thunderbolt 4 with Support for Display/Power Delivery (Data Speed Upto 40 Gbps)",No,35.56 cm (14 inch),2880 x 1800 Pixels,"3K OLED, Aspec Ratio 16:10, 0.2ms Response Time, 120Hz Refresh Rate, 400nits Brightness, 600nits HDR Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1,000,000:1, VESA Certified Display HDR True Black 600, 1.07 Billion Colors, Glossy Display, 70% Less Harmful Blue Light, TUV Rheinland Certified, SGS Eye Care Display, 87% Screen-to-Body Ratio",Built-in Speaker,Built-in Array Microphone,Wi-Fi 6E (802.11 ax) (Dual Band) 2x2,v5.3,312.4 x 220.1 x 14.9 mm,1.20 kg,Not Available,Full HD Camera with IR Function to Support Windows Hello; with Privacy Shutter,,Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,4 Cell,,,,1 x HDMI 2.1 TMDS,,,,65W Type C AC Adapter,14,Yes,"Smart Amp Technology, Harman/Kardon (Premium)",Precision Touchpad,Microsoft Office Home & Student 2021,"US MIL-STD 810H Military Grade Standard, 75WHrs, 2S2P, Li-ion, EPEAT Gold, Energy Star 8.0, RoHS, REACH",1 Year,18 MB,Windows 11 Home,,,,,2280,,,M.2 NVMe PCIe 4.0,,,"IR Webcam with Windows Hello Support, McAfee, Trusted Platform Module (TPM) 2.0",,1,,McAfee 1 Year,,,,,,,,,,,,,,,,,,,
HP 255 G9 Silver AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U - (8 GB/512 GB SSD/Windows 11 Home) 255 G9 Bus...,"30,499",4.2,106 Ratings & 5 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/w/n/245-g9-business-laptop-hp-original-imahfbegdermvk2a.jpeg?q=70,https://www.flipkart.com/hp-255-g9-silver-amd-ryzen-5-hexa-core-ryzen5-5625u-8-gb-512-gb-ssd-windows-11-home-business-laptop/p/itmf0a680c05d471?pid=COMGZR8Y4QG3FNJV&lid=LSTCOMGZR8Y4QG3FNJVVUUHCC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_55&otracker=search&fm=organic&iid=92af7933-473f-4857-853e-31bdfa151b4e.COMGZR8Y4QG3FNJV.SEARCH&ppt=None&ppn=None&ssid=q8bjpcap1c0000001738102505136&qH=312f91285e048e09,2025-01-28 23:15:06,"Laptop, Power Adapter, User Guide",255 G9,7B1L8PA,Notebook,255 G9 Silver,Silver,Business Laptop,"Travel & Business, Processing & Multitasking, Performance, Everyday Use, Entertainment, Learning",No,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,AMD Ryzen5-5625U,2.6 GHz,AMD Radeon AMD Radeon™ Graphics,SSD,Windows 11 Home,2 Super Speed USB Type-A 5Gbps signaling rate; 1 SuperSpeed USB Type-C® 5Gbps signaling rate; 1 RJ-45; 1 headphone/microphone combo; 1 HDMI 1.4b; 1 AC power,No,39.62 cm (15.6 inch),1366x768$$Pixels pixel,HD,Stereo speakers,integrated digital microphone,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 5 combo,Bluetooth® 5 combo,324 x 225 x 17.9 mm,1.75 kg,Not Available,720p HD camera,No,"Full-size island-style, spill and pick resistant keyboard",1 Year Onsite Warranty,Visit HP Service Centre,MANUFACTURING DEFECT,"Physical Damges , Mother Board Issues","HP Long Life 3-cell, 41 Wh Li-ion",No,DDR4,,,,No,4 hours,45 W USB Type-C power adapter,4,,,Touchpad with multi-touch gesture support,Windows,,1 Year,16MB,Windows 11 Home,,,,3200 MHz,3200,,,512GB PCIe® NVMe™ SSD,,,,,2 SODIMM,Yes,,No,No,32 bit,64Bit,No,,,,,250 Nits,No,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 5 combo,NA,,NA,No,,,NA
