title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Compatible Device,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Operating System,Number of Cores,Processor Name,Processor Speed,Internal Memory,Call Function,Bluetooth,Wi-Fi,GPS,Messaging Support,Bluetooth Version,Email Support,Operating Range,Call Features,Third Party App Support,Other Connectivity Features,Display Resolution,Display Size,Display Type,Scratch Resistant,Calorie Count,Step Count,Heart Rate Monitor,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Number of Buttons,Other Watch Functions,Speaker,Microphone,Voice Control,Width,Height,Thickness,Weight,Domestic Warranty,Notification,Notification Type,Other Features,Other Camera Features,Backlight Display,Other Display Features,Altimeter,Chronograph,Language,Audio Features,Gesture Control,Other Multimedia Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Talk time,Stand By Time,Dial Color,Maximum Operating Altitude,RAM,Flash,Supported Audio Format,Other Dimensions,International Warranty,Diameter,Expandable Memory,Video Features,Primary Camera,Speaker Volume,Supported Video Format,HD Recording,HD Playback,Compatible Operating System
"boAt Wave Sigma 3 w/ Turn By Turn Navigation, 2.01"" Scr...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/0/q/v/-original-imahywudnnfshaw6.jpeg?q=70,https://www.flipkart.com/boat-wave-sigma-3-w-turn-navigation-2-01-screen-crest-app-qr-code-tray-smartwatch/p/itm3f08df7e15f6b?pid=SMWGYZW6Z3DYG8VC&lid=LSTSMWGYZW6Z3DYG8VCMHWTCK&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_221&otracker=search&fm=organic&iid=en_we3CVj1NLciXt2Jqh1V4dH3uo7SLKNrAzJQ2UlvKE0zULJFQyBXE_91zoO5XLmo0rCjP5QcthBmjxQWsUhBOt4E8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=39t7b1f1a80000001738113899088&qH=87968ec020b2016b,1/29/2025 2:24,"Smartwatch, ?User Manual, Warranty Card, USB Magnetic Charging Cable",Wave Sigma 3,"Wave Sigma 3 w/ Turn By Turn Navigation, 2.01"" Screen, Crest App, QR Code Tray",Rectangle,Black,Silicone,One Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Active Black,,"Heart Rate, SpO2, G Sensor",,,,Upto 7 days,,,"iOS 9 and Above, Android 6 and Above",,,,,Yes,Yes,,,,,,,,,,240 x 296 Pixels,51 mm,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,1 Year,"Text, Call and Social Media",,,,,,,,,,,,1 Year Warranty from the Date of Purchase,Reach out to us at : info@imaginemarketingindia.com,Manufacturing Defects,Physical Damages,,,,,,,,,,,,,,,,,,
Titan Smart 3-1.96''|Super AMOLED|AOD|Premium Design|BT...,"₹4,995",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/x/r/-original-imagxrgvm9vrrpws.jpeg?q=70,https://www.flipkart.com/titan-smart-3-1-96-super-amoled-aod-premium-design-bt-calling-nitro-fast-charge-ip68-smartwatch/p/itmcc5846f535045?pid=SMWGRW7V8DEVZGVG&lid=LSTSMWGRW7V8DEVZGVGKOXTZJ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_225&otracker=search&fm=organic&iid=143c1d1f-15d4-45ad-adb1-24046eb256ef.SMWGRW7V8DEVZGVG.SEARCH&ppt=None&ppn=None&ssid=39t7b1f1a80000001738113899088&qH=87968ec020b2016b,1/29/2025 2:24,Watch Head::Watch Strap::Charging Cable::Quick Start Guide::Warranty Card,90188AP01,Smart 3-1.96''|Super AMOLED|AOD|Premium Design|BT Calling|Nitro Fast Charge|IP68,Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Black,Buckle,Accelerometer,,Lithium Polymer,60 min,Upto 7 days,Yes,Pogo Pin Charging Cable,,,,,,Yes,Yes,No,No,Yes,v5.2,,10 m,,,,410 x 502 Pixel,1.96 inch,Super AMOLED,No,Yes,Yes,Yes,"Auto Stress and Mood Monitor, 24*7 HRM, SpO2, Sleep Tracker, Women's Health, Activity Tracker, 110+ Sports Modes",Yes,,No,Yes,1,,Yes,Yes,,37.3 mm,52 mm,10.9 mm,47 g,1 Year,"Call Notifications , Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifictaions, Other App Notification",Ring and Vibration,,Camera Control,Yes,,No,No,English,,,,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,
"boAt Ultima Regal w/ 5.1cm(2.01"") AMOLED Display,Functi...","₹2,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/t/i/-original-imah4nb2pz5dp5gc.jpeg?q=70,https://www.flipkart.com/boat-ultima-regal-w-5-1cm-2-01-amoled-display-functional-crown-bt-calling-smartwatch/p/itm8db55950e67f7?pid=SMWH44GEHSTMNTZW&lid=LSTSMWH44GEHSTMNTZW0AEGOS&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_229&otracker=search&fm=organic&iid=143c1d1f-15d4-45ad-adb1-24046eb256ef.SMWH44GEHSTMNTZW.SEARCH&ppt=None&ppn=None&ssid=39t7b1f1a80000001738113899088&qH=87968ec020b2016b,1/29/2025 2:24,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Ultima Regal,"Ultima Regal w/ 5.1cm(2.01"") AMOLED Display,Functional Crown & BT Calling",Rectangle,Black,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Active Black,,"HR, SpO2, G-sensor",,,,7 Days,,,,,,,,Yes,Yes,,,,,,,,,,410 x 502 pixel,51 mm,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,1 Year,,,,,,,,,,,,,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,Physical Damages,,,,,,,,,,,,,,,,,,
boAt Lunar Mirage w/ 3.86 cm(1.52'') HD Display & Advan...,"₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/4/c/s/-original-imagyxxfhc4ybavh.jpeg?q=70,https://www.flipkart.com/boat-lunar-mirage-w-3-86-cm-1-52-hd-display-advanced-bluetooth-calling-smartwatch/p/itm118fa60273d1b?pid=SMWGY64FNVFYJDBQ&lid=LSTSMWGY64FNVFYJDBQTGODKF&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_233&otracker=search&fm=organic&iid=143c1d1f-15d4-45ad-adb1-24046eb256ef.SMWGY64FNVFYJDBQ.SEARCH&ppt=None&ppn=None&ssid=39t7b1f1a80000001738113899088&qH=87968ec020b2016b,1/29/2025 2:24,"boAt Lunar Mirage, User Manual, Warranty Card, USB Magnetic Charging Cable",Lunar Mirage,Lunar Mirage w/ 3.86 cm(1.52'') HD Display & Advanced Bluetooth Calling,Round,Silver,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Silver Metal,,"Heart Rate, SpO2",,,,Upto 7 days,Yes,,,,,,,Yes,Yes,,,,,,,,,,383 x 383 Pixel,1.52 Inch,,,,Yes,Yes,700+ Active Modes,Yes,,Yes,Yes,,,Yes,Yes,,,,,,1 Year,"Text, Call and social media",,,,,,,,,,,,1 year warranty from the date of purchase,Reach out to us at : info@imaginemarketingindia.com,Manufacturing Defects,,,,,,,,,,,,,,,,,,,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/z/c/-original-imah8mtxng4azdhe.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itm299eb0c3ef1a6?pid=SMWGMH4J3PWYQTRH&lid=LSTSMWGMH4J3PWYQTRHXA01MF&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_237&otracker=search&fm=organic&iid=en_we3CVj1NLciXt2Jqh1V4dH3uo7SLKNrAzJQ2UlvKE0w7PdITfnR_0xPzFcfuJsjng5sjRuA4_Bf7ezmWHZbo3InfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=39t7b1f1a80000001738113899088&qH=87968ec020b2016b,1/29/2025 2:24,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Black Coffee,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,Lithium Ion,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,,,,,Yes,Yes,No,No,No,,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",,,240 x 280 Pixels,1.85 inch,TFT,No,Yes,Yes,Yes,100+ Workout Modes,Date and Time,No,No,Yes,,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",1 Speaker,Yes,Yes,37.28 mm,10.75 mm,44.17 mm,42 g,1 Year,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",,Yes,High Brightness,No,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,,,1 Year Warranty from the Date of Purchase,Contact : Ph : Ph ; +919555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",,600 Hr,Multicolour,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹1,099",4.1,Data not available,Image not available,URL not available,1/29/2025 2:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/e/p/-original-imah8mtwtmmxa47x.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itm9aab07df7f268?pid=SMWGMH4JA69PG4TF&lid=LSTSMWGMH4JA69PG4TF75UAZN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_241&otracker=search&fm=organic&iid=en_6PKXnOeTWnkt6fdp_0IwIJiqGi2DKnQA0gAGroSF-U-F0cKBi8qISt-YuLhrg9VV8TuAwfb3TxCDxpix2eklfQ%3D%3D&ppt=None&ppn=None&ssid=efa01mazzk0000001738113929934&qH=87968ec020b2016b,1/29/2025 2:25,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Jet Black,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,Lithium Ion,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,,,,,Yes,Yes,No,No,No,,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",,,240 x 280 Pixels,1.85 inch,TFT,No,Yes,Yes,Yes,100+ Workout Modes,Date and Time,No,No,Yes,,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",1 Speaker,Yes,Yes,37.28 mm,10.75 mm,44.17 mm,42 g,1 Year,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",,Yes,High Brightness,No,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,,,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",,600 Hr,Multicolour,,,,,,,,,,,,,,,
"Fastrack Optimus Pro with 1.43"" AMOLED Display & AOD(46...","₹2,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/e/z/-original-imagywnztqrzgkg2.jpeg?q=70,https://www.flipkart.com/fastrack-optimus-pro-1-43-amoled-display-aod-466x466-functional-crown-bt-calling-smartwatch/p/itm536e5793d5d9f?pid=SMWGV3ZYUDHACXVD&lid=LSTSMWGV3ZYUDHACXVDSFUDWY&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_245&otracker=search&fm=organic&iid=e8ee58ea-d4d9-4d9e-8f2e-5dfdca24d210.SMWGV3ZYUDHACXVD.SEARCH&ppt=None&ppn=None&ssid=efa01mazzk0000001738113929934&qH=87968ec020b2016b,1/29/2025 2:25,"Watch, Charging Cable, Quick Start Guide, Warranty Card",38087PP03,"Optimus Pro with 1.43"" AMOLED Display & AOD(466x466),Functional Crown,BT Calling",Round,Green,Silicone,Free Size,Yes,Yes,1.5 mm,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Green,Buckle,Heart Rate & SpO2,,Lithium Polymer,150 min,Upto 5 Days,Yes,Pogo Pin Charging Cable,,,,,,Yes,Yes,No,No,Yes,v5.2,,10 m,"Call Answer, Call Reject, Call Mute, Call Notifications, Quick Replies (Android)",,,466 x 466 Pixel,1.43 inch,AMOLED,No,Yes,Yes,Yes,"Auto Stress Monitor, 24*7 HRM, SpO2, Sleep Tracker, Women's Health, Activity Tracker, 100+ Multisports with Auto Multisport Recognition",Yes,No,No,Yes,2,,Yes,Yes,,46.6 mm,46.6 mm,9.9 mm,41.8 g,,"Call Notifications , Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifictaions, Other App Notification",Ring and Vibration,"Fastrack Optimus Pro with 1.43"" AMOLED Display with AOD and 466 x 466 Bright Pixel Resolution Premium Smartwatch|Functional Crown|SingleSync BT Calling|Extensive 24x7 Health Suite with Auto Stress Monitor|24x7 HRM|Sleep Monitor with REM|SpO2 and Breathe Exercise|100+ Sports Modes|Calculator|AI Voice Assistant|In-Built Games|IP68",,Yes,,No,No,English,,No,,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,
"Cult Velocity with Built-in Turbo Track GPS,1.4'' AMOLE...","₹2,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/8/n/-original-imah2v2kapkr8guh.jpeg?q=70,https://www.flipkart.com/cult-velocity-built-in-turbo-track-gps-1-4-amoled-display-compass-bt-calling-smartwatch/p/itm4e976cf921307?pid=SMWHF533YGCVBNN2&lid=LSTSMWHF533YGCVBNN2M77EDS&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_249&otracker=search&fm=organic&iid=e8ee58ea-d4d9-4d9e-8f2e-5dfdca24d210.SMWHF533YGCVBNN2.SEARCH&ppt=None&ppn=None&ssid=efa01mazzk0000001738113929934&qH=87968ec020b2016b,1/29/2025 2:25,"Smartwatch, Charging Cable, User Manual, Warranty Card",CSW24,"Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling",Round,Black,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Black,,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer",Mobile Phones,,120 min,Upto 7 Days,Yes,Magnetic Charger,Android & iOS,,,,,Yes,Yes,No,Yes,,v5.2,No,10 m,"Reject Calls, Take Calls, Speed Dial, Save Contacts, Call History",Limited Support,GPS Connectivity,466 x 466 Pixel,36.322 mm,AMOLED,Yes,Yes,Yes,Yes,"PS, Pedometer,",Date & Time,Yes,Yes,Yes,,,Yes,Yes,Yes,,,,,,"Call,SMS,Whatsapp,Facebook,Twitter,other Social Apps,Sedentary Reminder Vibration,Ringer","Vibration, Ringer",,,No,,,,,,,Enjoy advanced calling feature with in-built mic & speaker,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,Physical & Water Damage,,,,,,,,,,,,,,,,,,
"boAt Storm call 3 w/TBT Navigation,Watch Face Studio,1....","₹1,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/h/4/-original-imah8g2fhw4zthep.jpeg?q=70,https://www.flipkart.com/boat-storm-call-3-w-tbt-navigation-watch-face-studio-1-83-4-6-cm-hd-display-qr-tray-smartwatch/p/itmeb217138dc489?pid=SMWH396ZRYANF2NH&lid=LSTSMWH396ZRYANF2NHL8OL5T&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_253&otracker=search&fm=organic&iid=e8ee58ea-d4d9-4d9e-8f2e-5dfdca24d210.SMWH396ZRYANF2NH.SEARCH&ppt=None&ppn=None&ssid=efa01mazzk0000001738113929934&qH=87968ec020b2016b,1/29/2025 2:25,"Smartwatch, Warranty Card, USB Magnetic Charging Cable?, User Manual",Storm Call 3,"Storm call 3 w/TBT Navigation,Watch Face Studio,1.83''(4.6 cm)HD Display,QR Tray",Rectangle,Green,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Mint Green,,"HR, SpO2 & G-sensor",,,,Upto 7 days,,,,,,,,Yes,Yes,,,,,,,,,,240 x 284 Pixels,46.4 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...","₹1,198",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/f/m/-original-imagrf4gvgfjj8jf.jpeg?q=70,https://www.flipkart.com/boult-crown-1-95-screen-bt-calling-working-crown-zinc-alloy-frame-900-nits-spo2-smartwatch/p/itme4d41a7681606?pid=SMWGPHT4WMGGHGGC&lid=LSTSMWGPHT4WMGGHGGC7NH1PB&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_257&otracker=search&fm=organic&iid=en_6PKXnOeTWnkt6fdp_0IwIJiqGi2DKnQA0gAGroSF-U8wDHfwVQMKd2tzCB9uqHDTNIlpkMWAGLtPLUIpKqMzaQ%3D%3D&ppt=None&ppn=None&ssid=efa01mazzk0000001738113929934&qH=87968ec020b2016b,1/29/2025 2:25,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Orange,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Orange,,"Real Heart rate, SPO2, Pedometer",,Lithium Polymer,150 min,Upto 5 Days,,,,,,,,Yes,Yes,No,,No,v5.2,,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",,,240 x 283 Pixel,49.53 mm,TFT,No,Yes,Yes,Yes,100+ Workout modes,Date and Time,No,No,Yes,,,Yes,Yes,,,6 mm,,,1 Year,"Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.95inch 900 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie's count",,Yes,,,No,"English (default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,,,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",,,,,,,,,,,,,,,,,,
"Boult Drift BT Calling 1.69"" HD Display, 140+ Watchface...","₹1,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/v/o/-original-imagysbhces2vkrk.jpeg?q=70,https://www.flipkart.com/boult-drift-bt-calling-1-69-hd-display-140-watchfaces-complete-health-monitoring-smartwatch/p/itmc86093ba5f54b?pid=SMWGMH4RUBYE7SHF&lid=LSTSMWGMH4RUBYE7SHFJEOYVO&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_261&otracker=search&fm=organic&iid=en_6PKXnOeTWnkt6fdp_0IwIJiqGi2DKnQA0gAGroSF-U_pwlncNtm3YSmBBJVWIq8SAhBTIwxCgn9atTfQnu-qVg%3D%3D&ppt=None&ppn=None&ssid=efa01mazzk0000001738113929934&qH=87968ec020b2016b,1/29/2025 2:25,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift,"Drift BT Calling 1.69"" HD Display, 140+ Watchfaces, Complete Health Monitoring",Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,ABS,Men & Women,Android & iOS,Sand Black,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,Lithium Polymer,60 min,Upto 7 Days,Yes,Magnetic Charging Cable,,,,,,Yes,Yes,No,No,No,v5.0,,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial",,,240 x 280 Pixels,1.69 Inch,TFT,No,Yes,Yes,Yes,60 Workout Modes,Date and Time,No,No,Yes,1,"Female Cycle Tracker, Multiple Workout Modes, Sleep Tracking, Weather Details, Find Phone",1 Speaker,Yes,Yes,35.78 mm,44.17 mm,11.6 mm,45 g,1 Year,"Social Media, Messages, Incoming Calls, Emails",Vibrate,"Fun Mini Games, Remote Camera, Custom Watch Face Option, 150+ watch faces, 500 nits high brightness display, Multiple Sports Modes",,Yes,High Brightness,No,No,English,,,,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",,288 Hr,,,,,,,,,,,,,,,,
Apple Watch Series 10 GPS + Cellular 46mm Silver Alumin...,"₹59,900",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/g/l/g/-original-imah4jndzzuhsajc.jpeg?q=70,https://www.flipkart.com/apple-watch-series-10-gps-cellular-46mm-silver-aluminium-denim-sport-band/p/itmb61bfca91d2b6?pid=SMWH4JBWRGYV2KGW&lid=LSTSMWH4JBWRGYV2KGWFEEZWB&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_265&otracker=search&fm=organic&iid=e8ee58ea-d4d9-4d9e-8f2e-5dfdca24d210.SMWH4JBWRGYV2KGW.SEARCH&ppt=None&ppn=None&ssid=efa01mazzk0000001738113929934&qH=87968ec020b2016b,1/29/2025 2:25,"Apple Watch Series 10, Strap, Apple Watch Magnetic Fast Charger to USB-C Cable (1 m)",MWY13HN/A,Watch Series 10 GPS + Cellular 46mm Silver Aluminium with Denim Sport Band,Rectangle,Blue,Silicone,Free Size,Yes,Yes,50 m,Fitness & Outdoor,,Men & Women,iOS,Blue,,"Electrical heart sensor, Third‑generation optical heart sensor, Temperature sensor1, Blood Oxygen sensor2, Compass, Always‑on altimeter, High‑g accelerometer, High dynamic range gyroscope, Ambient light sensor, Depth gauge, Water temperature sensor","iPhone Xs or later, including iPhone SE (2nd generation or later), with iOS 18 or later",Lithium Ion,,Upto 18 Hours On Normal Use,Yes,Magnetic Charger,watchOS 11,,S10 SiP with 64‑bit dual-core processor,,,Yes,Yes,Yes,Yes,,v5.3,,,,,Wi-Fi 4 (802.11n),416 x 496 Pixel,1.81 inch,Retina Display,,Yes,Yes,Yes,"Blood Oxygen app2, ECG app3, Cycle Tracking app with retrospective ovulation estimates4, Heart Rate app, High and low heart rate notifications, Irregular rhythm notifications, Medications app, Mindfulness app with state of mind tracking, Noise app, Sleep app including sleep stages",Yes,Yes,Yes,Yes,1,,Yes,Yes,,39 mm,,9.7 mm,35.3 g,1 Year,Yes,,"Digital Crown with haptic feedback, Side button, Double tap gesture, Siri with on‑device processing",,,"Always‑On Retina LTPO3 display, Wide‑angle OLED, Up to 40% brighter when viewed at an angle6, Edge‑to‑edge display, on‑X front glass (aluminium cases), Sapphire front crystal (titanium cases), Up to 2,000 nits maximum brightness, nit minimum brightness, 326 pixels per inch",,,English,,,,1 Year Manufacturer Warranty,Carry In,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,iOS
