title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,3D,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Maximum 3D Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,HDMI,DVI,VGA,Display Port,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,OSD Languages Supported,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Other Power Features,Other Connectivity Features,Audio Jacks,Part Number
"Acer 54.61 cm (21.5 inch) Full HD IPS Panel with sRGB 99%, ENERGY STAR Certified, VESA Supportive, VGA...","₹5,998",4.3,"7,486 Ratings & 865 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/c/n/8/-original-imahf4rbgwtzquxh.jpeg?q=70,https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-srgb-99-energy-star-certified-vesa-supportive-vga-hdmi-ergonomic-stand-zeroframe-design-monitor-ka222q/p/itm30c75cf76bf18?pid=MONGHQS4GZ3AWGBV&lid=LSTMONGHQS4GZ3AWGBV1DB2OF&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_4_95&otracker=search&otracker1=search&fm=organic&iid=57050edf-51da-4ce8-8f0c-3008dab69db9.MONGHQS4GZ3AWGBV.SEARCH&ppt=None&ppn=None&ssid=054pk9q46o0000001738110953324&qH=08b5411f848a2581,1/29/2025 1:35,KA222Q,,Black,54.61 cm (21.5 inch) LED Display,,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, Power Cord, User Manual",Flat,,,16.7 m Colors,"100 Hz (Analog), 75 Hz (Digital)",,,,178° (2D),178° (2D),1 ms,250 nits (2D),,,,"1 ms (VRB), Blue-light Shield Technology, Comfy View Display, AMD Free Sync",,,,,,No,,,No,,,,AC 100 - 240 V,,Yes,,Yes,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defect,Physical Damage,,,,,
SAMSUNG 48.26 cm (19 inch) HD VA Panel Monitor (LS19A330NHWXXL),"₹6,500",3.8,16 Ratings & 1 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/e/x/t/ls22a33anhwxxl-full-hd-22-ls22a33anhwxxl-samsung-original-imagk9whgxmmhqqz.jpeg?q=70,https://www.flipkart.com/samsung-48-26-cm-19-inch-hd-va-panel-monitor-ls19a330nhwxxl/p/itmaee3244ae413d?pid=MONGK9X2HV679ENM&lid=LSTMONGK9X2HV679ENMMDOL2E&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_4_96&otracker=search&otracker1=search&fm=organic&iid=57050edf-51da-4ce8-8f0c-3008dab69db9.MONGK9X2HV679ENM.SEARCH&ppt=None&ppn=None&ssid=054pk9q46o0000001738110953324&qH=08b5411f848a2581,1/29/2025 1:35,LS19A330NHWXXL,,Black,48.26 cm (19 inch) IPS Display Display,,VA Panel,,No,HD,,"1 LED Monitor, Manual Cable, Adapter, Stand",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,6 ms,,,,,,No,,,,,No,No,No,No,,,,,,Yes,No,"Yes, D-SUB",No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty on Product From Manufacturer,"Defect Arising Out of Faulty, Defective Material or Workmanship are Covered in Warranty","Warranty does not Cover Any External Accessories (Such as Battery, Cable, Carrying Bag), Damage Caused to the Product Due to Improper Installation by Customer, Normal Wear and Tear to Magnetic Heads, Audio, Video, Laser Pick-ups and TV Picture Tubes, Panel, Damages Caused to the Product by Accident, Lightening, Ingress of Water, Fire, Dropping or Excessive Shock, Any Damage Caused Due to Tampering of the Product by an Unauthorised Agent, Liability for Loss of Data, Recorded Images or Business Opportunity Loss",3 Year,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.4,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/monitor/g/m/v/-original-imah5c94zgtsfsha.jpeg?q=90,URL not available,1/29/2025 1:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),"₹3,154",3.8,"5,144 Ratings & 433 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/5/k/mon-0054-hd-20-2023-mon-0054-frontech-original-imahyrryap3ccunb.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0054/p/itm8713072821479?pid=MONGS24B7UGXAKTX&lid=LSTMONGS24B7UGXAKTXPSDLVN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_97&otracker=search&otracker1=search&fm=organic&iid=en_MR3yQjZ13HRsJMDvJfpe45hLcKZBUADrBgurp93MQEbti778Ucy7uWi4WhucWH_OQ6fcdhNf8Okcc5JgEJNqEA%3D%3D&ppt=None&ppn=None&ssid=k7nhpmeeds0000001738111013374&qH=08b5411f848a2581,1/29/2025 1:36,MON-0054,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",5 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)","Yes, 1 x 1.3 Port",Yes,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",15 Languages,Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),"₹2,699",3.8,292 Ratings & 25 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/t/x/mon-0074-hd-20-2024-mon-0074-frontech-original-imahfcg7gfpbrean.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm3a01144d4d9aa?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_98&otracker=search&otracker1=search&fm=organic&iid=en_MR3yQjZ13HRsJMDvJfpe45hLcKZBUADrBgurp93MQEY5MIfvX9LFQcwW4iCiD3EvmaFGlQjwXYbmtQ0cOXnc8w%3D%3D&ppt=None&ppn=None&ssid=k7nhpmeeds0000001738111013374&qH=08b5411f848a2581,1/29/2025 1:36,MON-0074,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,HD,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",3 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)","Yes, 1 x 1.3 Port",Yes,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",15 Languages,Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,
"LG 80.01 cm (31.5 inch) Full HD IPS Panel with webOS, Apple AirPlay 2, HomeKit compatibility, 5Wx2 spe...","₹16,999",4.3,507 Ratings & 51 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/2/w/r/-original-imagzhae3tbkdzhh.jpeg?q=70,https://www.flipkart.com/lg-80-01-cm-31-5-inch-full-hd-ips-panel-webos-apple-airplay-2-homekit-compatibility-5wx2-speakers-magic-remote-compatible-smart-monitor-32sr50f-wa-atremsn/p/itme9cd4eda1325b?pid=MONGW5FWZZKBG5ZC&lid=LSTMONGW5FWZZKBG5ZCV4MQFJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_99&otracker=search&otracker1=search&fm=organic&iid=87782b0d-7a13-4b99-b004-e7df61cc09bc.MONGW5FWZZKBG5ZC.SEARCH&ppt=None&ppn=None&ssid=k7nhpmeeds0000001738111013374&qH=08b5411f848a2581,1/29/2025 1:36,32SR50F-WA.ATREMSN,,White,80.01 cm (31.5 inch) LED Display,,IPS Panel,,,Full HD,,"1 Monitor, Remote, Power Cord, HDMI Cable, Stand Body, Stand Base, Adapter, User Manual, Warranty Card",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,5 ms,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical and Water Damages,3 Year,,,,
"Acer 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel with 6 axis Color Adjustment, 2X2W Inbuilt Spe...","₹6,549",4.3,172 Ratings & 35 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/h/h/d/-original-imah698hnyh3hyqv.jpeg?q=70,https://www.flipkart.com/acer-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-6-axis-color-adjustment-2x2w-inbuilt-speakers-display-widget-visioncare-energy-star-certified-robust-stand-monitor-ka242y-e0/p/itm5ee22c9795b9c?pid=MONH47NQTMSHRZNY&lid=LSTMONH47NQTMSHRZNYD9L36S&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_100&otracker=search&otracker1=search&fm=organic&iid=87782b0d-7a13-4b99-b004-e7df61cc09bc.MONH47NQTMSHRZNY.SEARCH&ppt=None&ppn=None&ssid=k7nhpmeeds0000001738111013374&qH=08b5411f848a2581,1/29/2025 1:36,KA242Y E0,,Black,60.45 cm (23.8 inch) LCD Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, Stand, Power Cord, HDMI Cable, User Manual, Warranty Card",Flat,1080p,,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",,16:09,,,,1 ms,250 nits (2D),,99%,,,,,,,,,,,,,,,,,"Yes, 1",,Yes,No,,Yes,,,,,,,,,,,VESA,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,Audio Out,
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),"₹11,999",4.2,"7,321 Ratings & 791 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/s/x/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzpqfy3tvaq.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-wall-mountable-monitor-zeb-ac32fhd-led/p/itmd0bf3471b1e6f?pid=MONGD4AF6HGGRHCT&lid=LSTMONGD4AF6HGGRHCTBR05JC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_101&otracker=search&otracker1=search&fm=organic&iid=en_MR3yQjZ13HRsJMDvJfpe45hLcKZBUADrBgurp93MQEbY6S_qIE-5_6qrZauIFUf4-dNvk8X1m3LTQgCPGzYBAQ%3D%3D&ppt=None&ppn=None&ssid=k7nhpmeeds0000001738111013374&qH=08b5411f848a2581,1/29/2025 1:36,ZEB -AC32FHD LED,,White,81.28 cm (32 inch) LED Display,,VA Panel,1920x1080 pixels,,Full HD,,Monitor-1 unit,Curved,,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",,16:09,500000:1 (Dynamic),178° (2D),178° (2D),8 ms,250 nits (2D),0.3637 mm,,,,,,,,,,,,,,,,,50 W (Standby),Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,715 mm,515 mm,8 mm,5 kg,,,,,Three year carry into service centre,Manufacturing defect,Any physical damage or accessories,3 Year,,,,
"LG 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Side Borderless Display,Tilt-able Stand, Black Stabil...","₹7,599",4.3,"1,335 Ratings & 141 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/n/9/-original-imagyahhmczxzhqw.jpeg?q=70,https://www.flipkart.com/lg-60-45-cm-23-8-inch-full-hd-ips-panel-3-side-borderless-display-tilt-able-stand-black-stabilizer-onscreen-control-ergo-design-monitor-24mr400-ba-ctrrmv/p/itm0e25cac2a60d6?pid=MONGW4N96FVHTT7C&lid=LSTMONGW4N96FVHTT7C1RULRO&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_102&otracker=search&otracker1=search&fm=organic&iid=en_MR3yQjZ13HRsJMDvJfpe45hLcKZBUADrBgurp93MQEa40viq7rgAH7sheW93AaDGLouZ3GzXS3b_X5UOXuo-Dw%3D%3D&ppt=None&ppn=None&ssid=k7nhpmeeds0000001738111013374&qH=08b5411f848a2581,1/29/2025 1:36,24MR400-BA.CTRRMV,,Black,60.45 cm (23.8 inch) LED Display,,IPS Panel,,,Full HD,,"1 Monitor, Power Cord, HDMI Cable, Stand Body, Stand Base, Adapter, User Manual, Warranty Card",Flat,,,,"100 Hz (Analog), 60 Hz (Digital)",,16:09,,,,5 ms,200 nits (2D),,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical and Water Damages,3 Year,,,,
LG 46.99 cm (18.5 inch) HD TN Panel Monitor (19M38A),"₹6,250",4.2,185 Ratings & 22 Reviews,https://rukminim2.flixcart.com/image/312/312/monitor/v/p/j/lg-19m38a-original-imaek7nnytj9bwsj.jpeg?q=70,https://www.flipkart.com/lg-46-99-cm-18-5-inch-hd-tn-panel-monitor-19m38a/p/itmc4b80ade23ff6?pid=MONEKFZ5HUJBH6SV&lid=LSTMONEKFZ5HUJBH6SVAIQZGU&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_103&otracker=search&otracker1=search&fm=organic&iid=87782b0d-7a13-4b99-b004-e7df61cc09bc.MONEKFZ5HUJBH6SV.SEARCH&ppt=None&ppn=None&ssid=k7nhpmeeds0000001738111013374&qH=08b5411f848a2581,1/29/2025 1:36,19M38A,,Black,46.99 cm (18.5 inch) LED Backlit Display,,TN Panel,,No,HD,,1 MONITOR,Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,5 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years domestic warranty,3 Year Limited Warranty (Parts / Labour / Backlit),WARRANTY DOES NOT COVER CABLE AND DEMAGED PRODUCTS,,,,,
SAMSUNG A334 55.88 cm (22 inch) Full HD LED Backlit VA Panel Monitor (S22A330 ( Full HD LED Backlit VA...,"₹7,131",3.8,5 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/kmqn3bk0/monitor/e/a/z/s22a330-full-hd-led-backlit-va-panel-60-hz-refresh-rate-response-original-imagfkpytt5yauzg.jpeg?q=70,https://www.flipkart.com/samsung-a334-55-88-cm-22-inch-full-hd-led-backlit-va-panel-monitor-s22a330-panel-60-hz-refresh-rate-response-time-6-5-ms-amd-free-sync/p/itmaee3244ae413d?pid=MONGFKPYDHCPBNEW&lid=LSTMONGFKPYDHCPBNEWCTOTNG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_104&otracker=search&otracker1=search&fm=organic&iid=87782b0d-7a13-4b99-b004-e7df61cc09bc.MONGFKPYDHCPBNEW.SEARCH&ppt=None&ppn=None&ssid=k7nhpmeeds0000001738111013374&qH=08b5411f848a2581,1/29/2025 1:36,"S22A330 ( Full HD LED Backlit VA Panel, 60 Hz Refresh Rate, Response Time 6.5 ms , AMD Free Sync",A334,Black,55.88 cm (22 inch) LED Display,LED Backlit Backlight,VA Panel,"1,920 x 1,080 pixels",,Full HD,,"MAIN UNIT, POWER CORD, WARRANTY CARD, HDMI CORD",Flat,1080P,Anti glare,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,16:09,"3,000:1(Typ), Mega DCR (Dynamic)",178° (2D),178° (2D),6.5 ms,250 nits (2D),0.248 mm,72,,,,,,,,,,,,,,,AC 100~240V,18 W (Operational),"Yes, 1.2 Port",,,,,,,10 - 40° C,10 - 80° C,10 - 40° C,10 - 80 %,,Simple,-5 Degree to 21 Degree,,75*75 mm,,,,,,,,,,,,,,,,,,,3 Years Onsite Warranty,Manufacturing Defects,Physical Damage If Serial No. is Misplace from Packaging Box.,3 Year,,,,
"ViewSonic 68.58 cm (27 Inch) Full HD LED Backlit IPS Panel with 2X2W Inbuilt Speakers, HDMI, VGA, Wall...","₹8,999",4.3,151 Ratings & 28 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/h/6/z/-original-imah45n3tte9pv6b.jpeg?q=70,https://www.flipkart.com/viewsonic-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-2x2w-inbuilt-speakers-hdmi-vga-wall-mount-view-mode-eye-care-flicker-free-srgb-105-bezel-less-monitor-va2732-mh/p/itm89d9e02c0217d?pid=MONGHFC4HEGHUNSD&lid=LSTMONGHFC4HEGHUNSDADASLT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_105&otracker=search&otracker1=search&fm=organic&iid=87782b0d-7a13-4b99-b004-e7df61cc09bc.MONGHFC4HEGHUNSD.SEARCH&ppt=None&ppn=None&ssid=k7nhpmeeds0000001738111013374&qH=08b5411f848a2581,1/29/2025 1:36,VA2732-MH,,Black,68.58 cm (27 Inch) LED Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, Power Adaptor, 1.5 m HDMI Cable (V1.4, Male - Male), Quick Start Guide",Flat,,,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",100 Hz,16:09,1000:01:00,"178° (2D), 178° (3D)",178° (2D),4 ms,250 nits (2D),0.311 mm,104% SRGB,,,No,,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",Yes,No,Yes,2,,2,DC 12 V,"28 W (Operational), 0.3 W (Standby)","Yes, 1 x HDMI 1.4 Port",No,Yes,No,,Yes,Yes,,,,,,Base Detachable,,,100 x 100 mm,VESA,,,No,,14 Languages,Yes,Yes,,,615 mm,458 mm,225 mm,4.1 kg,615 mm,364 mm,46 mm,3.6 kg,3 Years Manufacturer Warranty,Manufacturing Defects Only,Physical Damage,3 Year,,,"Audio In, Audio Out",
Enter 48.26 cm (19 inch) HD TN Panel Gaming Monitor (E-MO-A01),"₹2,999",3.9,982 Ratings & 116 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/allinone-desktop/a/7/m/intel-core-i5-wifi-bluetooth-keyboard-and-mouse-rionix-original-imagwhx2fhsqcwrf.jpeg?q=70,https://www.flipkart.com/enter-48-26-cm-19-inch-hd-tn-panel-gaming-monitor-e-mo-a01/p/itme8f651b128416?pid=MONHF4HBHHZSJFQR&lid=LSTMONHF4HBHHZSJFQRNWZUVM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_106&otracker=search&otracker1=search&fm=organic&iid=87782b0d-7a13-4b99-b004-e7df61cc09bc.MONHF4HBHHZSJFQR.SEARCH&ppt=None&ppn=None&ssid=k7nhpmeeds0000001738111013374&qH=08b5411f848a2581,1/29/2025 1:36,E-MO-A01,,Black,48.26 cm (19 inch) HD Display,,TN Panel,,,HD,,"MONITOR1, STAND, POER CABLE, HDMI CABLE",Flat,,,,"75 Hz (Analog), 75 Hz (Digital)",,,,,,5 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year carry in warranty,warranty is not covered on damaged and burned case,"Damage , Burned & Software",,,,,
"ZEBRONICS 39.62 cm (15.6 inch) Full HD IPS Panel with 180-degree Adjustable Stand, 16:9 Aspect Ratio, ...","₹9,999",4.2,11 Ratings & 6 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/t/m/zeb-pixigo-a16-zeb-kpm-2-full-hd-15-6-2024-zeb-pixigo-a16-zeb-original-imah8mhubfkxh5eg.jpeg?q=70,https://www.flipkart.com/zebronics-39-62-cm-15-6-inch-full-hd-ips-panel-180-degree-adjustable-stand-16-9-aspect-ratio-300nits-brightness-16-7m-colors-dual-input-type-c-mini-hdmi-built-in-speakers-portable-monitor-zeb-pixigo-a16-zeb-kpm-2/p/itmc6a4627a657b1?pid=MONH7BV6AG8FMXD3&lid=LSTMONH7BV6AG8FMXD3IV2K5K&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_107&otracker=search&otracker1=search&fm=organic&iid=en_MR3yQjZ13HRsJMDvJfpe45hLcKZBUADrBgurp93MQEYaapx9hFRXgOvyCnZnjvgemGo9i7VLVXtICLnrQHLEPg%3D%3D&ppt=None&ppn=None&ssid=k7nhpmeeds0000001738111013374&qH=08b5411f848a2581,1/29/2025 1:36,(Zeb-Pixigo A16 (Zeb-KPM 2)),,Black,39.62 cm (15.6 inch) LED Display,,IPS Panel,1920 x1080 pixels,,Full HD,,"Monitor - 1unit, Mini HDMI Cable - 1unit, Type C DP Cable - 1unit, Power Adapter - 1unit, User Manual - 1unit",Flat,,,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,16:09,,,,25 ms,300 nits (2D),,,,,,25 ms,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5 mm,22.2 mm,1.7 mm,0.804 kg,,,,,1 year carry into service center,Any manufacturing defect,Any physical damage or accessories,,,,,
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...","₹15,999",4.2,890 Ratings & 82 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/x/d/t/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzr5hfmbk28.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-80-cm-wall-mountable-slim-gaming-monitor-zeb-ac32fhd-led/p/itm502967395ff52?pid=MONGD4AZBPZ24JGH&lid=LSTMONGD4AZBPZ24JGHESEKQA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_5_108&otracker=search&otracker1=search&fm=organic&iid=en_MR3yQjZ13HRsJMDvJfpe45hLcKZBUADrBgurp93MQEZxBg21Mv0h-xmVCMwRPKAYV4ueieofNGJ1ThatZq0oKg%3D%3D&ppt=None&ppn=None&ssid=k7nhpmeeds0000001738111013374&qH=08b5411f848a2581,1/29/2025 1:36,ZEB-AC32FHD LED,,Black,81.28 cm (32 inch) LED Display,,VA Panel,1920x1080 pixels,,Full HD,,Monitor-1 unit,Curved,,,16.7 m Colors,"165 Hz (Analog), 165 Hz (Digital)",,16:09,500000:1 (Dynamic),178° (2D),178° (2D),12 ms,300 nits (2D),0.3637 mm,,,,,,,,,Yes,Yes,,Yes,,,,,50 W (Standby),Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,715 mm,515 mm,8 mm,5 kg,,,,,Three year carry into service center,Manufacturing defect,Any physical damage or accessories,3 Year,,,,
