title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Brand,Graphics Engine,GPU Clock,Bus Standard,Model ID,Part Number,Memory,VGA/D-SUB Output,DVI and HDMI Interface,HD Content Support,Supported OS,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Service Type,Maximum Resolution,Processors and Cores,GPU Manufacturing Process,Graphics Technologies Supported,Other Interface,Shader,Cooling and Heatsink,Power Supply Required,Software Included,Dimensions,Weight,Additional Features,3D Support,Mini HDMI,Memory Bandwidth,RAMDAC Clock Speed,Other System Requirements
Jack and Rex NVIDIA NGFF M.2 M key to USB 3.0 Adapter C...,₹249,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kubk70w0/graphics-card/a/s/i/ngff-m-2-m-key-to-usb-3-0-adapter-card-extender-m2-to-usb3-0-original-imag7gp9qg7bq6kw.jpeg?q=70,https://www.flipkart.com/jack-rex-nvidia-ngff-m-2-m-key-usb-3-0-adapter-card-extender-m2-usb3-0-converter-pci-e-riser-graphics-gpu-mining-miner-package-ships-anti-electrostatic-bags-prevent-damage-1-gb-ddr2/p/itmb7d16aa5d9b7d?pid=GRCG7GPAZRMFPCXD&lid=LSTGRCG7GPAZRMFPCXDM0TXA5&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_289&otracker=search&fm=organic&iid=446a2755-2b5f-41e2-b7f5-bc85ad358ace.GRCG7GPAZRMFPCXD.SEARCH&ppt=None&ppn=None&ssid=f0ddwx17e80000001738114778930&qH=ae2a487734c75ca2,2025-01-29 02:39:38,1,Jack and Rex,NVIDIA nvidia,120 MHz,Express 3.0,NGFF M.2 M key to USB 3.0 Adapter Card Extender M2 to USB3.0 Adapter Converter for PCI-E Riser Card Graphics GPU Mining Miner Package ships in Anti-electrostatic bags to prevent damage.,JAR_NGFF_M.2,"192-bit, 1 GB DDR2 Memory",,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
MSI NVIDIA GT 710 2GD3H LP DDR3 Gaming Graphic Card 2 G...,"₹5,001",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ked56kw0/graphics-card/z/f/e/msi-nvidia-gt-710-2gb-d3-original-imafvfthtvtv73cb.jpeg?q=70,https://www.flipkart.com/msi-nvidia-gt-710-2gd3h-lp-ddr3-gaming-graphic-card-2-gb-graphics/p/itmbe408a373a40e?pid=GRCG44Y4FWAEWVPK&lid=LSTGRCG44Y4FWAEWVPKWANUKV&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_293&otracker=search&fm=organic&iid=446a2755-2b5f-41e2-b7f5-bc85ad358ace.GRCG44Y4FWAEWVPK.SEARCH&ppt=None&ppn=None&ssid=f0ddwx17e80000001738114778930&qH=ae2a487734c75ca2,2025-01-29 02:39:38,1 Graphic Card,MSI,NVIDIA GeForce GT 710,954 MHz,PCI Express 2.0 x16 (uses x8),GT 710 2GD3H LP DDR3 Gaming Graphic Card,B01AY78MLM,"64-bit, 2 GB DDR3 Memory",,,,,3 year manufacturer warranty,Manufacturing defects,Physical damaged not covered,Carry In,,,,,,,,,,,,,,,,,
LipiWorld NVIDIA (Pack Of 6) VER012-PRO Riser Card 10 C...,"₹2,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/w/q/5/pack-of-6-ver012-pro-riser-card-10-capacitors-pci-e-1x-to-16x-original-imaggsjqdkjcg5qz.jpeg?q=70,https://www.flipkart.com/lipiworld-nvidia-pack-6-ver012-pro-riser-card-10-capacitors-pci-e-1x-16x-v012-16-gb-gddr4-graphics/p/itm9e2ddbe807a8b?pid=GRCGGSJQYFJUUKWQ&lid=LSTGRCGGSJQYFJUUKWQTPPIU1&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_297&otracker=search&fm=organic&iid=446a2755-2b5f-41e2-b7f5-bc85ad358ace.GRCGGSJQYFJUUKWQ.SEARCH&ppt=None&ppn=None&ssid=f0ddwx17e80000001738114778930&qH=ae2a487734c75ca2,2025-01-29 02:39:38,Set of 6,LipiWorld,NVIDIA NVIDIA 1,120 MHz,3.0,(Pack Of 6) VER012-PRO Riser Card 10 Capacitors PCI-E 1X to 16X V012 Riser Card,VER012-PRO Riser Card,"64-bit, 16 GB GDDR4 Memory",,,,,Seller Warranty,1 Month,If damaged will not be repaired/covered under warranty,Seller Warranty,,,,,,,,,,,,,,,,,
microware NVIDIA PCIe Converter Riser Card PCI-E 1 To 6...,"₹1,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/j/r/u/pcie-converter-riser-card-pci-e-1-to-6-external-16x-slot-usb-3-0-original-imaggthyaphcfkj3.jpeg?q=70,https://www.flipkart.com/microware-nvidia-pcie-converter-riser-card-pci-e-1-6-external-16x-slot-usb-3-0-bt-mining-gb-gddr6x-graphics/p/itm47141f27e118f?pid=GRCGGTHYAJGQUHZN&lid=LSTGRCGGTHYAJGQUHZN6WUDBF&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_301&otracker=search&fm=organic&iid=446a2755-2b5f-41e2-b7f5-bc85ad358ace.GRCGGTHYAJGQUHZN.SEARCH&ppt=None&ppn=None&ssid=f0ddwx17e80000001738114778930&qH=ae2a487734c75ca2,2025-01-29 02:39:38,1* PCIE 1X to 6 USB adapter card,microware,"NVIDIA NVIDIA NVIDIA, NVIDIA 1",1 MHz,3.0,PCIe Converter Riser Card PCI-E 1 To 6 External 16X Slot USB 3.0 for BT Mining,mcs-1x6 pcie card,"64-bit, 1 GB GDDR6X Memory",,,,,3 months,Warranty of the product is limited to manufacturing defects only,Warranty does not cover any external damage,Replacement,,,,,,,,,,,,,,,,,
Tobo NVIDIA ER010S Plus USB 3.0 PCI-E Riser VER 010S Pl...,₹540,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kwqq1zk0/graphics-card/u/a/j/er010s-plus-usb-3-0-pci-e-riser-ver-010s-plus-express-1x-to-16x-original-imag9cw3rbse3uhh.jpeg?q=70,https://www.flipkart.com/tobo-nvidia-er010s-plus-usb-3-0-pci-e-riser-ver-010s-express-1x-16x-extender-pcie-adapter-card-sata-6-led-light-1-gb-ddr2-graphics/p/itmdbc2a9223697f?pid=GRCG9CW3PQ2DUNSS&lid=LSTGRCG9CW3PQ2DUNSSEWFA9C&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_305&otracker=search&fm=organic&iid=446a2755-2b5f-41e2-b7f5-bc85ad358ace.GRCG9CW3PQ2DUNSS.SEARCH&ppt=None&ppn=None&ssid=f0ddwx17e80000001738114778930&qH=ae2a487734c75ca2,2025-01-29 02:39:38,Pack of 1,Tobo,NVIDIA USB 3.0 PCI-E Riser,1000 MHz,Riser Adapter Card,ER010S Plus USB 3.0 PCI-E Riser VER 010S Plus Express 1X to 16X Extender Pcie Riser Adapter Card SATA 6 LED Light,USB 3.0 PCI-E Riser,"1000-bit, 1 GB DDR2 Memory",,,HDTV Support,,Product External damage,Product External damage,Product replacement warranty,Product replacement warranty,,,,,,,,,,,,,,,,,
Xsentuals NVIDIA PCI-E 1x to 16x Adapter Card USB3.0 Da...,₹399,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ks3jjbk0/graphics-card/9/3/9/pcie-riser-adapter-card-ver009s-009s-black-gold-16x-to-1x-60cm-original-imag5qx5uq2vnujr.jpeg?q=70,https://www.flipkart.com/xsentuals-nvidia-pci-e-1x-16x-adapter-card-usb3-0-data-cable-power-kit-mining-16-gb-gddr4-graphics/p/itm10609bbb2fd99?pid=GRCG5QX6HNUACEYZ&lid=LSTGRCG5QX6HNUACEYZ6WQJ5N&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_309&otracker=search&fm=organic&iid=446a2755-2b5f-41e2-b7f5-bc85ad358ace.GRCG5QX6HNUACEYZ.SEARCH&ppt=None&ppn=None&ssid=f0ddwx17e80000001738114778930&qH=ae2a487734c75ca2,2025-01-29 02:39:38,1 x VER009S / 009S PCIe Riser Card,Xsentuals,NVIDIA 1,120 MHz,3.0,PCI-E 1x to 16x Adapter Card USB3.0 Data Cable Power Cable Kit Mining Card,VER006S / 006S,"64-bit, 16 GB GDDR4 Memory",,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Etzin NVIDIA NVIDIA M.2 to PCI-E X16 Slot Adapter Card(...,₹443,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l3t2fm80/graphics-card/x/5/l/m-2-to-pci-e-x16-slot-adapter-card-ngff-pcie-riser-card-etzin-original-imageujd5zua2dr5.jpeg?q=70,https://www.flipkart.com/etzin-nvidia-m-2-pci-e-x16-slot-adapter-card-epl-409hs-1-gb-ddr2-graphics-card/p/itmaa9ec3cb5d7f0?pid=GRCGET3WDRMHZGCR&lid=LSTGRCGET3WDRMHZGCRNPFOSS&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_313&otracker=search&fm=organic&iid=446a2755-2b5f-41e2-b7f5-bc85ad358ace.GRCGET3WDRMHZGCR.SEARCH&ppt=None&ppn=None&ssid=f0ddwx17e80000001738114778930&qH=ae2a487734c75ca2,2025-01-29 02:39:38,Card,Etzin,NVIDIA M.2 to PCI-E X16 Slot Adapter Card,80 MHz,USB3.0 Adapter Card,NVIDIA M.2 to PCI-E X16 Slot Adapter Card(EPL-409HS),PCI E Riser,"60-bit, 1 GB DDR2 Memory",,,,,1 MONTH,only internal Issue,"Physical Damage, Damage by Human, Water Damage etc.","customer has to return product through courier, once we received product we will check and confirm issue/defect/problem in the product, after that only we will send new and fresh product.","NA (Digital), NA (Analog)",,,,,,,,,2.3 x 8 x 1 mm,10 g,,,,,,
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,₹584,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ktvucnk0/graphics-card/p/x/u/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74txqem6deer.jpeg?q=70,https://www.flipkart.com/nextar-nvidia-ver-009s-riser-cable-black-pcie-1x-16x-graphics-extension-gpu-mining-powered-adapter-card-60cm-usb-3-0-cable-4-solid-capacitors-two-6pin-molex-3-power-options-pack-0f-1-16-gb-gddr4-card/p/itm4db4c1ac19c75?pid=GRCG74UK8N8PWR8X&lid=LSTGRCG74UK8N8PWR8X4J1JDJ&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_317&otracker=search&fm=organic&iid=446a2755-2b5f-41e2-b7f5-bc85ad358ace.GRCG74UK8N8PWR8X.SEARCH&ppt=None&ppn=None&ssid=f0ddwx17e80000001738114778930&qH=ae2a487734c75ca2,2025-01-29 02:39:38,1PC VER009S Riser Card,Nextar,NVIDIA 1,120 MHz,3,"VER 009S Riser Cable Black PCIE Riser 1X to 16X Graphics Extension for GPU Mining Powered Riser Adapter Card, 60cm USB 3.0 Cable, 4 Solid Capacitors, Two 6PIN & Molex 3 Power Options(Pack 0f 1)",009S-1,"64-bit, 16 GB GDDR4 Memory",,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:39:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:39:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:39:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack and Rex NVIDIA JAR-VER012X PLUS VER012X PLUS / 012...,₹499,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l1b1oy80/graphics-card/p/e/p/jar-ver012x-plus-ver012x-plus-012x-4-bigger-capacitor-16x-to-1x-original-imagcw6zzqwxbdky.jpeg?q=70,https://www.flipkart.com/jack-rex-nvidia-jar-ver012x-plus-ver012x-012x-4-bigger-capacitor-16x-1x-power-pcie-riser-adapter-80cm-usb-3-0-cable-1-gb-ddr2-graphics-card/p/itm0a1b78b4877fa?pid=GRCG7CHGKR7PHPYH&lid=LSTGRCG7CHGKR7PHPYHGTJCJC&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_9_321&otracker=search&fm=organic&iid=4110c9cc-4439-4635-9d80-50649fe26e77.GRCG7CHGKR7PHPYH.SEARCH&ppt=None&ppn=None&ssid=onk3kggreo0000001738114806003&qH=ae2a487734c75ca2,2025-01-29 02:40:05,1,Jack and Rex,NVIDIA Nvidia,1200 MHz,Express 3.0,JAR-VER012X PLUS VER012X PLUS / 012X / 4 Bigger Capacitor / 16x to 1x Power PCIe Riser Adapter 80cm USB 3.0 Cable,JAR-VER012X PLUS,"1200-bit, 1 GB DDR2 Memory",,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
microware NVIDIA PCI-E 1 to 7 Riser Card Riser Heat Sin...,"₹2,164",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l5iid8w0/graphics-card/w/q/k/pci-e-1-to-7-riser-card-riser-heat-sink-converter-for-video-card-original-imagg69xm9wsgnmh.jpeg?q=70,https://www.flipkart.com/microware-nvidia-pci-e-1-7-riser-card-heat-sink-converter-video-btc-mining-gb-gddr6x-graphics/p/itm1b6314e990f58?pid=GRCGG69XQ6ZHFGSF&lid=LSTGRCGG69XQ6ZHFGSFFXBU7E&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_9_325&otracker=search&fm=organic&iid=4110c9cc-4439-4635-9d80-50649fe26e77.GRCGG69XQ6ZHFGSF.SEARCH&ppt=None&ppn=None&ssid=onk3kggreo0000001738114806003&qH=ae2a487734c75ca2,2025-01-29 02:40:05,1 x PCI-E 1x 1 to 7 Riser Card Adapter,microware,"NVIDIA NVIDIA, NVIDIA 1",1 MHz,3.0,PCI-E 1 to 7 Riser Card Riser Heat Sink Converter for Video Card BTC Mining,1x7 port PCIE,"64-bit, 1 GB GDDR6X Memory",,,,,3 months,Warranty of the product is limited to manufacturing defects only,Warranty does not cover any external damage,Replacement,,,,,,,,,,,,,,,,,
Inno3D NVIDIA GEFORCE RTX 3060 TI ITWIN X2 LHR 8 GB GDD...,"₹41,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l1whaq80/graphics-card/t/l/y/geforce-rtx-3060-ti-itwin-x2-lhr-inno-3d-original-imagdd658kyenytg.jpeg?q=70,https://www.flipkart.com/inno3d-nvidia-geforce-rtx-3060-ti-itwin-x2-lhr-8-gb-gddr6-graphics-card/p/itm00771cd96edb2?pid=GRCGDD66FV2QTXSY&lid=LSTGRCGDD66FV2QTXSYPJHWBB&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_9_329&otracker=search&fm=organic&iid=4110c9cc-4439-4635-9d80-50649fe26e77.GRCGDD66FV2QTXSY.SEARCH&ppt=None&ppn=None&ssid=onk3kggreo0000001738114806003&qH=ae2a487734c75ca2,2025-01-29 02:40:05,Graphic Card,Inno3D,NVIDIA GEFORCE RTX 3060 TI ITWIN X2 LHR,1665 MHz,PCI-E 4.0 X16,GEFORCE RTX 3060 TI ITWIN X2 LHR,N306T2-08D6-119032DH,"448-bit, 8 GB GDDR6 Memory",,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,4864 CUDA Cores,,,,,,,,120 x 240 mm,,,,,448 Gbps,,
MSI NVIDIA GeForce RTX 4070 Ti SUPER 16G VENTUS 2X OC 1...,"₹89,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/n/2/o/geforce-rtx-4070-ti-super-16g-ventus-2x-oc-msi-original-imah78hnfg7gjhyu.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-ti-super-16g-ventus-2x-oc-16-gb-gddr6-graphics-card/p/itm47b3a1b19ac01?pid=GRCH77HEAMPBDJ3X&lid=LSTGRCH77HEAMPBDJ3XIMY01E&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_9_333&otracker=search&fm=organic&iid=4110c9cc-4439-4635-9d80-50649fe26e77.GRCH77HEAMPBDJ3X.SEARCH&ppt=None&ppn=None&ssid=onk3kggreo0000001738114806003&qH=ae2a487734c75ca2,2025-01-29 02:40:05,1 (GeForce RTX 4070 Ti SUPER 16G VENTUS 2X OC ),MSI,NVIDIA NVIDIA GeForce RTX 4070 TI SUPER,2655 MHz,PCI Express Gen 4,GeForce RTX 4070 Ti SUPER 16G VENTUS 2X OC,16 GB GDDR6,"256-bit, 16 GB GDDR6 Memory",,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,242 x 51 x 125 mm,1214 g,Good Quality Product,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:40:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:41:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
